index,Rating,Id,Date,views,like,title,text
43,1,y40***,2014.10.13,조회 86,"공감 0
공감하기",답답함,10월 12일 저녁 6시 공연 봤습니다 보면서 너무 답답하고 실소를 금치 못했던 작품입니다 뮤지컬 너무 좋아하는데 이번처럼 실망스러운 공연은 처음이네요 전반적인 음향 상태도 공연장과 맞지 않은 것 같은데 거기에 편곡은 노래방 반주 느낌이 들더군요 그래서 그런 건지 아님 연기자분들은 다들 무리하셨는지 음정들도 불안하고 춤은 설렁설렁춘다는 느낌 아니면 연습이 덜 되었나 학예회보는 듯한 느낌이었어요 이미 수년 전에 코엑스에서 봤을 때와 너무 비교가 되서 더 답답했어요좀 더 좋은 공연 부탁드립니다
44,3,eu***예매자,2014.10.13,조회 73,"공감 0
공감하기",친구가 많이 좋아했네요,그냥 공연보는 거 좋아하고 대학로 가고 싶어서 마침 카드 행사하길래급 예매했습니다 어떤 내용인지 어떤 뮤지컬인지 전혀 사전 지식 없이 갔는데요 결론은 아이들이랑 같이는 안 오셨으면 좋겠고 아무래도 미국식 내용이라서 우리나라 정서와는 맞는 않는 부분이 있긴 합니다 그리스가 워낙 오래된 거라 올드한 느낌도 있어서촌스러워 유치해 이게 뭐지 ;; 등등의 느낌 받을 수 있습니다만 배우 분들의 몸매가 뛰어나 비주얼적으로는 볼만 합니다 다섯 명이 똑같이 메이크업하고 나와서 데칼 코마니 느낌도 나고 암튼 웃긴 포인트가 부분 부분 있습니다 커튼콜은 너무 너무 신났고 아무래도 소극장이다 보니까 대극장 퀄리티는 기대할 수 없지만 음향이 작게 들리는 부분은 아쉽지만 배우 분 모두 너무너무너무너무너무 열심히 하시는 모습이 눈이 보이기 때문에 그것만으로도 만족한 공연이라고 할 수 있습니다 소극장이나 소규모 공연보실 때 부디 박수많이 쳐주시고 호응 많이 해주세요 옆에 앉아 계신 여자분 즐거우 시면 박수치시고 환호 좀 해주시지 팔짱 끼고 앉아서 앞에서 열심히 공연하시는 배우 분들에게 조금의 매너를 보여주셨으면 했네요
45,5,puhaha0***예매자,2014.10.13,조회 56,"공감 0
공감하기",친구와 함께 보고 왔어요,친구와 함께 보고 왔어요 두 시간 반이 금방 지나갔고 너무 너무 재미있었어요 다음에 또 한번 보고 싶어요
46,4,happyfox2***예매자,2014.10.13,조회 119,"공감 0
공감하기",활기찬 그리스!,그 유명한 그리스는 처음 봤는데 생각보다 재미있었습니다 멋진 퍼포먼스들도 있었구요 특히 엉덩이 개인적으로는 커튼콜이 가장 유쾌했던 것 같습니다 모든 배우들도 한 번에 볼 수 있고 함께 참여도 할 수 있어 더 좋았습니다
47,4,jh6297***예매자,2014.10.13,조회 90,"공감 0
공감하기",간만 에 스트레스 해소,신나게 뛰고 소리칠 수 있던 커튼 콜 대박
49,5,gywjd1***예매자,2014.10.12,조회 87,"공감 0
공감하기",그리스,신나요
50,5,ajin0***예매자,2014.10.12,조회 144,"공감 0
공감하기",좋아요 라이브 후기,좋아요
51,5,ajin0***예매자,2014.10.12,조회 93,"공감 0
공감하기",좋아요 라이브 후기,12월에 보고 두 번째로 보는데 재밋어요
52,4,neo***예매자,2014.10.12,조회 261,"공감 0
공감하기",뮤지컬 그리스 보통 후기,상영시간 내내 거의 흥겹고 즐겁다 주인공 대니와 샌디역에 많은 스타들이 꼭 거쳐 가는 뮤지컬 그리스 새로운 스타가 탄생할 수 있을지 기대해 본 다 이해하기 쉬운 하이틴 러브 스토리 라 사전에 공부를 하지 않고 봐도 좋다 사실 그리스는 한국인의 입맛에 딱 맞는 뮤지컬은 아니다 1960대 미국의 고등학교를 배경으로 하는 데로 큰 롤 사실은 술 담배 섹스에 빠진 비행 청소년들의 러브스토리를 발랄하게 미화시켜 그려낸 작품이 다 흰색 난닝구와 딱 달라붙어 가운데가 꽉 끼는 리바이스 청바지 할리데이비슨 가죽 자켓를 입고 구리스 쫙 펴 발라 만든 올백머리를 양손으로 파르르 떨듯 만져주는 동시에 관객을 느끼함에 빠뜨려 중독시키겠다는 사명감에 가득 찬 눈빛으로 응시하며 한쪽 다리를 연신 게 다리춤 추듯 털어준다 오글거림은 한국적 정서에 익숙한 관객의 몫이겠다 뮤지컬 그리스의 매력은 바로 이 오글거림에서 온 다 모두가 함께 오글거림에 면역되어 내러티브와 화려한 춤과 노래에 빠져들어가는 그 묘한 기분 그것이 관객이 돈을 지불한 이유이다 그 어떠한 작품의 배역보다 어려운 연기를 해낸 배우들에게 리뷰를 쓰는 이 자리에서 다시 한 번 기립박수를 쳐주고 싶다
53,5,astut***예매자,2014.10.12,조회 34,"공감 0
공감하기",완전 신나는 공연!,정말 시간 가는 줄 모르고 봤어요 커튼 콜하는데 어찌나아쉽던지 보시면 절대 후회 안하실거에요
54,5,audtksak***예매자,2014.10.12,조회 237,"공감 0
공감하기",첫 관람!! 뮤지컬-그리스♡,처음으로 보는 뮤지컬을 선택하는 데 있어서 그리스는 워낙 유명한 작품이였기에 생각하지 않고 바로 결제를 했습니다 내용 중 신선한 충격을 받기도 하고 소규모 공연장이다 보니 배우님 한 명 한 명에게 시선을 줄 수 있어서 좋았습니다 신나는 노래와 댄스들 보고 들으며 저도 모르게 어깨를 들썩이면서 보게 되는 공연이였습니다 샌디와 대디의 러브스토리뿐만 아니라 케니키와 리조의 이야기도 재미있었어요 또 보고 싶은 공연이였습니다
55,5,jabb***,2014.10.11,조회 54,"공감 0
공감하기",이렇게 즐거울 수가~~,역시 그리스 제 첫 뮤지컬이 그리스였던 터라 첫 감동에 못 미칠 줄 알았는데 그리스는 또다시 제게 기쁨을 주었어 요 공연 내내 함박웃음_____ 우리 배우님들 너무 멋지시고 너무 열정적인 모습에 힘찬 박수를 보냅니다
56,3,s070107***예매자,2014.10.10,조회 38,"공감 0
공감하기",오랜만에..,오랜만에 보는 그리스였는데 너무 기대를 해서 그런지 살짝 아쉬웠습니다
57,2,potato***예매자,2014.10.10,조회 64,"공감 0
공감하기",조금은 아쉬운,음향 탓인지 배우 분들은 열심히 하시는 건 눈에 보이는데 극에 몰입이 좀 어려웠어요
58,4,silver8***예매자,2014.10.10,조회 89,"공감 0
공감하기",엄청난 코믹 뮤지컬,머리 쓸어 넘기는 거부터 부담스럽더니 엉덩이를 보여주네요하하호호 웃으면서 보기 좋은데 어린이랑은 안 봤으면 좋겠습니다
59,3,domin***예매자,2014.10.10,조회 131,"공감 0
공감하기",음향 상태가 좀 아쉽네요,인터미션 후 일부 마이크 상태가 안 좋아 구에 많이 거슬리더군 요 뮤지컬 보면서 이런 경우는 처음이에요
60,4,so***예매자,2014.10.10,조회 53,"공감 0
공감하기",즐거운 관람!,즐겁고 신나는 뮤지컬 관람 너무 행복한 휴일 오후였습니다
61,5,didw***예매자,2014.10.10,조회 75,"공감 0
공감하기",공연 너무 좋았어요~,샌디의 반전 매력 배우들 각자 다 노래도 좋았고 캐릭터도 좋았어요 익숙한 노래라서 그런지 신도나 고 배우 분들이 노래도 다 잘 하시고 그래서 너무 재밌었어요 근데 중간에 두디 단독 파트에서 마이크에서 계속해서 지직거리는 소리가 나서 매우 매우 매우 매우 매우 매우 거슬렸네요 하필 단독 파트에서 그러다 보니 두디 배우 분 너무 멋있어서 찾아봤는데 네이버에도 안 나오고 프로필 등록 좀 해주세요
62,4,hoya1***예매자,2014.10.10,조회 115,"공감 0
공감하기",그리스!,배우들의 열연 덕분에 흥이 났던 공연 재밌었어요
63,4,dlatj***예매자,2014.10.10,조회 16,"공감 0
공감하기",재밌어요,지하 4층이라 불편했지만 재밌네요
65,3,tokk***예매자,2014.10.10,조회 37,"공감 0
공감하기",재미있었습니다.,워낙 내용이랑 노래 자체가 좋으니 재미있게 보고 왔습니다 다만 남자 주인공 대니 분의 노래는 사알 짝 아쉬웠지만 그래두 매력적이었습니다 쟌 역할 하셨던 배우가 너무 귀여우셨던 것 같아요
66,3,youngshi***예매자,2014.10.09,조회 105,"공감 0
공감하기",즐거운 시간,재미있었어요
67,5,cheih***예매자,2014.10.09,조회 36,"공감 0
공감하기",멋진 공연,너무 재미있어요
68,3,osl***예매자,2014.10.08,조회 114,"공감 0
공감하기",신나고 즐거운 공연...,너무나 보고 싶었던 그리스 뮤지컬 신나고 즐거운 공연이었으나 공연이 막바지라 그런 것인지 배우들의 노래와 연기가 좀 아쉬운 공연이었습니다
69,4,aszx9***예매자,2014.10.08,조회 114,"공감 0
공감하기",첫 뮤지컬은 그리스로!,부담 없이 보기 좋은 그리스 첫 뮤지컬로 추천합니다
70,5,ooi***예매자,2014.10.08,조회 67,"공감 0
공감하기",앞자리에서 즐겁게 즐기고 왔네요.,초딩아들과 데이트로 선택한 그리스 아이에게는 처음 보는 뮤지컬이였는데 재미있었다네요 아이답게로저가 젤 기억에 난답니다 대니 역고은성 씨 미성에 목소리가 조금만 자리 잡으면 대성할 스타가 될 것 같구요 다른 배우들도 신인답지 않게 너무 연기를 잘 하더라구 요무대 회장을 갔다 온 느낌이 드는 그리스 정말 재미있었습니다
71,3,hlove***예매자,2014.10.07,조회 104,"공감 1
공감하기",기대가 너무 컸나봅니다...,기대가 너무 컸나봅니다 배우들 솔로곡도 그렇고 대사도 그렇고 귀에 잘 안 들림
72,4,hyeri***예매자,2014.10.07,조회 81,"공감 0
공감하기",좋았어요,원래 1층석이었는데 조금 늦어서 2층 객석에서 보다가 인터미션 때 아래로 내려갔어요 역시 1층 좌석이 좋긴 좋더라구 요 배우들 연기도 좋고 몸도 좋고 노래도 신났답니다 마지막까지 신났던 뮤지컬이었네요
73,4,kilov***예매자,2014.10.06,조회 86,"공감 0
공감하기",멋져요~~,별로 기대는 안 하고 갔는데 2시간이 넘는 시간 동안 눈 한번 안 떼고 집중했네요 공연은 최고였습니다 공연장 스텝에 대한 불만이 조금 있을뿐
74,5,cce0***예매자,2014.10.06,조회 59,"공감 0
공감하기",재밌었어요!,몇 년 전 뮤지컬을 본 후 엄청 오랜만에 보는 뮤지컬이었어요 1+1 행사여서 저렴한 가격으로 보게 되었어요 1층 2열에서 봐서 배우들 얼굴까지 잘 보이는데 연기하는 표정도 자세히 볼 수 있고 몰입이 더 잘 되었던 거 같아요 앞자리의 단점은 너무 가까워서 그런지 전체가 한눈에 들어오지 않아서 양쪽에서 연기를 하고 있다면 왼쪽 봤다가 오른쪽 봤다가 해야 해서 좀 불편했어요 전체적으로는 재미있는 내용이었고 실력 있는 배우들 재밌게 보고 왔습니다
75,5,topchang2***예매자,2014.10.06,조회 137,"공감 0
공감하기",뮤지컬 처음 보는 사람에게 추천해주세요~~,저는 2011년에 뮤지컬 그리스를 너무 재밌게 봤었는데 여자친구는 기회가 닿지 않아서 보여 주질 못했었죠 그래서 이번에 여자친구의 여동생과 여자친구를 위해 표를 예매해서 보여줬는데 엄청 재밌었다는 흐뭇한 반응을 보여줘서 얼마나 좋았는지 모릅니다 여친의 동생은 뮤지컬을 처음 보는 것이었는데 그리스를 통해 뮤지컬의 묘미에 잔뜩 빠져들었나 봐요 본인이 보시기에도 손색이 없고 누군가에게 멋진 선물을 해주시려면 뮤지컬 그리스를 보여줄 것을 적극 추천하는 바입니다
76,4,zamccodae@hanmail.***예매자,2014.10.06,조회 38,"공감 0
공감하기",재밌었어요~,몇 년 전 동숭아트홀에서 보고 두 번째 관람인데 뭔가 예전보다는 못하지만 신나게 관람한 것 같아요
77,5,lube***예매자,2014.10.06,조회 29,"공감 1
공감하기",진짜 최고의 무대였어요,그리스 명성답게 너무나 재밌게 보고 왔답니다 신나는 그리스 함께 해요
78,4,pinkb***예매자,2014.10.06,조회 15,"공감 0
공감하기",추천합니다,그리스 너무 잼 있게 잘 봤어요 대학로 유니플렉스 공연장이었는데 앞 2번째 줄이라 무대가 높아 목이 아프긴 했지만 그리스에 빠지면서 아픔 정도야 잊을 수 있었습니다가 격 부담도 없으면서 즐겁게 볼 수 있는 공연이었구 요 배우 한 분 한분 다들 연기를 잘 하시더라구요 이제 시작하시는 연인들에게 꼭 추천해 드리고 싶은 뮤지컬이에요 대니와 샌디처럼
79,4,mymy1***예매자,2014.10.06,조회 104,"공감 0
공감하기",재밌네요!,배우 이름을 쳐도 잘 안 나오고 그래서 걱정 반기 대반이었는데 생각보다 재밌었어요 뭔가 오글거리기도 하고 유치하기도 했지만 처음 뮤지컬을 보는 사람들은 되게 재밌게 볼 것 같네요 그러나 유니플렉스가 의자 간격이 좁아 이동하는 데 불편했었고 층간 높낮이도 별로 차이가 없어 앞에 앉은 사람 머리 때문에 요리조리 사이로 봐야 해서 별로였어요 그리고 음향시설 때문인지 노래할 때 가사가 잘 전달되지 않았었어요 뮤지컬 내용은 재밌고 신났지만 장소 때문에 강력 추천이 아닌 추천으로 즐 거운 시간이었습니다
81,3,naong***예매자,2014.10.06,조회 93,"공감 0
공감하기",뮤지컬 그리스,발랄하고 유쾌했던 무대 후반부로 갈수록 더 재미있었던 뮤지컬 남편하고 오랫만에 재미있게 보고 왔어요
82,5,amyg***예매자,2014.10.05,조회 58,"공감 1
공감하기",그리스!,진짜 진짜 재밌게 봤습니다 배우님들 연기 노래 다흠잡을 데 없었고 개인적으로는 시간대도 좋았어요 기회가 된다면 또 보고 싶어요
