index,Rating,Id,Date,views,like,title,text
67,5,toppass***예매자,2020.09.02,조회 18,"공감 0
공감하기",제 가슴속에 영원히 기억될 렌트..,막 공표가 있었는데 갑작스럽게 조기 폐막돼서 마지막 관극이 된 날 장지 후배 두훈 아이비전나영유효진 김지휘 그리고 앙상블 배우님들까지 이날은 특히 2막 감정이 휘몰아쳐서 저도 엄청울컥 했어요 전기나갔어부터 넘치는 에너지를 받고 내 노래를 찾는 로저 기회는 오직 오늘 뿐이라는 미미 최고의 천사엔젤산타페에레스토랑을 열거라는 콜린 꼭 가자고 했던 엔젤투닥 대면서도 서로를 놓지 못하는 조앤&모린 커플 그리고 항상 그들 옆을 지켰던 마크까지 모든 캐릭들을 사랑하지 않을수 없었던 렌트렌트가 떠난 걸난 믿을 수 없어 이별을 렌트넘버가 맨날 귀에서 맴돌아요 못 잊을 거에요 제 인생 최고의 뮤지컬 렌트가 다시 돌아오는 그날까지 모든 렌트헤즈 분들 렌트 배우님들 다 건강하길 기원합니다
68,5,ssong***예매자,2020.09.01,조회 28,"공감 0
공감하기",어쩌면 내가 가진 것은 모두 빌린 게 아닐까요?,렌트를 보고든 생각입니다 어떤 가치보다 어렵지만 그렇기에 그만한 가치가 있는 사랑으로 충만한 공연이었어요 호화로운 캐스팅으로 렌트를 본 경험은 죽을 때까지 잊혀지지 않을 것 같네요
69,5,ssong***예매자,2020.09.01,조회 17,"공감 0
공감하기",렌트 최고,렌트가 시대에 뒤떨어진다는 평도 존재하지만 코로나 19와 닮아 있는 배경 속 지치고 힘든 일상을 사랑으로 위로해준다는 것만은 변함없 네요 좋은 극과 좋은 배우들의 에너지를 느끼고 올 수 있음에 감사합니다
70,5,ssong***예매자,2020.09.01,조회 33,"공감 0
공감하기",2층에서 보면 좋은 점,열기는 그대로 전해지는데 무대의 전체적인 모습을 한눈에 볼 수 잇는 게 장점입니 데이 재 관람하시는 분들은 2층도 추천 드랴영
71,5,tndus5***예매자,2020.09.01,조회 14,"공감 0
공감하기",너무 재미있어요~!,렌트 다시 보고 싶네요 너무 보고 싶다 너무 보고 싶다
72,5,rebecca***예매자,2020.09.01,조회 17,"공감 0
공감하기",멋진 공연,너무 재밌어요
73,5,rebecca***예매자,2020.09.01,조회 11,"공감 0
공감하기",멋진 공연,또 보고 싶어요
74,5,slc***예매자,2020.08.31,조회 8,"공감 0
공감하기",너무 재밌었어요..,그리워요 렌트 다 빌려 쓰는 거니까
75,5,sominji1***예매자,2020.08.31,조회 7,"공감 0
공감하기",NODAYBUTTODAY,정말 오랜만에 올라온 극인데도 불구하고 시국과 적절하게 맞아 떨어졌던 볼 때마다 에너지를 가득 얻고 돌아갈 수 있던 작품이었어요와 함께 사랑을 빌릴 수 있어서 행복했어요 꼭 다시 만나길
77,5,motore***예매자,2020.08.31,조회 7,"공감 0
공감하기",렌트,렌트 꼭 다시 돌아와 주세요
78,5,jhyun***예매자,2020.08.31,조회 8,"공감 0
공감하기",ㅠㅠ 렌트,막 공표 취소당하고 우러요 빨리와 주세요
79,5,tani031***예매자,2020.08.31,조회 8,"공감 0
공감하기",너무 아쉬워요 꼭 다시 돌아와 주세요,갑자기 마지막 공연을 보게 되서 너무 아쉽고 슬펐습니다 일년 안에 또 렌트온다고 생각하고 기다릴게 요요번렌트 정말 최고였습니다 모든 배우 분들 연출 음악 다 너무 좋았어요 공연 기간 내내 항상 완벽했어요 너무 즐거웠습니다
80,5,smnaka***예매자,2020.08.31,조회 8,"공감 0
공감하기",멋진 시간이었습니다.,멋진 음악이 함께한 즐거운 시간이었습니다
81,5,uv***예매자,2020.08.31,조회 8,"공감 0
공감하기",내 사랑렌트,사랑해이 말뿐이야
82,5,sonasu0***예매자,2020.08.31,조회 8,"공감 0
공감하기",렌트너무 아쉬워요,렌트 정말 좋은 공연이었어요
83,5,musichol***,2020.08.30,조회 11,"공감 0
공감하기",렌트,안녕
84,4,enu***예매자,2020.08.29,조회 11,"공감 0
공감하기",굿,한 곡만들어도 본전은 뽑고도 남는 뮤지컬
85,5,shabyc***예매자,2020.08.28,조회 17,"공감 0
공감하기",최고에요,역시 렌트 너무 재미있게 봤습니다
86,5,cla***예매자,2020.08.28,조회 44,"공감 0
공감하기",얼떨결에 막공,막공이 취소가 돼서 막공이 되어버렸는데 최재림 콜린을 못 보게 되었지만 그래도 에너지가 넘치는 무대에 감동받았습니다
87,5,ladys***예매자,2020.08.28,조회 20,"공감 0
공감하기",다음번에 또 올라오길,이번에 코로나 때문에 마지막에 많이 못 봐서 너무 아쉽습니다다음에 꼭 또 올라왔으면 좋겠어요
88,5,ladys***예매자,2020.08.28,조회 12,"공감 0
공감하기",괜히 렌트가 아니네요,막내리기 전에 한번 볼 수 있어서 정말 다행이였어요 더 많이 보지 못해서 아쉽네요
89,4,hides***예매자,2020.08.27,조회 12,"공감 0
공감하기",최고,슬프면서도 가슴 따뜻한 극이에요 크리스마스에 특공했으면 좋겠네요
90,5,hedy1***예매자,2020.08.27,조회 9,"공감 0
공감하기",진자 진짜 최고,또 보고 싶어요 사랑해요 렌트
91,4,ginapark1***예매자,2020.08.26,조회 43,"공감 0
공감하기",오래 기다렸던 렌트!,배우 분들 너무 다 잘 하시고 특히 여배우 분들은 캐릭터가 다 찰떡이에요 합창도 정말 멋져서 감동받았어요 아쉬운 점은 음향이 조금 안 좋아서 소리가 물리는 경우가 많아요
92,4,lemonju***예매자,2020.08.26,조회 7,"공감 0
공감하기",감사합니다,짜앚에
93,5,touch***예매자,2020.08.25,조회 6,"공감 0
공감하기",최고의 무대 ★★★★,멋진 연출 화려한 연기와 좋은 음악밴드 음악에 더해진 감동 스토리 탄탄 참 좋아요 전원 기립박수치던 모습이 감동입니다
94,5,yl9***예매자,2020.08.25,조회 7,"공감 0
공감하기",인생 뮤지컬,넘버도 좋고 배우 분들도 너무 잘하셔서 좋았어요 렌트 다시 돌아올 거죠
95,4,shs***예매자,2020.08.25,조회 20,"공감 0
공감하기",왜 사랑받는지 알 것 같았다,한국에서 렌트 공연을 한다기에 예전부터 한 번쯤 보고 싶었던 공연이라 봤는데 왜 오랜 시간 사랑받아왔는지 알 것 같았다 캐릭터 하나하나가 다 살아 있고 넘버들도 좋고 렌트에는 만이 있는 게 아니었다는 걸 알게 되었다
96,5,hsunn***,2020.08.25,조회 9,"공감 0
공감하기",ㅠㅠ,내용
97,5,tndus5***예매자,2020.08.25,조회 7,"공감 0
공감하기",너무 재미있어요~!,고마웠어요 진짜 살면서 렌트 같은 뮤지컬 다신 못 만날 거 같아요 다음에 또 올 수 있다고 해도 2020년의 렌트랑은 다를 테니까 그래도 꼭 다시 와줘요기다릴게요
98,5,tndus5***예매자,2020.08.25,조회 8,"공감 0
공감하기",너무 재미있어요~!,너무 고마웠어요
99,5,hula***예매자,2020.08.25,조회 12,"공감 0
공감하기",마지막이였다니...,이 공연이 마지막이였다니 난 믿을 수 없어 이별을
100,5,sypark***예매자,2020.08.25,조회 4,"공감 0
공감하기",뜨거운 에너지,렌트만의 뜨거운 에너지 잊지 못할 거에 요고생 하셨습니다
101,5,yas***예매자,2020.08.24,조회 9,"공감 0
공감하기",열정 넘치는 무대!,잊지 못할 겁니다 배우님들 모두 감사합니 다 건강 하세요
102,5,psb***예매자,2020.08.24,조회 10,"공감 0
공감하기",렌트 최고였어요!!!!,잊지 못할 공연이었습니다 모든 배우님들 수고하셨습니다
103,5,jmccj2***예매자,2020.08.24,조회 18,"공감 0
공감하기",렌트 돌아와 주세요 ㅜㅜ,23일 막 공표를 쥐고 19일 자체 세미막을 즐기고 왔는데 이게 막공이 되었을 줄은 몰랐어 요시국에 누구보다 잘 대처하고 안전하게 시작했지만 어쩌다 이렇게 되었는지 정말 세상이 싫네요 렌트한 여름의 크리스마르를 안겨줘서 고마웠고 다음에는 한겨울의 따뜻한 크리스마스로 돌아오자 다들 수고 많으셨습니다 매일매일이 최고였어요
104,5,jmccj2***예매자,2020.08.24,조회 14,"공감 0
공감하기",렌트 잘가ㅠㅠ,정말 사랑했다 크리스마스 분위기 풍기는 무대부터 귀에 쏙쏙 박히는 넘버 캐릭터에 찰떡이었던 배우들까지 꼭 돌아와 주세요
105,5,robbi***예매자,2020.08.24,조회 13,"공감 0
공감하기",이날 이수하 미미막 공일 줄은 ㅠㅠ,너무 슬프네 요렌트 덕분에 행복한 여름이었습니다
106,5,robbi***예매자,2020.08.24,조회 12,"공감 0
공감하기",최고,벌써 그리워요 렌트
107,5,robbi***예매자,2020.08.24,조회 11,"공감 0
공감하기",말해 뭐 해요 최고죠,4번째 렌트 관람렌트는 제 인생작이 되었습니다
108,1,myo***예매자,2020.08.24,조회 32,"공감 0
공감하기",여기 관객 통제가 안 되는 곳이에요,관객들 소리 지르지 말라는 데도 계속 소리 지르고 배우 연기하는 장면에서 스포하는 미친 사람도 있는데다 마스크 제대로 안 쓴 사람도 꽤 있었어요 다른 극장들 마스크 코까지 다 덮어서 쓰라고 싹돌아다니며 주의주는데 여긴 그런 것도 없어요 그냥 마스크 쓰라고 대충 돌아다니며 끝 옆 자리 마스크 제대로 안 쓴 사람한테 얘기했더니 적반하장으로 따자고 들고 이런 시국에 제대로 지시 내리고 관객 관리하는 거 못할 거면 공연 어떻게 올리나 싶어요 너무 불쾌해서 1막 끝나고 나왔어요 어셔들일 좀 똑바로 시키세요
109,5,yoojin0***예매자,2020.08.24,조회 10,"공감 0
공감하기",최고!!,경아 모린 최고
110,5,yuj***예매자,2020.08.24,조회 8,"공감 0
공감하기",최고,진짜 말이 필요 없어요
111,5,yuj***예매자,2020.08.24,조회 12,"공감 0
공감하기",최고!!,조기종 연 왜 했어요
112,5,yuj***예매자,2020.08.24,조회 11,"공감 0
공감하기",최고,최고였어요
113,5,moy***예매자,2020.08.24,조회 9,"공감 0
공감하기",렌트,아름다운 공연이에요
114,5,yulysi***예매자,2020.08.24,조회 12,"공감 0
공감하기",렌트너 무너무 재밌어요 ㅠㅠㅠㅠ,배우님 들 어떻게 이렇게 다 잘하는 분들만 모아놓으신 건지 너무 늦게 본 게 아쉬워요 6월에 보고 회전 돌았어야 했는데
115,5,dasol0***예매자,2020.08.24,조회 16,"공감 0
공감하기",오십이만 오천 육백분의 귀한 시간들,오십이만 오천 육백분의 귀한 시간 들 어떻게 재요일 년의 시간제일 처음를 알게 된 건 고등학교 합창부 활동을 통해서였어요 막연히 노래 좋다라고만 생각했었는데 시간이 흘러 이 노래를 졸업식 노래로 부를 때 정말 1년의 시간이 주마 등처럼 스쳐 지나가더라구요 이 한 곡의 노래로 뮤지컬 렌트에 관심을 가지게 되었어요 기억 속에서 잊혀져 가던 중에 취업으로 상경한 지 얼마 안 되었을 때쯤 지하철역을 지나가는데 렌트포스터가 붙어 있더라구 요 집에 도착하자마자 바로 예약을 하고 들뜬맘 으로 관극을 기다렸어요 극장에서 듣는는 정말 최고였습니다 요즘 코로나로 많은 연극들이 취소되고 있어 그런지 렌트가 전하는 오직 오늘 뿐이라는 메세지가 더 와닿네요
116,5,alph***,2020.08.24,조회 14,"공감 0
공감하기",막 공취소 안타까워요,코로나 사태가 빨리 종식되고 맘놓고 응원하면서 뮤지컬보던 그때로 돌아가고 싶네요 배우 분들 힘내세요
117,5,lookatm***예매자,2020.08.24,조회 10,"공감 0
공감하기",잘 봤습니다,현실의 우리도 바이러스와 싸우고 있어 요 지금 같은 현실이 아니었다면 한 번이라도 더 봤을 텐데 아쉽고 아쉬워요 앙상블 한 명 한 명까지 캐스트가 뛰어났고 이었고 모든 등장인물들이 사랑스러웠어요 꼭 다시 돌아와 주세요
118,5,neo2***예매자,2020.08.24,조회 11,"공감 0
공감하기",최고!!,최고의 공연입니다
119,5,killi***예매자,2020.08.24,조회 11,"공감 0
공감하기",안녕 잘가,끝났어 렌트
120,5,ttoon***예매자,2020.08.24,조회 11,"공감 0
공감하기",안녕렌트,이렇게 갑작스레 헤어지게 되다니 마음이 안 좋네요
121,5,ib***예매자,2020.08.24,조회 9,"공감 0
공감하기",사랑해 요 렌트,내용
122,5,ib***예매자,2020.08.24,조회 9,"공감 0
공감하기",렌트 다시 꼭 ㅜㅜㅜ,꼭 다시
123,5,ib***예매자,2020.08.24,조회 7,"공감 0
공감하기",사랑했어요 렌트ㅜㅜㅜ,사랑했어요 꼭 다시 와요 다음엔 크리스마스에
124,5,iter***예매자,2020.08.24,조회 8,"공감 0
공감하기",다시 오길 !!!,내용
125,5,hiroki***,2020.08.24,조회 6,"공감 0
공감하기",ㅠㅠ,돌려줘요 내 총 막
126,5,hiroki***예매자,2020.08.24,조회 8,"공감 0
공감하기",ㅠㅠ,뉴스에 제보한 사람 늘고통 받으시길
127,5,youc***예매자,2020.08.24,조회 6,"공감 0
공감하기",ㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜ,내용
129,4,taijid***,2020.08.24,조회 16,"공감 0
공감하기",고생 많으셨습니다!,취소된 공연인데 어떤 절차들이 좀 덜 진행된 건지 관람했다고 나오네요 그동안 <렌트>를 위해서 힘써주신 모든 관계자분들 고생하셨다고 말씀드리고 싶어요 얼른 좋은 날 오기를
130,3,taijid***예매자,2020.08.24,조회 19,"공감 0
공감하기",어려운 상황에서 어렵게 올라간 공연...!,<렌트> 내용을 차치하고 이런 상황에서도 끝까지 무대를 놓지 않은 관계자분들 모두 감사합니다 자기애와 인류 애 모두를 품으려는 대서사시를 이해하기엔 제가 통찰력과 인생 경험이 부족한 것일 수도 있겠지만 쬐 금버거웠어요 ;;
131,5,jihyang***예매자,2020.08.24,조회 5,"공감 0
공감하기",렌트,이렇게 힘든 시기에도 고생 많으셨습니다 기억에 오래 남을 것 같아요
132,5,sonasu0***예매자,2020.08.24,조회 7,"공감 0
공감하기",진~찐이었던 공연입니다,오랜 작품이고 이야기는 오래되었지만 관통하는 메세지가 큰 공연이에요 넘버 진짜 좋고 배우들 최고였습니다
133,5,aish***,2020.08.24,조회 6,"공감 0
공감하기",렌트는 사랑입니다.,배우님들 너무 너무 감사합니다
134,5,aish***,2020.08.24,조회 5,"공감 0
공감하기",렌트는 사랑입니다.,다시 돌아와요 진심 이렇게 허무하게 보낼 순 없어요
135,5,sonasu0***,2020.08.24,조회 7,"공감 0
공감하기",너무 기다려왔던 공연이었는데,계속 기다려왔던 공연이었는데 너무 아쉽습니다
136,4,helen***예매자,2020.08.24,조회 4,"공감 0
공감하기",귀한 시간들,오랜만에 올려진 공연이니 만큼 너무 소중했던 시간들
137,5,aj9***,2020.08.24,조회 7,"공감 0
공감하기",마지막까지 렌트스러웠다,슬펐지만 렌트스러운 마지막이였다
138,5,aj9***,2020.08.24,조회 4,"공감 0
공감하기",가지마,가지마요
139,5,khj1***예매자,2020.08.24,조회 4,"공감 0
공감하기",뮤지컬 렌트,막공은 끝났지만 잊을 수 없는 렌트크리스마스 때 꼭 다시 앵콜 보고 싶습니다
140,5,920hyun***,2020.08.24,조회 3,"공감 0
공감하기",렌트,가지마
141,5,a***예매자,2020.08.24,조회 3,"공감 0
공감하기",재밌었어요,재밌었어요
143,5,ahaha7***예매자,2020.08.24,조회 6,"공감 0
공감하기",시대를 지나도 변하지 않는,사랑 너무너무 좋은 극이에요 꼭 다시 왔으면 좋겠어요 배우들 최고
144,5,ahaha7***예매자,2020.08.24,조회 6,"공감 0
공감하기",세상 모든 건다,빌려 쓰는 거니까 너무 너무 재밌는 최고의 공연이었어요 꼭 다시와주길
145,5,ahaha7***예매자,2020.08.24,조회 6,"공감 0
공감하기",정원영 마크,연기 노래 최고에 분위기 메이커 렌트배우 분들 정말 최고에요
146,5,ahaha7***예매자,2020.08.24,조회 6,"공감 0
공감하기",Nodaybuttoday,요즘 같은 코로나 시국에 특히 더 와 닿는 메시지네요 멋진 공연이었어요
147,5,tatia***,2020.08.24,조회 3,"공감 0
공감하기",다시,코로나 상황으로 많이 못 본 것이 아쉽습니다 특히 막 공취소는 슬프네요꼭 다시 올라오기를 바랍니다
148,5,ahaha7***예매자,2020.08.24,조회 4,"공감 0
공감하기",렌트는 최고에요!,오늘을 사랑하자 정말 멋진 주제에 멋진 배우들
149,4,zhaox***예매자,2020.08.24,조회 4,"공감 0
공감하기",또다시 보고픈 작품,렌트가 갔네 요 충분히 보지 못해 아쉬움이 남습니다 20일 공연 너무 좋았는데 그게 마지막이 될지 몰랐어 요 배우들 스탭들 모두 수고 많았고 첨에는 낡은 극이라고 생각했는데 보면 볼수록 속에 담긴 메세지가 가슴을 크게 울렸습니다
150,5,l1***예매자,2020.08.24,조회 5,"공감 0
공감하기",총막이 사라져서 아쉬워요 ㅠㅠ,총막이 사라져서 너무 아쉽습니다
151,5,soons***,2020.08.24,조회 5,"공감 0
공감하기",렌트사랑해요!,2020년에 본 뮤지컬 중 감히 최고라고 자부해 요배우들의 에너지 중독성 강한 음악 확고한 메세지가 합쳐져 최고의 공연이 되었습니다 하루 먼저 폐막하게 되어서 배우들이나 팬들이나 상심이 컸지만 다음에 꼭 다시 만나길 바래요노데이벗투데이 렌트
152,5,redn***,2020.08.24,조회 5,"공감 0
공감하기",총 막 렌트,어찌 이런 일이 생겨서 막 공을 그냥 보내야 되는 슬픈 상황이 배우 분들 모두 고생 많으셨어요
153,5,soons***,2020.08.24,조회 5,"공감 0
공감하기",렌트,코로나로 인한 조기 폐막으로 보질 못했는데 관람 후기 작성하라는 메일이 오니 눈물이나네요 좋은 시기에 또다시 만나요 내 사랑렌트
154,5,soons***예매자,2020.08.24,조회 6,"공감 0
공감하기",렌트,전체 막 공보다 하루 먼저 막공을 하게 되었지만 2020렌트가 우리에게 남겨준 메세지는 오래도록 함께 할 것 같아요 사랑은 살 순 없지만 빌릴 수 있다 세상 모든 건 빌려 쓰는 것이다 오직 오늘 뿐 마스크 쓰지 않고 음메-를 외칠 수 있는 안전한 시기에 렌트 꼭 다시 만나고 싶습니다
155,5,soons***예매자,2020.08.24,조회 6,"공감 0
공감하기",렌트,로저와 미미가 주인공이지만 렌트는 정말 모든 인물이 주연이라는 느낌이 들 정도로 탄탄하고 구성이 좋은 뮤지컬이었어 요 세상 모든 건 빌려 쓰는 거라는 렌트의 모토가 잘 와 닿는 요즘입니다
156,5,soons***예매자,2020.08.24,조회 6,"공감 0
공감하기",렌트,전기나갔어부터 시작해서 배우들의 에너지에 압도당하는 기분이었어요 그 시대 청춘들의 이야기가 아직도 울림을 준다는 건 정말 대단한 일입니다 사랑을 나눠줘서 고마운 뮤지컬 렌트
157,5,soons***예매자,2020.08.24,조회 6,"공감 0
공감하기",렌트,예전에 만들어진 뮤지컬이 지금도 이렇게 감동을 주고 많은 이들의 공감을 받는다는 건 정말 대단한 일이라 생각합니다 렌트 2020 여름을 함께 해줘서 감사했습니다
158,5,soons***예매자,2020.08.24,조회 7,"공감 0
공감하기",렌트,힘든 시대를 살아가는 우리들에게 큰 감동을 준 렌트 다음에 꼭 또다시 만나요
159,5,kinkikid***,2020.08.24,조회 8,"공감 0
공감하기",모든 배우들 사랑했습니다,총막을 이렇게 보내버려서 너무 마음이 아프지만 다시 만날 수 있을 거라 생각하며 크리스마스 때 다시 봐요
160,5,kinkikid***예매자,2020.08.24,조회 8,"공감 0
공감하기",내 사랑렌트,다시 봐꼭 봐 이시국에 정말 많은 걸 느끼고 깨닫게 해준 작품
161,5,solha***예매자,2020.08.24,조회 6,"공감 0
공감하기",말을 할까 말을 할까,52만 오천 육백분의 귀한 시간들
162,5,shinhwa***예매자,2020.08.24,조회 3,"공감 0
공감하기",렌트해서 행복했어요!!!!,렌트해서 행복했던 8월의 나이제기다림의 시작이겠지만 괜찮아 요혹시나 신시도 렌트가 그리우면 그렇다면 12월 크리스마스에 특공어때요
163,5,shinhwa***예매자,2020.08.24,조회 3,"공감 0
공감하기",사랑해 렌트ㅠㅠㅠ,예정된 이별보다 갑작스레 더 빠른 이별이었지만 그래도 사랑해 렌트이 작품을 만나게 되어서 렌트할 수 있어서 행복했어요
164,5,ellen1***예매자,2020.08.24,조회 5,"공감 0
공감하기",좋았어요,아쉽네요 이렇게 보내줘야 한다니 곧 다시 봤으면 좋겠어요
165,5,rkddkf***예매자,2020.08.24,조회 6,"공감 0
공감하기",ㅜ정녕 끝인가요코세글자즐ㅠ,사랑했어요 렌트 다시 돌아와 크리스마스 특공하자구
166,4,sageda***예매자,2020.08.24,조회 6,"공감 0
공감하기",Nodaybuttoday!!,주조 연앙상블까지 모두 좋았습니다
167,5,trewqq***,2020.08.24,조회 6,"공감 0
공감하기",좋은 에너지 감사했습니다. 라이브 후기,다음에도 꼭 와주세요
168,5,kjo0***예매자,2020.08.24,조회 6,"공감 0
공감하기",행복했습니다.,렌트가 있어서 6월 7월 8월 행복했어요
169,5,lin5***예매자,2020.08.24,조회 5,"공감 0
공감하기",렌트꼭 돌아오길!,내용
171,5,kjo0***예매자,2020.08.24,조회 9,"공감 0
공감하기",너무 아쉽고 아쉬운 막공,이번 렌트를 볼 수 있어서 감사했어요
172,5,choijh***예매자,2020.08.24,조회 6,"공감 0
공감하기",렌트 잊지 못해요...정말,많이 많이 행복했고 사랑했습니다 렌트 꼭 돌아와줘요
173,5,hyl0***예매자,2020.08.24,조회 7,"공감 0
공감하기",우리렌트 한번 더해...,23일 막공 날까지 무사히 공연이 올라가지 못하게 되어서 너무너무 슬퍼요 꼭 다시 이 배우들 그대로 보고 싶어요
174,5,hyl0***,2020.08.24,조회 6,"공감 0
공감하기",ㅜㅜ,돌아와 렌트
175,5,hyl0***예매자,2020.08.24,조회 7,"공감 0
공감하기",좋았어요 ㅜㅜ,우리렌트 한번 더해
176,5,hyl0***예매자,2020.08.24,조회 6,"공감 0
공감하기",좋았습니다ㅜㅜ,배우들의 연기 노래 그리고 스토리 넘버다 너무 너무 좋았습니다
177,5,hyl0***예매자,2020.08.24,조회 7,"공감 0
공감하기",너무 좋았어요 ㅜㅜ,또 보고 싶어요
178,4,fin***예매자,2020.08.24,조회 6,"공감 0
공감하기",사랑,메세지가 참 좋은 공연입니다 후기를 썼다가 두 번이나 날려서 참다 큰 어른들이 사랑하자며 울고 있는 걸 보면서 감동받는 기분이 나쁘지가 않더라고 요 우리가 살면서 힘들고 기쁘고 슬프고 행복한 이유는 모두 사랑으로 귀결되는 당연한 섭리를 다시 깨닫는 공연이었어요 당연한 일상이 무너진 지금이라 더 와 닿았던 것 같기도 합니다 지금보다 좀 더 좋은 시기에 다시 볼 수 있길 바랍니다
179,5,yeona***예매자,2020.08.24,조회 6,"공감 0
공감하기",감사해요,안녕렌트
180,4,polar_***예매자,2020.08.24,조회 7,"공감 0
공감하기",렌트자 첫 자막,불편할지도 모른다고 생각한 소재들 하지만 하나도 불편하지 않았던 극 모든 인물이 자기의 서사를 담고 있고 그 서사의 교차점을 엿본 시간
181,4,rocksho***,2020.08.24,조회 4,"공감 0
공감하기",렌트총막 라이브 후기,꼭 가고 싶었다 망할 코로나 9년 만의 렌트인데 막 공도 못 보고 갑자기 보냈네
182,5,tjgmldnjs***예매자,2020.08.24,조회 4,"공감 0
공감하기",잘 있어 내 사랑 안녕,이 말 뿐야 잘 있어 내 사랑 마지막이 될 줄 몰랐던
183,5,hanac***예매자,2020.08.24,조회 6,"공감 0
공감하기",갑작스런 막 공ㅠ,23일 총 막밤 공을 예매해 놓고 룰루랄라 있다가 22일 자렌트석 하나 나와서 급하게 티켓 잡고 극장 왔는데 뚜둥 최재림 배우에서 유효진 배우로 캐스트 변경 그놈의 코머 시기 그냥 취소하고 갈까 고민 1초 하다가 렌트석이 다 그냥 보자난렌트 헤즈니깐 유효진 배우님 커버 유맆에서 사람 이렇게 울리셔도 되는 지울다가 과호흡까지 오고 배우들 다 울고 근데 이날 이 마지막 공연날이 될 줄이야 렌트 18번 관람하는 동안 정말 정말 너무 행복했어요 정말 진심으로 사랑했던 다음 시즌 때 오면 그 땐 총막공 잘 보내줄 꺼에요
184,5,nasky9***예매자,2020.08.24,조회 5,"공감 0
공감하기",NoDay ButToday,원래대로라면 막공 이틀 전이라 어떤 배우도 막공을 맞이하지 않았던 날이었는데 공연을 둘러싼 상황이 악화되어 몇몇 배우의 마지막 공연을 관람하였네요 이런 시기에 올라온 작품이라 그때의 그 메세지가 더 간절하게 전달된 것 같습니다 힘든 시기에도 좋은 작품을 다시 선보여주신 신시 관계자분들께 진심으로 감사드립니다 렌트를 통해 받은 사랑을 간직하고 힘내서 살아가겠습니다 노데이벗투데이
