index,Rating,Id,Date,views,like,title,text
28,5,tndus1***예매자,2023.01.23,조회 10,"공감 0
공감하기",텝댄스 진짜 짱이에요,완전 황홀 그 잡채텝 댄스 미쳤습니다
29,5,qkrtjsdu***예매자,2023.01.21,조회 9,"공감 0
공감하기",탭댄스!!!,출연진들의 호흡과 탭댄스에 푹 빠졌네요 부모님도 함께 보는 좋은 시간이었습니다
30,4,eksqlsm***예매자,2023.01.20,조회 14,"공감 0
공감하기",눈이 즐거운 공연이었어요,눈이 즐거운 공연이었어요
31,5,kkkk3***예매자,2023.01.19,조회 18,"공감 0
공감하기",특별한 날 특별한 시간민들레 선생님들의 화려한 외출,24명의 민들레 어린이집 선생님들이 2일에 걸쳐 버스를 대절해서 다녀왔습니다 배려해 주신 원장님과 좋은 공연을 만들어준 무대 관련 분들게 감사드립니다 교사 1입장해서 막이 열릴 때부터 감동적인 무대가 펼쳐졌어요 너무나 멋진 무대였고 출연자들의 노고가 눈에선 했어요 너무 멋졌어요&160; 최고에 요교사 2평일 저녁에 서울밤거리도 구경하고 처음으로 본 공연 잊지 못할 것 같아요 의상도 화려하고 춤도 너무 멋지고 눈을 뗄 수가 없었어요 환호성과 박수가 저도 모르게나 왔어요 선생님과 좋은 공연을 볼 수 있어서 너무 감사했습니다 멋진 노래와 탭댄스 교사 3눈으로 호강하고 마음도 힐링하는 시간이었습니다 정중앙에 앉아서 공연도 잘 보이고 배우들의 멋진 연기와 탭댄스 군무에 감탄과 박수가 절로 나옵니다 교사 4감탄의 연속이었던 공연이었습니다 노력의 시간이 결과로 그리고 박수의 갈채로 하나 되던 시간이었습니다 무언가 배워보고 싶다라고 생각들며 여운이 긴 시간이었고 마음의 양식 채울 수 있는 힐링의 시간 감사드립니다 교사 5멋진 공연을  보면서 잠시나마 힐링되는 시간이였고 가족과도 함께 보았으면 좋겠다는 생각도 들었습니다 뮤지컬 볼 수 있는 기회와 편안하게 갔다 올 수 있도록 차량 지원해주신 이사장님께도 감사합니다 집으로 가면서 탭댄스를 훙 내내 보았답니 다이참에 탭댄스를 배워야 하나 하는 생각까지 살짝 들더라구요 교사 6 무엇보다 공연을 보면서 내 삶의 동선이 다른 사람들과 겹치지 않게 각자의 위치와 역할을 잘 할 때 조화를 이룰 수 있음을 배운 시간이였습니다 그러면서 머지않아 있을 2월 9일 우리 민들 레친구들의 발표회 공연도 기대가 되더라구요
33,5,1024***예매자,2023.01.18,조회 7,"공감 0
공감하기",재밌었어요!!,시간 가는 줄 모르고 봤네요 기회가 된다면 또 보고 싶어요
34,5,yes20***예매자,2023.01.18,조회 5,"공감 0
공감하기",너무 좋은 공연이었습니다.,페기역을 맡은 유낙원 배우님이 정말 역할에 딱 맞는다고 생각했습니다 너무 사랑스러웠어요 춤도 너무 잘 추시고 요 빌리역에 김동호 배우님은 처음 봤는데 매력이 넘치더군 요전수 경 배우님도 역할 에 너무 잘 어울려 요능청스럽고 익살스럽더라고 요역시 본업하시는 모습이 멋 있었어요 송일국 배우님은 뮤지컬 배우가 아니라 노래 쪽은 좀 아쉽긴 했으나 역할 엔 어울렸다고 생각해 요 애니 역할 하신 분도 톡톡 튀고 매력적이었답니다 모든 배우 분들이 멋진 공연 만들어 주셔서 잘 봤습니다
35,5,nnsnrn***예매자,2023.01.18,조회 7,"공감 0
공감하기",최고의 쇼뮤지컬,감히 최고의 쇼뮤지컬 중에 하나라고 생각합니다 멋진 탭댄스 공연과 쉬운 서사로 누구나 재미있게 관극할 수 있습니다 누구나 즐겁게 볼 수 있는 공연을 찾으신다면 정말 추천합니다 럭키드로우 행사도 재미있었습니다 신영숙 홍지민 오소연 배우님 등 관객을 행복하게 해주시는 배우 분들과 공연이었습니다
36,4,aes8***예매자,2023.01.17,조회 11,"공감 0
공감하기",재밌습니다,화려하고 좋았어요 열정 넘치 구멋 있었습니다
37,5,muni2***예매자,2023.01.17,조회 9,"공감 0
공감하기",너무 너무 좋은 공연,전 배우 분들의 연기와 노래가 너무 좋았습니다 올해 겨울에도 또 볼 수 있었으면 하는 기대감 가득한 뮤지컬입니다 무대 장치들도 너무 좋고 각 맞추어 추는 탭댄스 정말 환상적인 무대였어요 넘 좋은 공연감사합니다
38,5,wj***예매자,2023.01.17,조회 8,"공감 0
공감하기",멋져요,훌륭하고 화려한 공연 멋졌어요
39,5,wj***예매자,2023.01.17,조회 7,"공감 0
공감하기",멋진 공연,즐거운 공연 멋진 추억을 쌓았어요
40,5,wj***예매자,2023.01.17,조회 10,"공감 0
공감하기",브로드웨이 42번가,화려하고 멋진 공연
41,5,wj***예매자,2023.01.17,조회 8,"공감 0
공감하기",브로드웨이 42번가 최고,막공이다 보니 출연진들의 무대인사까지 정말 좋았음
42,5,signa***예매자,2023.01.16,조회 16,"공감 0
공감하기",막공,막공이라 그랬는지 또 유낙원 배우가 앙상블에서 발탁된 것들으니 나도 모르게 눈물이나네
43,5,narahy***예매자,2023.01.16,조회 13,"공감 0
공감하기",들썩들썩하는 거 참느라 힘든 공연,평일에 퇴근하고 달려가서 피곤한 상태로 보았음에도 탭댄스 추는 배우님들 보면서 텐션이 끌어올려지는 공연이었어요 포토존도 하나같이 너무 예쁘고 신영숙 배우님의 연기와 노래는 말할 것도 없고 오소연 배우님은 처음 보았는데 탭댄스 실력에 완전 반했어요
44,5,wlsanf***예매자,2023.01.16,조회 15,"공감 0
공감하기",명불허 전 쇼뮤지컬!,쇼뮤지컬을 너무 좋아해서 막공에 맞춰 공연을 예매했는데요 왜 막 공만 볼 생각을 한 건지 너무 아쉬웠어요 볼거리도 너무 많고 무대도 예쁘고 무엇보다 배우 분들이 무대에 얼마나 노력했는지 보여서 더 감동이 있었던 것 같아요 얼른다시 만나면 좋겠어요 그때는 차 관람할 거에요> <
45,4,josi***예매자,2023.01.16,조회 18,"공감 0
공감하기",평생 볼탭댄스를 한 번에 본 거 같아요!,정말로 쇼뮤지컬이네요 평생 에볼탭댄스를 한 번에 본 것 같아 요 배우님들 너무 너무 열심히 잘 하셔서 보기 좋았어요
46,5,millun***예매자,2023.01.16,조회 9,"공감 0
공감하기",최고의 쇼뮤지컬,고전은 고전의 매력이 있는 것 연습실의 땀은 배신하지 않는다
47,5,free2***예매자,2023.01.16,조회 14,"공감 0
공감하기",배우님 모두 최고였어요,한순간도 눈을 못 뗐어요 노래하면서 탭댄스를 모두 어찌나 다들 잘 추시던 지 속으로 엄지척을 마구 날렸답니다
49,5,thsghkdud***예매자,2023.01.16,조회 10,"공감 0
공감하기",신나는 탭댄스!,신나는 탭댄스 저도 배워보고 싶어졌어요
50,5,esther10***예매자,2023.01.16,조회 9,"공감 0
공감하기",브로드웨이,코로나로 인해 2020년에는 공연 중간에 종연 되었다고 들어서 너무 안타까웠는데 이번에는 무사히 총 막까지 마무리할 수 있어 다행입니다 새로운 배우들을 많이 알아갈 수 있었고 어려운 탭댄스하느라 그동안 수고 많으셨습니다
51,5,tnwls2***예매자,2023.01.16,조회 11,"공감 0
공감하기",짱.짱짱,재미있었어요 기대 이상의 상 컨셉도 좋고
52,5,ysy2***예매자,2023.01.16,조회 9,"공감 0
공감하기",최고,최고의 공연이었어요 낙원 페기도 너무 귀엽고 주순 빌리 너무 잘하고 신도로 시 정말 최고였네요 총 막인 만큼 믿고 보는 캐스팅이었어요짱
53,5,always3***예매자,2023.01.16,조회 8,"공감 0
공감하기",넘재밌어요,감동적이구 넘재밌어요
54,5,mj7***예매자,2023.01.16,조회 9,"공감 0
공감하기",관람 후기,넘버도 신나고 화려해서 재밌는 공연이였어요 배우 분들 너무 잘하세요 추천합니다
55,5,jrsil***예매자,2023.01.16,조회 8,"공감 0
공감하기",신나요,쇼뮤의 정석
56,5,haruka1***예매자,2023.01.16,조회 21,"공감 0
공감하기",브로드웨이 42번가를 왜 아직 안보세요?,뮤지컬 오브 뮤지컬 고전이 왜 명작이라는 건지 절실히 알게 해주는 갓상블은 여기서 꼭 써야 하는 공연 스토리 어렵지 않고 무겁지 않고 매장면이 눈 뗄 수 없게 화려하고 공연 내내 무대 속으로 관객을 빨아 당기는 신비함 탭댄스 배우고 싶은 욕구와 내적 흥이 폭발하니 각오하고 보세요
57,5,knr***예매자,2023.01.16,조회 8,"공감 0
공감하기",언제,다시 오실 거죠 기다릴께 요브웨
58,5,yeojinn***예매자,2023.01.16,조회 14,"공감 0
공감하기",신영숙 배우님 최고~!!!,너무 귀여운 신도로 시 지방공연에서 또 만나요
59,5,knr***예매자,2023.01.16,조회 8,"공감 0
공감하기",다시,돌아와주세요꼭
60,5,jjunjul***예매자,2023.01.16,조회 10,"공감 0
공감하기",�����Ϻ������&#6,���������Ե�����������е�����ٵ��ʹ��Ϻ��������̾�����ʹ���ſ����
61,5,chila***예매자,2023.01.16,조회 7,"공감 0
공감하기",최고의 공연,왜 이제서야 본 건지 너무 재밌네요
62,5,flrwls***예매자,2023.01.16,조회 8,"공감 0
공감하기",건강하게 다시 또 볼 수 있기를,다들 막 공까지 많이 멋지고 귀엽고 예쁘셨어요 건강하시고 또 볼 수 있기를 바랍니다
63,5,lsr***예매자,2023.01.16,조회 6,"공감 0
공감하기",최고,좋은 캐슷으로 너무 재미있게 잘 봤습니다
65,5,wlsdh***예매자,2023.01.16,조회 14,"공감 0
공감하기",신영숙 배우,최고예요
66,5,dusgml4***예매자,2023.01.16,조회 6,"공감 0
공감하기",재밌어요,지인과 같이 보기 좋은 공연
67,5,nimi4***예매자,2023.01.16,조회 10,"공감 0
공감하기",세 마막 다녀 왔어요으 허헝,너무 행복했던 시간들이었고 공연이었습니다 이번 브로드웨이 공연이 처음이었는데 정말 더 많이 보지 못해서 아쉬웠어요 또 만나요
68,5,nimi4***예매자,2023.01.16,조회 7,"공감 0
공감하기",너무 재밌는 브로드웨이였어요~!!,꼭 다시 만났으면 좋겠고 모든 배우님들의 탭댄스는 잊혀지지 않을 것 같습니다 정말 꼭 봐야 할 공연
69,5,bluec***예매자,2023.01.15,조회 7,"공감 0
공감하기",너무나 즐거운 공연이었어요 라이브 후기,막공이라 너무 아쉽네요
70,5,reo1***예매자,2023.01.15,조회 9,"공감 0
공감하기",42번가,최고 최고 최고 최고 최고
71,5,sune***예매자,2023.01.15,조회 11,"공감 0
공감하기",넘버가 계속 흥얼,쏟아져 돈이 정말로 많이 계속 흥얼거리게 되요 화려한 의상과 즐거운 탭댄스 군무가 멋지더라구 요 기대보다 훨씬 더 좋았어요 2층에서 보니 무대를 한눈에 볼 수 있고 앙상블들의 모습이 더 멋져 보여서 만족했답니다기회되면 또 볼 거예요
72,5,nobush***예매자,2023.01.15,조회 13,"공감 0
공감하기",最高,最初から最後まで、ミュジカルのしさがたくさん詰まった舞台で何回でもたくなります！
73,5,knr***예매자,2023.01.15,조회 13,"공감 0
공감하기",역시 최고다,세미막공을 보고 왔는데 너무 아쉬운 느낌 공연이 아쉬운 게 아니라 끝나서 아쉬운 그동안 고생하셨습니다 최고의 배우들
74,5,whdgkcj***예매자,2023.01.15,조회 18,"공감 0
공감하기",가족과 좋은 시간!,뮤지컬치곤 노래는 별로 없지만 탭댄스가 너무 멋지고 페기처럼 새해 힘차고 행운가득하게 이뤄졌으면 하는 생각하며 기분 좋게 공연 봤어요
75,5,tmxkwj***예매자,2023.01.15,조회 32,"공감 0
공감하기",첫 뮤지컬 관람 후기,예술의 전달을 처음 방문해서 어느 홀인지도 모르겠고 우왕좌왕하다가 겨우내 자리를 찾고 직원들의 안내로 뮤지컬은 시작되면서 노래를 시작하면서 나오는 줄 알았지만 탭댄스를 추면서 말을 하고 노래를 부르면서 시작하고 너무 재미있었다 그러면서 익숙한 얼굴들이 보이고 노래도 너무 잘하고 신기했다 너무 화려하고 춤도 멋있고 중간 중간 코믹한 부분도 있고 전혀 지겨운 부분들이 없어서 집중을 하게 되면서 어느새 쉬는 시간이 되고 쉬었다가 다시 시작하면서 더욱더 화려해지고 풍부 해지면서 나의 첫 뮤지컬 관람기가 너무 만족스러웠다 다시 한 번 더 보고 싶다
76,5,yuk***예매자,2023.01.15,조회 19,"공감 0
공감하기",재밌습니다 라이브 후기,스토리 너무 어렵지 않고 재밌어요
77,5,yuk***예매자,2023.01.15,조회 19,"공감 0
공감하기",다음 시즌이 기다려지는...,서울에서 송일국 신영숙 배우 페어마지막 공연이었습니다다음 시즌엔 어떤 모습으로 올지 기대되네요
78,5,yuk***예매자,2023.01.15,조회 21,"공감 0
공감하기",넘버가 좋음,좋은 넘버와 좋은 배우들
79,5,yuk***예매자,2023.01.15,조회 15,"공감 0
공감하기",케미가 좋습니다,송일국 신영숙 유낙원 세배우님들 케미가 좋았습니다 낙원 페기는 정말 종달 새 같았고 줄리안과 도로시가 기 싸움 하는 장면 흥미로웠습니다 송일국 줄리안은 인간적인 면모가 드러나는 것 같아 재밌습니다
81,5,yuk***예매자,2023.01.15,조회 17,"공감 0
공감하기",배우들 합이 좋네요,잘 봤습니다
82,5,yuk***예매자,2023.01.15,조회 13,"공감 0
공감하기",재밌는 공연,내용도 괜찮고 깨알개그 재밌습니다
83,5,yuk***예매자,2023.01.15,조회 21,"공감 0
공감하기",신영숙 배우 최고네요,넘버소화가 좋습니다
84,5,yuk***예매자,2023.01.15,조회 24,"공감 0
공감하기",고전극임에도,캐릭터 간 밸런스가 잘 맞는다고 생각해 요코러스 배우들이나 메기 버트 감초 역할도 재밌고 넘버도 너무 좋았습니다 2막은 탭보다가보면 시간 금방 감 믿고 보는 신영숙 배우는 역시 노래 연기 다 좋았고 생각도 안 했던 송일국 배우는 목소리가 꽤 좋더라고요 잘 봤습니다
85,5,hsyo***예매자,2023.01.14,조회 17,"공감 0
공감하기",생각보다 잼 있음!!,예전에 잼 없고 지루하게 봤는데 10년 만에 다시 보니 너무 흥나게 잼 나게 봤음
86,5,mollygka***예매자,2023.01.14,조회 27,"공감 0
공감하기",신영숙 도로시 너무 멋있어요,탭댄스의 화려함은 말할 것도 없고 역시 신영숙 도로시의 1막 장악력이란 눈만 즐거운 쇼뮤가 귀까지 즐거워졌네요
87,5,miri0***예매자,2023.01.14,조회 18,"공감 0
공감하기",최고의 시간 라이브 후기,정말 한순간도 눈을 뗄 수 없었어요 무대 조명의 상노래 군 무탭 댄스 모두 너무 멋졌습니다 돈이 아깝지 않았어요
88,5,9914a***예매자,2023.01.14,조회 30,"공감 0
공감하기","미친 가창력,,",배해선 배우님의 마지막 공연날 뮤지컬을 관람했는데 물론 다른 배우 분들도 너무 훌륭하셔서 계속 소름이 돋았지만 역시 배해선 배우님의 연기와 가창력은 정말 대단하신 것 같습니다 마지막 공연 무대인사하실 때 이번 작품으로 데뷔한 신인분들도 언급해주시는 배려심에 객석의 관객들도 같이 감동받고 응원을 보냈던 시간이었습니다 브로드웨이 42번가는 탭댄스 퍼포먼스가 많이 있어 모든 배우 분들이 연습하시며 발도 많이 상하셨을 텐데 관객을 위해 완벽한 모습으로 무대에서 신나 는 뮤지컬 보여주셔서 너무 감사합니다 기회가 된다면 무조건 재 관람하러 올게요
89,5,pal1***예매자,2023.01.14,조회 28,"공감 0
공감하기",세 번째 공연 관람..,브로드웨이 42번가 세 번째 공연 관람이지만 질리지 않고 지루할 틈 없이 160분이라는 시간이 지나갔다 다른 곳과 다르게 커튼콜 때 배우님들의 모습을 담을 수 있어서 더더욱 좋았다 어제 공연이 배혜 선 배우님 막공이였다는 데드라마나 영화에서 보던 모습과 사뭇 다른 그녀의 음색 너무 좋았다 다음에 또 공연이 시작되면 얼리 티켓 구매 예정이다
90,5,zzane***예매자,2023.01.14,조회 24,"공감 0
공감하기",우울함이 날라감,어떻게 저런 무대를 만들었는지 정말 신기하고 배우들의 열연에 그동안 얼마나 많은 연습과 노력이 있었을까를 생각하게 만드는 뮤지컬 또 보러 갈꺼다
91,5,tg2***예매자,2023.01.14,조회 21,"공감 0
공감하기",너무 멋진 공연~~♡♡,무대 위에서 또 다른 무대를 준비하는 배우들 경쾌한 탭댄스에 눈을 뗄 수 없어요 1막 엔딩도 재미있게 끝나서 2막의 기다림도 즐거웠네요
92,5,jiyoun2***예매자,2023.01.14,조회 17,"공감 0
공감하기",연말에 신나고 즐거운 공연~,연말에 신나고 즐거운 공연 잘 관람했어요 미리 예매해서 진짜 좋은 자리에서 봤구요 생생함이 좋았습니다
93,5,708***예매자,2023.01.14,조회 20,"공감 0
공감하기",너무 멋진 공연~,배우 분들의 노력과 정성이 듬뿍 느껴지는 공연이었습니다 화려한 무대와 의상도 너무 인상적이었습니다 중간 중간에 웃음을 주는 코믹코드도 너무 좋았습니다 함께 한 친구들과 이구동성 재밌다 괜찮다를 아낌없이 표현한 좋은 시간이었습니다굿 굿굿
94,5,ber***예매자,2023.01.13,조회 21,"공감 0
공감하기",역시 또 봐도 멋진 공연,친구들과 셋이 한 번 더 보았어요 역시 또 봐도 멋진 배우들의 공연이네요 최고예요멋지고 재미있는 빼놓을 구석이 없는
95,5,woaini***예매자,2023.01.13,조회 37,"공감 0
공감하기",9살 아이도 흠뻑 빠져보았던 정말 근사한 공연,처음에 스토리가 조금 지루한 듯하였지만 관객과 소통하는 배우들 그리고 멋진 칼군무 정말 우와를 연발하며 보았던 공연심지어 9살 아이도 즐겼던 공연입니다 이제 얼마 남았네요 아쉬움이 가득 가득 배우들과 공연 관계자분들 정말 고생 많으셨어요 멋진 공연을 선물해주신 분들께 감사 인사드립니다
97,5,cheih***예매자,2023.01.13,조회 23,"공감 0
공감하기",최고,탭댄스 너무 멋있었어요
98,5,Eksql***예매자,2023.01.13,조회 32,"공감 0
공감하기",부담 없이 볼 수 있는 작품,절로 웃음이 나오는 작품이었습니다 배우 한 분 한 분 매력적이었고 감초 역할로 홍지민 배우님도 정말 좋았습니다 배해선 배우님을 뮤지컬로 뵙기는 처음인데 역시나 우아하고 멋졌습니다
99,5,vmfv***예매자,2023.01.13,조회 33,"공감 0
공감하기",브로드웨이 42번가,탭탠스가 압권인 공연이에요 스토리 전개는 다소 연계성이 떨어진다고 할까 하지만 퍼포먼스만으로도 충분히 볼 가치가 있는 공연이었어요 다만 평일 공연이어서 그런 간지 아주머니들이 많았는데 자꾸 휴대폰을 켜서 집중이 안 되서 짜증이 났어요 2층 애서 봐서 그런지 아주머니들이 더 그랬던 거 같기도 하고 그걸 제외하면 추천입니다
100,5,maew***예매자,2023.01.13,조회 23,"공감 0
공감하기",세상 신나요!!!,배우 분들 에너지에 감탄했습니다
101,4,mgn2***예매자,2023.01.13,조회 32,"공감 0
공감하기",긍정에너지뿜뿜,신영숙 배우님의 뻔뻔한 최고 여배우 틱한 연기가 재밌었어요 이조녁 배우님도 츤데레모먼트에 뒤에서 짓는 미소와 엔딩이 인상적이었습니다 탭댄스 추시는 거 보고 연습을 얼마나 하셨을지 가늠조차 안 되더라고 요브로드웨이 42번가 준비해 주시고 공연 올려주신 분들 감사합니다
102,5,852456aa***,2023.01.12,조회 33,"공감 0
공감하기",화려하고 최고의 뮤지컬~~,배우 분들의 연기력 및 탭댄스 너무 좋네요 뮤지컬 자체가 화려하고 해서 볼거리가 많네요
103,5,miseon931***예매자,2023.01.12,조회 25,"공감 0
공감하기",브로드웨이 42번가,다시 봐도 좋을 뮤지컬이였습니다 강추-
104,5,ha2***예매자,2023.01.12,조회 38,"공감 0
공감하기",가족관람,코로나로 미루어 오던 뮤지컬 공연 관람을 오래만에 온 가족이 같이 관람했습니다 현장감 있는 공연 잘 보고 왔어요
105,5,ha2***예매자,2023.01.12,조회 36,"공감 0
공감하기",가족과의 관람,코로나로 미루어 오던 뮤지컬 공연 관람을 오래만에 온 가족이 같이 관람했습니다 현장감 있는 공연 잘 보고 왔어요
106,5,***예매자,2023.01.12,조회 24,"공감 0
공감하기",칼 군무 정말 멋져요,약 3시간 공연이 짧게 느껴질 정도로 정말 멋진 공연이었습니다 탭댄스와 일치된 동작에서 공연자들의 땀과 노력이 깊게 느껴져서 박수를 보냈네요 멋진 공연 잘 보았습니다
107,5,tndhks***예매자,2023.01.12,조회 19,"공감 0
공감하기",최고의 무대와 연기,기대 이상이었어 요탭댄스와 퍼포먼스는 최고라고 봅니다
108,5,aywl***예매자,2023.01.12,조회 26,"공감 0
공감하기",두 번째 보는 브로드웨이 42번가,너무 오래전이라 기억은 안 나지만 확실히 많이 업그레이드되고 잼 나졌습니다 배우들이 한 분도 소홀함 없이 최선을 다해 모두가 주인공인 공연이였습니다 좌석이라 더 생생하게 느끼고 담고 왔습니다 모두 상자라
109,5,kus***예매자,2023.01.12,조회 29,"공감 0
공감하기",최고의 무대~살면서 꼭 봐야 하는 작품,단순 명료한 이해하기 쉬운 스토리에 화려한 의상과 호쾌한 탭댄스 군무까지 가슴을 뻥 뚫어주는 시원시원한 멋진 작품입니다거기에 커튼콜 촬영까지 가능이라니 너무 혜자스럽군 요이건 살면서 꼭 봐야 합니다
110,5,colle***예매자,2023.01.12,조회 20,"공감 0
공감하기",관람 만족,브로드웨이 42번가 뮤지컬은 매우 만족스럽습니다 역시 뮤지컬은 실망시키지 않습니다
111,5,3631***예매자,2023.01.12,조회 23,"공감 0
공감하기",꼭 보세요,꼭 재관람할 껍니 다 너무 재밌었어요
