index,Rating,Id,Date,views,like,title,text
53,5,Minyoongil***,2020.11.26,조회 12,"공감 1
공감하기",정말 보고 싶습니다,재연 꼭 해주세요
54,4,iceicei***예매자,2020.11.25,조회 12,"공감 0
공감하기",노래가 맴돌아요,유쾌하고 독특한 무대였습니다 노래가 귀에서 자꾸 맴돌아서 공연 후에도 흥얼거리게 되네요
55,5,sanri***,2020.11.25,조회 21,"공감 0
공감하기",재연 꼭 와주세요,진짜 한 번 보고 완전 푹 빠져서 몇 번을 봤는지 재연 기대할게 요 완벽한 팀이였습니다
57,5,dr1***예매자,2020.11.24,조회 10,"공감 0
공감하기",대존잼,꼭 돌아와 쥬세요
59,5,eunlee***예매자,2020.11.19,조회 15,"공감 0
공감하기",짱 재밌어요,자 첫 이었는데 금방 끝났어 언제와 빨리 돌아와 마다 무스 언제 오는지 예측해 주세요
60,5,reo0***예매자,2020.11.18,조회 8,"공감 0
공감하기",대존 잼ㅜㅠ,공연 끝난 지 꽤 많이 지났지만 아직까지 생각나고 시츠 프로브도 계속 찾아봐요 정말 정말 너무 재밌는 공연이였습니다 또 보고 싶네요
61,5,alsk2***예매자,2020.11.17,조회 11,"공감 0
공감하기",뮤-우지컬,이건 뮤-우지컬 너무 재밌어 요셰익스피어 최고
64,5,cooc1***예매자,2020.11.16,조회 5,"공감 0
공감하기",뮤-우지컬,다시 도라와 또 볼랴
67,5,sohyun***예매자,2020.11.12,조회 9,"공감 0
공감하기",진짜 재밌었어요,다음에도 또 보고 싶어요
68,5,limem***예매자,2020.11.09,조회 14,"공감 0
공감하기",다음번에 관람 기대,이번에는 지인만 보내서 다음번에는 제가 가서 보고 싶네요
70,5,bigeyesa***예매자,2020.11.04,조회 12,"공감 0
공감하기",대박 대박~,맨눈으로 마이클 리 공연직관 요소요소오리지널 뮤지컬 찾는 재미가 쏠쏠뮤덕이라면 꼭 관람해야 함
71,5,sychoi***예매자,2020.11.02,조회 10,"공감 0
공감하기",좋았습니다,재밌게 봤습니다
72,5,polaris1***예매자,2020.11.02,조회 31,"공감 0
공감하기",재연꼭 다시와주세요 진짜루ㅜㅜ이 시국만 아니었어도 아,진짜 좋고 재밌는 극인데 중단 기간이 너무 길었어서 아쉽고 슬픕니다 그거만 아니었어도 더 볼 수임았는데
73,5,moc***예매자,2020.11.02,조회 11,"공감 0
공감하기",돌아와요,재연으로 부디
75,5,dldhsdbb2***예매자,2020.11.02,조회 13,"공감 0
공감하기",꼭 돌아와줬으면 하는 뮤지컬!,사실 썸 씽로튼이라는 뮤지컬을 처음 봤을 때는 순식간에 스쳐 지나가는 가사들과 대사들을 이해하지 못하고 응응하며 극을 잘 이해하지 못한 채 집에 돌아왔지만 유튜브에 가사와 함께 올라왔 있는 영상들과 작년 영상들의 해석본들 몇 번씩 보고 읽고 들으며 가사를 익힌 채 다시 뮤지컬을 관람하니 훨씬 더 재미있고 훨씬 더 신나는 뮤지컬이었습니다 또한 배우님들이 해석하신 각자의 캐릭터의 색깔이 너무나 재각각 다르고 재미있어서 <썸씽로튼>의 여러 감정들을 다양하게 즐길 수 있었던 것 같습니다 극 흐름도 극이해도 음향도 모두 만족스러웠고 무엇보다 넘버를 들을 때마다 같이 환호하고 편안하게 즐길 수 없다는 게 너무 아쉬웠어요 마스크가 없었더라면 배우님들 모두에게 목청껏 환호하고 박수치며 정말 말 그대로 관객과 배우님들이 하나 되어 즐길 수 있는 뮤지컬이 됐을 텐데 신나는 뮤지컬을 보면서도 가만히 앉아 박수만 쳐야 한다는 사실이 많이 슬펐습니다 다만 총막 공세 미막공 때 배우님들이 말씀하셨던 것처럼 언젠가 이 배우님들이 모두 다시 만나는 그날에는 더신 나고 재미있게 <썸씽로튼>을 즐길 수 있길 바라며 <썸씽로튼> 이 건강한 어느 날 재연되는 날 만 기다리고 있겠습니다한 순간도 재미없는 부분이 없었던 말 그대로 웃음 가득했던 <썸씽로튼> 정말 만족스러웠고 꼭 다시 만나길 바랍니다
76,5,soons***예매자,2020.11.02,조회 9,"공감 0
공감하기",썸 씽로튼,코로나의 우울함도 날려버리고 썸 씽 로튼과 함께 신나게 웃을 수 있었던 10월이었습니다
77,5,jwo***예매자,2020.11.02,조회 10,"공감 0
공감하기",될까봐도 다시,잊지 못할 총 막이었습니다 무대 인사 때 약속한 대로 꼭 호시절에 다시 돌아와 주세요 그때는 마스크 없이 싱얼롱하면서 보고 싶습니다
78,5,pkcjshmwj***예매자,2020.11.01,조회 20,"공감 0
공감하기",매니아를 위한 뮤지컬,매니아라면 즐겁고 재밌을 수 있는 코미디포인트들이 엄청 많았다 존잼
79,5,chlwlsd***예매자,2020.10.30,조회 14,"공감 0
공감하기",왜 막 공주에 봐서 ㅠㅠ,너무 늦게 봤은데 또 너무 재밌고 쫌만 읽찍 볼껄
80,5,whgpdnjs1***예매자,2020.10.30,조회 10,"공감 0
공감하기",돌아와요..,진짜 매일 이레전드시 국 좋아지면 하루빨리 돌아오기
81,5,bbom2***예매자,2020.10.30,조회 7,"공감 0
공감하기",최고!!!,최고
82,5,pam***예매자,2020.10.29,조회 10,"공감 0
공감하기",보내기 아쉬워요,다음 시즌에 꼭 돌아오리라 믿습니다 그날까지 씨디 열심히 듣고 있을 게요
83,5,pam***예매자,2020.10.29,조회 6,"공감 0
공감하기",흥미진진,차라서 더 좋았어요 배우들 너무 찰떡이고가사되짚기도 좋구요 진짜 번역이 정말 잘 되서 감탄하며 봤샙 다신나는 건 당연하고 잔재미까지 완벽했습니다다음 시즌 기다릴게요
84,5,jeonga1***예매자,2020.10.29,조회 6,"공감 0
공감하기",넘넘재밌었어요,앙상블과의 화음하며 배우들의 연기 노래까지 뭐 하나 빠지는 게 없었어요
85,5,131mi***예매자,2020.10.29,조회 9,"공감 0
공감하기",사랑해요,제발 재연와 주세요 모든 배우님들고생 많으셨습니다
86,5,hwscj***예매자,2020.10.28,조회 3,"공감 0
공감하기",재연을 기다리며,전염병 사태가 진정되어 하루빨리 재연이 올라오기를 기다려봅니다
87,5,opal***예매자,2020.10.28,조회 4,"공감 0
공감하기",재미있어요,재미있어요
89,5,joon8***예매자,2020.10.28,조회 4,"공감 0
공감하기",꿀잼,너무 재밌었습니다임규형 배우님 귀여웠어요
90,5,tmzkdl0***예매자,2020.10.28,조회 6,"공감 0
공감하기",웰컴 투 더르네상스~,기대 안 하고 봤는데 세상에 넘버 왜 이리 좋은가 요 받은 아직까지 계속 듣고 있습니다 흑사병 노래도 있었으면 좋았을 텐데 조금 아쉽지만 다음에 올 때 만날 수 있겠죠
91,5,hoiw***예매자,2020.10.28,조회 4,"공감 0
공감하기",재밌어요.,재밌어요
92,5,ly***예매자,2020.10.28,조회 4,"공감 0
공감하기",썸 씽로튼,웰컴투르네상스자 꾸흥얼거리게 되네요 넘재밌었어요
93,5,ly***예매자,2020.10.28,조회 5,"공감 0
공감하기",썸 씽로튼,공연보는 내내 재미었어요 다시 보고 싶은 공연이에요
94,5,baik9***예매자,2020.10.27,조회 6,"공감 0
공감하기",즐거운 뮤우지컬,재연 빨리 왔으면 좋겠어요 아주즐거운 뮤우지컬이에요
95,4,faith***예매자,2020.10.27,조회 8,"공감 0
공감하기",마지막 주 선물,미니주셔서 고맙습니다
96,4,faith***예매자,2020.10.27,조회 8,"공감 0
공감하기",재밌어요,좋은 시절에 다시 왔으면 좋겠어요
97,5,wkdtpals5***예매자,2020.10.27,조회 6,"공감 0
공감하기",행복했습니다,앙상블 최고
98,5,moy***예매자,2020.10.27,조회 7,"공감 0
공감하기",즐거웠어요 오오믈렛,유쾌한 뮤지컬이었어요 다른 캐슷으로도 보고 싶네요
99,4,fiance***예매자,2020.10.26,조회 5,"공감 0
공감하기",재미있었어요,킬링타임용으로 좋은 공연이었어요
100,5,hyunyi1***예매자,2020.10.26,조회 7,"공감 0
공감하기",흥겨운 뮤지컬,넘버도 좋구 재미있어요
101,5,mir0***예매자,2020.10.26,조회 4,"공감 0
공감하기",꼭 다시 만나요 ㅠㅠㅠ,흥겹고 유쾌하고 따뜻한 극이었습니다
102,5,jiae1***예매자,2020.10.26,조회 4,"공감 0
공감하기",힘들어,찐으로 힘들어 레알 열라 힘들어
103,5,jiae1***예매자,2020.10.26,조회 5,"공감 0
공감하기",서경수 최고,셰익스피어진짜 잘 살린 듯
104,5,tkawjdt***예매자,2020.10.26,조회 9,"공감 0
공감하기",자꾸만 생각나는 넘버들,특히 윌파워가 요즘 자꾸 맴도네요 루즈한 부분이 있었지만 부분 부분 재밌어서 잘 보고 나왔습니다
105,5,gonny***예매자,2020.10.26,조회 6,"공감 0
공감하기",중독성 있는 넘버들로 가득한 쇼뮤지컬,신나게 박수치고 환호하며 관람하고 싶은 뮤지컬이었어요 이후 꼭 다시 돌아오세요
106,4,gonny***예매자,2020.10.26,조회 5,"공감 0
공감하기",재밌었어요,중독성 있는 넘버들로 이루어진 신나는 쇼뮤지컬
107,5,sophia2***예매자,2020.10.26,조회 8,"공감 0
공감하기","재연, 앵콜 공연이 기다려지는 공연",코로나로 인한 중단 기간이 너무 아쉬워요
108,5,opaszx***예매자,2020.10.26,조회 6,"공감 0
공감하기",잘 봤습니다!,내 사랑썸로 언젠가 다시 만나 이 모습이대로
109,5,tkwls***,2020.10.26,조회 7,"공감 0
공감하기",코로나만 아니었으면,대박일텐데 끝까지 웃겨주셔셔 감사합니다 다시 올라올 때까지 기다릴께요
110,5,rudolf***예매자,2020.10.26,조회 4,"공감 0
공감하기",다시 보고픈 뮤지컬,이렇게 끝나서 너무 아쉽다 연장을 기대했지만 그래도 이 공연을 함께 할 수 있어 좋았다 다시 올라오길
111,5,tnfks0***예매자,2020.10.26,조회 5,"공감 0
공감하기",가지마 요썸로ㅠㅠ,너무 오래 쉬어서 별로 보지도 못했는데 연장도 안 하고
112,5,tnfks0***예매자,2020.10.26,조회 2,"공감 0
공감하기",즐거웠어요!!,닉이 좀 아쉬웠지만 다른 페어는 좋았습니다
113,5,tnfks0***예매자,2020.10.26,조회 3,"공감 0
공감하기","경윌, ,,,",경윌이제 없다니 믿을 수 없어
114,5,foryouair***예매자,2020.10.26,조회 4,"공감 0
공감하기",썸로,썸로 얼른 다시 돌아와 주세여
115,4,revedeeto***예매자,2020.10.26,조회 3,"공감 0
공감하기",좋았습니다,연장됐으면 좋았을 텐데 아쉬워요
116,5,sh***예매자,2020.10.26,조회 3,"공감 0
공감하기",연장안 해서 아쉽지만 ㅠㅠ,다시 돌아오길
117,5,sh***예매자,2020.10.26,조회 3,"공감 0
공감하기",뮤지컬의 기원에 대해,재밌어요
118,5,rize0***예매자,2020.10.26,조회 3,"공감 0
공감하기",강력 추천,강력 추천
119,5,ch***예매자,2020.10.26,조회 3,"공감 0
공감하기",기발하고 유쾌합니다,간만에 흥미로운 대극장 극이었습니다
120,5,bwq1***예매자,2020.10.26,조회 4,"공감 0
공감하기",준다 끝내!,재연을 기다립니다
121,5,kinkikid***예매자,2020.10.26,조회 3,"공감 0
공감하기",꼭 다시 보고 싶은 극,너무 재밌고 신나고 좋았던 극
125,4,sopia***예매자,2020.10.26,조회 3,"공감 0
공감하기",신나는 르네상스,신나고 유쾌한 르네상스 마지막까지 즐거운 공연이었다
126,5,WKDDKWK***예매자,2020.10.26,조회 3,"공감 0
공감하기",꼭 마스크 벗고 다시 만났으면 좋겠어요.,닉바텀이 셰익스피어와의 시대를 잘못 만났듯이 함께 즐기기 너무 좋은 이 뮤지컬이 코로나 시대를 잘못 만나 많이 공연을 못한 게 많이 아쉽습니다 특히 공연이 중단된 3주간은 너무 힘들었어요 저도표가 취소되었어서 보고 싶어도 볼 수 없어서 아쉬웠는데 준비한 배우들은 더 많이 아쉬웠을 거라 생각합니다 뮤지컬 썸 씽 로튼을 보면서 다른 뮤지컬도 간접적으로 경럼할 수 있어서 재미있었습니다 소리 지르고 같이 즐기고 싶었는데 그걸 못해서 많이 아쉬웠습니다 다음에 마스크 없이 다시 볼 수 있게 된다면 다함께 즐기면서 보고 싶습니다
127,5,slrzns2***예매자,2020.10.26,조회 3,"공감 0
공감하기",썸 씽로튼,진짜 힘들어 죤 낸 힘들어
130,5,misosy***예매자,2020.10.26,조회 5,"공감 0
공감하기",썸 씽로튼,뮤지컬을 좋아한다면 한번쯤 꼭 봐야 하는 공연 당신이 아는 뮤우 지컬이 등장하리라
131,5,alsl231***예매자,2020.10.26,조회 4,"공감 0
공감하기",.,내용
132,5,xxra***예매자,2020.10.26,조회 3,"공감 0
공감하기",잰밌어요,내용
134,5,yuri***예매자,2020.10.26,조회 3,"공감 0
공감하기",재미있게 관람했습니다,배우들의 열연이 매우 인상적이었고 재미있었습니다 마침 증정도 운 좋게 받았구요 머지않아 곧 다시 무대에 올려지길 바랍니다
135,5,shs8***예매자,2020.10.26,조회 5,"공감 0
공감하기",강필석,강필석 짱천재만재
136,4,yuri***예매자,2020.10.26,조회 5,"공감 0
공감하기",좋은 공연이었습니다,초반 예매된 회차 취소 후 기회가 없다가 겨우 시간을 맞춰 관람했는데 너무 재미있네요 꼭 머지않아 다시 돌아오길 바랍니다
137,5,ddw9***예매자,2020.10.26,조회 2,"공감 0
공감하기",재밌어요,재연이 금방 왔으면 좋겠습니다
138,5,winni***예매자,2020.10.26,조회 3,"공감 0
공감하기",대바아아악,역시 두 번째는 두 번째 관람매직의 효과가 첫 번째 관람하고 나서 이것저것 찾아보고 원어대본 읽어보고 봤더니 +나랑 맞는 배우들로 봤더니 역시 더 잘 들리고 +더 재밌었다
139,4,winni***예매자,2020.10.26,조회 9,"공감 0
공감하기",재밌었지만...,내한보고라센 이번에 보는 거였는데 역시는 역시 재밌고 신났다 하지만 역사적인 문화적인 배경의 차이를 100퍼센트 극복하기는 참 어렵구나 하는 걸 다시 한 번 느꼈다 넘나아쉽
140,5,hyoum***예매자,2020.10.26,조회 3,"공감 0
공감하기",유쾌한 뮤지컬의 집합체,다양한 뮤지컬 작품들과 셰익스피어 작품의 패러디앙상블의 화려한 춤 등 뮤지컬의 집합체를 보는 듯한 느낌이었습니다 특히 자칫하면 과해 보일 수도 있는 셰익스피어와 노스트라 다무스 역할을 박건형 마이클 리배우가 찰떡으로 소화해서 유쾌하게 관람했던 것 같네요
141,5,jonge***예매자,2020.10.26,조회 2,"공감 0
공감하기",너무 재밌었어요,굿굿굿
142,4,so02***예매자,2020.10.26,조회 3,"공감 0
공감하기",유쾌한 극,여러 뮤지컬들을 알고 보면 더 재밌을 거 같아요
143,5,musical7***예매자,2020.10.26,조회 2,"공감 0
공감하기",너무 재밌었어요,너무 재밌었어요 너무 재밌었어요 너무 재밌었어요 너무 재밌었어요 너무 재밌었어요 너무 재밌었어요 너무 재밌었어요 너무 재밌었어요 너무 재밌었어요
144,5,kyk9***예매자,2020.10.26,조회 2,"공감 0
공감하기",유쾌 그 자체 힐링극,기분 안 좋은 날 가서 제대로 전환하고 왔어요 유쾌한 시나리오와 다채로운 무대 연출 좋은 넘버까지 정말 최고입니다 꼭 다시 돌아오기로 약속해주세요 벌써 그리워요
145,5,humani***예매자,2020.10.26,조회 3,"공감 0
공감하기",좋은 날에 꼭 다시 만나야 해요,보는 내내 행복했던 뮤지컬 마스크 벗고 따라부를 수 있는 날 재연을 기다립니 다목 빠지게
149,5,humani***예매자,2020.10.26,조회 3,"공감 0
공감하기",좋은 날에 만나 다시 꼭,보는 내내 행복했던 뮤지컬 마스크 벗고 따라부를 수 있는 날 재연을 기다립니 다목 빠지게
165,5,cree***예매자,2020.10.26,조회 4,"공감 0
공감하기",서경수 배우는 셰익스피어 그 자체다,사랑해요윌
167,5,cree***예매자,2020.10.26,조회 3,"공감 0
공감하기",서경수는 셰익스피어 그 자체다,사랑해요윌
168,5,rkddo***예매자,2020.10.26,조회 3,"공감 0
공감하기",너무 너 무너무 재밌게 관극했어요~~,뮤덕을 위한 뮤지컬이랄까요 재연하면 다시 보고 싶어요 넘재밌었습니다
169,5,yukiru***예매자,2020.10.26,조회 4,"공감 0
공감하기",썸 씽로튼,장미전쟁초서의 시잔혹한 봉건제도 십자군과 흑사병딱히 그립지 않은 시절 너무 야만적이고 재미없던 시절 너무 중세스러워 너무 좀 짓밟혀서 시작된 거야 웰컴 투 더르네상스 시인과 화가와 풍류가 유랑악사들 런던을 거닐며 루트를 튕겨 호박 바지에 뾰족 신신고웰컴 투더르네상스 어딜 둘러봐도 참 놀라워 이게 바로 혁신 오 최신 유행 문화 다 그대에게 모두 다웰컴 투 더르네상스 새로운 시대 눈부시게 발전한 과학 상식 살림도구들도 모두 최신식술잔은 백납 방식집들은 튜더 양식 세련되고 모던한 장식숙녀복은 페티코트 파딩 게 일제 비꼬리턱 수염은 내가 제일 우리는 문화인들 모두 다 대죄인들 지옥갈 준비나 하세요 마녀사냥과 전쟁 속에 틈틈이 일궈낸 문화예술문화예술 웰컴 투 더르네상스 저멋진 인쇄소활자들 우리처럼 멋져 문학과 극예술도 꽃을 피웠네 모두 다웰컴 투 더르네상스 새로운 시대 프랜시스 베이컨이 닭을 들고 있네 뭘 만드는 거죠고 기얼리는 법을 알아냈나 봐요 새로워라 저기 월터 홀리가 신세계를 발견했어 담배도 들여왔대요 어머 이것도 새롭네 항상 새로 운작품을 써내는 작가들도 한 가득 그럼 요 진짜에요예를 들면 데커와 우존웹 스터와 우벤 존슨 아하 크리스토퍼 말로우토마스키드 토마스 미들턴 토마스 무어 마지막 그분요 슈퍼스타 시대의 영혼 엘리자베스 시대의 천재 이름만으로 가슴 떨리는 내 마음 뺏은 그 대셰익스피어 셰익스피어 너무 좋아 너무 좋아 너무 좋아 너무 좋아 너무 좋아 너무 좋아 너무 좋아 너무 좋아걸 작들만 내놓는 천재 작가 근데 연기까지 잘해 어쩜그래사랑해 웰컴 투 더르네상스 이태리도 프랑스도 아니고 이곳이 바로 문화의 중심 윌리엄 셰익스피어가 있는 이곳 셰익스피어가 있는 곳이 톱
170,5,fin***예매자,2020.10.26,조회 5,"공감 0
공감하기",썩었어!!!!!,제 속이 썩었어요 썸 씽 로튼 정말 내 한때부터 너무 재미있게 봐서 라이센스 공연이 올라온다는 이야기를 듣고 굉장히 기대하면서 행복하게 기다렸는데 이 역병 때문에 마음껏 보지 못했어요 모든 공연들이 중단도 되고 띄어 앉기 좌석에 공연을 계속 이어가기가 힘든 상황에 본 것만으로도 다행이라고 해야 할까요 그래도 참 아쉽습니다 꼭꼭 다시 올라왔으면 좋겠어요 이시기를 우리 모두 무사히 보내고 다시 만나길 바랍니다
171,5,wjd***예매자,2020.10.26,조회 3,"공감 0
공감하기",흥이 넘치는!,신나는 뮤지컬이었어요
172,5,sinae1***예매자,2020.10.26,조회 4,"공감 0
공감하기",만들어 오믈릿!!!!!,삶이 달걀을 줄 때 만들어 오믈릿 유쾌하게 다헤쳐 나가버려
173,5,haveagoodday***예매자,2020.10.26,조회 4,"공감 0
공감하기",너모 재밌어요,노래 너무 좋아요
174,5,sinae1***예매자,2020.10.26,조회 4,"공감 0
공감하기",썸 씽로튼 재연 오기로 약속했지요?,그러면 그때 제 통장 다시 털어가세요오믈릿 오믈릿
175,5,ddud***예매자,2020.10.26,조회 4,"공감 0
공감하기",준다 끝내!! 온다 재연 반드시 !!,일주일 뒤에 쓰는 후기네요 분명 막 공을 보고 왔는데 제 가슴은 아직 썸씽로튼을 보내지 못하였읍니 다코땡땡 때문에 늦게 본 것도 억울하고 코땡땡 때문에 윌파워에서 같이 윌오빠한테 함성 못 지른 것도 너무 억울하고 그러니까 코세글자놈 끝나면 꼭꼭 재연 올라와야 합니다 윌파워 때마다 정말 무대 위로 뛰쳐올라가서 저도 손머리 위로 하고 같이 흔들고 싶었어요 나도 낭독회 초대해달라 한 장면한 장면 정말 곱씹으면서 기다리고 있겠습니다 배우 스텝 분들 정말 정말 고생 많으셨고 시간 상앙 상블분들 인사는 다 못해도 이름이라도 한 번씩 다 얘기해주셨으면 더 좋았을 텐데 그게 좀 아쉬웠어요닉 나이젤포샤비아 윌노스트라 다무스앙상블들전 캐다 너무 사랑했지만 유랑악사 두 분 했다 사랑 보인다 보인 다 미래가 돈통에 월급 넣고 있는 내 모습매진되는 재연공연 다시 후원하게 해주세요
176,4,dpdms0***예매자,2020.10.26,조회 3,"공감 0
공감하기",뮤우 지컬,뮤지컬을 왜 보냐면 신나니까 재밌으니까 오랜만에 눈과 귀가 모두 즐겁고 유쾌한 극이었습니다 바텀에서 정상을 꿈꾸는 형제 초상화와는 달리 핫하고 섹시한 국민 작가 셰익스피어 가족을 소중히 하면서도 자신의 자리를 찾으려고 노력하는 비아 많은 것으로부터 자유로워지고 싶은 포샤모자라지만 최선을 다하는 노스트라 다무스까지 적절한 패러디와 인용들도 좋았습니다 밤이가고 낮이 오듯 아침이 밝아오듯
177,5,dpwjd2***예매자,2020.10.26,조회 3,"공감 0
공감하기",꿀잼!!,가지 마 윌파워
178,5,mberr***예매자,2020.10.26,조회 2,"공감 0
공감하기",재밌어요,서경수 배우 윌리엄 다시 보고 싶네요 특히 탭댄스 배틀 너무 재밌었습니다
179,2,mberr***예매자,2020.10.26,조회 15,"공감 0
공감하기",극은 좋았는데 굉장히 실망스러웠던 점,극정말 재밌었고 배우들 대부분이 정말 정말 잘하고 좋았어요 근데 한 분이 정말 여기는 한국이고 한국어로 하는 한국인 대상 공연 아니었나요 한국말 못하는 배우가 어떻게 뭐라는 지 하나도 안 들리게 대사와 노래를 하면서도 무대에 설 수 있는지 이해가 안 가네요 한국어 잘못한다고 이 배우한테만 특별히 프랑스인이라는 대사를 추가해주는 것도 요마이클 리씨가 말한 대사 중 제대로 들리는 건 영어 단어뿐이었어요이라는 단어 말고는 뭐라는지 모르겠어서 알아듣느라 바쁘다가 왜 내가 돈주 고 이렇게까지 해야 하나 싶었습니다 한국인 배우가 딕션을 그런 식으로 했다면 이런 대극장 뮤지컬에 올라가지도 못했을 텐데 사대주의도 아니고 왜 이분만이 걸 용납하고 받아들이고 가야 하는지 모르겠습니다 자선봉사 하시는 거 아니고 돈 받고 일하시는 프로 아닌가요 이 정도면 관객기만이라고밖에 안 보여집니다 교포라서 그렇다기엔 다른 교포들이나 외국인들 약간의 억양차이는 있어도 발음이 이 정도는 아닙니 다 검색해보니까 마이클 리씨 한국에 오신 지도 꽤 되셨던데 더더욱 이해 가안가네요 도저히 한국어 발음이 안 되고 고칠 의지도 없으시다면 영어 쓸 수 있게 미국이나 영국 가서 무대서시는 게 맞다고 봅니다 이 정도로 한국어 안 되는 배우를 무대에 시운제작사도 반성해야 하지 않을까 싶네요 다른 배우들과 넘버들 다 정말 좋았어서 별 한 개 하려다 가 두 개합니 다 이미 막공했으니 재연으로 돌아올 때는 한국어 알아듣느라고생하지는 않았으면 좋겠습니다
180,5,dlekdm***예매자,2020.10.26,조회 4,"공감 0
공감하기",즐겁게 봤습니다,다음에 또 올라오길
181,5,11060***예매자,2020.10.26,조회 5,"공감 0
공감하기",뮤우 지컬 뮤우 지컬,너무 신나는 공연
182,3,ceojea1***예매자,2020.10.26,조회 7,"공감 0
공감하기",뮤지컬~뮤지컬~,가볍게 보기 좋아요
183,5,uhuh***예매자,2020.10.26,조회 3,"공감 0
공감하기",진짜 재밌었어요 진짜,썸로 언제 다시 와요
184,5,11060***예매자,2020.10.26,조회 3,"공감 0
공감하기",너무 즐거웠어요,다음에도 꼭 돌아오길
185,5,redmoon***예매자,2020.10.26,조회 3,"공감 0
공감하기",넘버가 넘 좋아요,넘버 중독성 엄청납니다
186,5,esse0***예매자,2020.10.26,조회 2,"공감 0
공감하기",썸 씽로튼 보내서 아쉽네요,유쾌하고 즐거운극
187,5,ddud***예매자,2020.10.26,조회 2,"공감 0
공감하기",세미막 !!,소리 질러 세 미막전제가 세미막까지 보러 갈 줄 몰랐어요 그래도 3층 끝자리에서라도 보고 싶었어요나중에 치이지 말고 공연은 미리미리보자막 공밖에 안 남았단 생각에 르네상스부터 괜히 눈물이 났습니다 전 캐가 다 너무 사랑이었어요
188,5,lyy4***예매자,2020.10.26,조회 3,"공감 0
공감하기",그래서 재연 어디쯤이라 구요?,진짜 이 시국만 아니면 환호할 노래천지인데 너무 아쉽네요코로나 끝나면 다시 온다고 했으니깐 꼭 와야 돼요 이 캐슷 그대로 모든 캐들 다 사랑했습니다 진짜 앙들도 꼭 이대로와 주세요 특히 샤일록클램 팽경 절대 데려와
189,4,khg3***예매자,2020.10.26,조회 3,"공감 0
공감하기",재밋었어요,셰익스피어 어오 64년생 오월드 스타
190,5,feellike***예매자,2020.10.26,조회 2,"공감 0
공감하기",인류 최초의 뮤지컬!,위이이이 일 파워넘버도 다 너무 좋고 셰익스피어 아이돌화된 콘서트가 제일 인상이 깊다
