,index,Rating,Id,Date,views,like,Title,Text
62,66,5,hnsjhd8***예매자,2022.03.28,조회 8,"공감 0
공감하기",인생 뮤지컬,넘버나 대사가 너무 예쁘고 진행되는 스토리도 루즈한 부분 없이 재미있게 이어져서 좋네요 또한 후반부로 갈 수록 인물의 감정선이 더욱 잘 이해되었습니다
63,67,5,ekkk1***예매자,2022.03.28,조회 9,"공감 0
공감하기",세미막공~~,너무 너무 잘 봤습니다오연도 빨리 와주세요
64,68,5,pulcherri***예매자,2022.03.28,조회 11,"공감 0
공감하기",너무 좋아한 공연,막공까지 최고였습니다 
65,69,5,color***예매자,2022.03.28,조회 9,"공감 0
공감하기",좋았습니다.,지난시즌에 많이 봐서 또 재미있을까 싶었는데 좋은건 또 봐도 좋네요
66,70,5,yitkfkd***예매자,2022.03.28,조회 10,"공감 0
공감하기",아쉬운 막공,아쉬운 막공 
67,71,4,tlsgy9***예매자,2022.03.28,조회 16,"공감 0
공감하기",중독성있는 넘버,계속 생각나는 넘버예요 넘 재밌었어요
68,72,5,asdw961***예매자,2022.03.28,조회 13,"공감 0
공감하기",편지의 주인을 나는 사랑하지 않을 수 없다,한결같이 너의 답장을 기다리마삼월 십칠일 해진으로부터
69,73,5,asdw961***예매자,2022.03.28,조회 13,"공감 0
공감하기",히카루 나이는?,19살생일은3월 4일
70,74,5,asdw961***예매자,2022.03.28,조회 13,"공감 0
공감하기",다 태우자는 게 아니잖아요,일부가 없어지겠지 하지만 다 없어지는 건 아니야
71,75,5,asdw961***예매자,2022.03.28,조회 13,"공감 0
공감하기",그리하여 물결은 퍼지는 법,나비 한 마리에도 봄은 오듯이
72,76,5,gytjddms***예매자,2022.03.28,조회 10,"공감 0
공감하기",좋은 극이었어요,재밌게봤어요
73,77,5,chob***예매자,2022.03.28,조회 8,"공감 0
공감하기",최고의 공연이었습니다!!!,최고의 공연이었습니다
74,78,5,hase2***예매자,2022.03.28,조회 8,"공감 0
공감하기",팬레터,역시팬레터 해진선생님 세훈이 히카루 칠인회선생님들 학예부장선생님 반갑고 아쉽고 세훈이는 졸업하지 말았으면 
75,79,5,leesy1***예매자,2022.03.28,조회 12,"공감 0
공감하기",기념적인 날에 보게된 사랑하는 극,3월 17일 해진의 편지에 나오는 날이라 꼭 팬레터를 보고싶었는데역시나 너무너무 좋았던 공연감동받고 힐링받은 공연이었습니다
76,81,5,dsk***예매자,2022.03.28,조회 8,"공감 0
공감하기",나의 봄을 어떻게 보내죠,벌써 막공을 한 지도 일 주일이 지나갔는데 나의 봄을 아직도 저는 보내지 못 하겠습니다 시간이 지나면 잊혀져서 보낼 수 있을 수 있겠으나 시간이 지나도 잊혀지지 않는 작품이라 봄 같은 이 작품을 저는 매번 그리워하겠죠
77,82,5,tami***예매자,2022.03.28,조회 9,"공감 0
공감하기",팬레터,이번 사연 길다면 길다라고 느꼈는데 막공이 실감이 안나네요마지막 공연이라고 생각하니까 슬프면서도 잘 집중해서 소중하게 봤습니다사연 배우님들 오연에 그대로 오시고 문성일 배우님은 졸업하신다고 하셨는데 지금까지 너무 사랑했습니다오연부터는 원우준으로 다시 오시길 바랍니다 감사합니다
78,83,5,naon***예매자,2022.03.28,조회 11,"공감 0
공감하기",편지의 주인을,나는 사랑하지 않을 수 없다
79,84,5,hoiw***예매자,2022.03.28,조회 9,"공감 0
공감하기",좋아요.,좋아요
80,85,5,yang***,2022.03.28,조회 10,"공감 0
공감하기",너무 재밌게 봤어요,막공이라 더 좋았어요
81,86,5,hoiw***예매자,2022.03.28,조회 9,"공감 0
공감하기",배우들 연기 좋아요.,배우들 연기 좋아요
82,87,5,hoiw***예매자,2022.03.28,조회 8,"공감 0
공감하기",재밌어요.,재밌어요
83,88,5,yperit***예매자,2022.03.28,조회 8,"공감 0
공감하기",재밌어요,어서 다시 돌아와 주세요
84,89,5,eska***예매자,2022.03.28,조회 8,"공감 0
공감하기",강추합니다,이미 떠나간 나의 팬레터너무나 슬프고 슬픈 팬레터행복했습니다보는 동안또 와주세요 
85,90,5,qtj***예매자,2022.03.28,조회 10,"공감 0
공감하기",김경수 배우님 김해진 역할에 너무 찰떡이세요,제발 5연때도 꼭 와주세요 팬레터 짱 너무 재밌어요
86,91,4,qtj***예매자,2022.03.28,조회 10,"공감 0
공감하기",너무 재밌어요ㅜㅜ,팬레터 오연 제발 다시 와주세요 제발요
87,92,5,hkshi***예매자,2022.03.28,조회 8,"공감 0
공감하기",재밌게 잘 봤어요,여러 시즌이 지나도 멋진 배우들이 무대위에서 좋은 작품을 해줘서 관객입장에서 너무 좋네요
88,93,5,minoo***예매자,2022.03.28,조회 7,"공감 0
공감하기",짱!,너무잘봤습니다
89,94,5,minoo***예매자,2022.03.28,조회 8,"공감 0
공감하기",재밌었어요,잘봤습니다
90,95,5,gjr0***예매자,2022.03.28,조회 9,"공감 0
공감하기",가지마..가지마..,몇 달 동안 번씩 관람하면서 너무 행복했어요 막공한지 일주일도 넘었지만 이제서야 나의 봄을 보낼 수 있을 것 같은 기분 
91,97,5,gayoung***예매자,2022.03.28,조회 8,"공감 0
공감하기",보고싶어요,재밌었습니다
92,98,5,sawon4***예매자,2022.03.28,조회 8,"공감 0
공감하기",돌아와,아직 나는 해진선생님을 보내지 못하였다돌아와
93,99,5,rightwin***예매자,2022.03.28,조회 8,"공감 0
공감하기",ㅠㅠ보내기 싫어요,나의 해진선생님 다시 돌아와
94,100,5,lovestory***예매자,2022.03.28,조회 8,"공감 0
공감하기",재밌어요,짱
95,101,4,2joon0***예매자,2022.03.28,조회 12,"공감 0
공감하기",극은 너무 좋은데,극장 정말
96,102,5,hexiuj***예매자,2022.03.28,조회 9,"공감 0
공감하기",나의 봄을 이제야 보낸다,문성일 배우님의 세훈 잊지 못할거예요
97,103,5,twd8***예매자,2022.03.28,조회 9,"공감 0
공감하기",좋아요,너무 아름다운 공연 극장이 아쉽지만 
98,104,5,ghdwl0***예매자,2022.03.28,조회 7,"공감 0
공감하기",재밌어요,재밌어요
99,105,5,yourso***예매자,2022.03.28,조회 9,"공감 0
공감하기",뮤지컬 〈팬레터〉,막공까지 좋은 공연 감사합니다다음 시즌에 또 만나요
100,106,5,dbs8***예매자,2022.03.28,조회 8,"공감 0
공감하기",팬레터,굿바이팬레터 
101,107,5,freshcat0***예매자,2022.03.28,조회 8,"공감 0
공감하기",너무 아쉬워요,회전 돌다가 떠나보내려니
102,108,5,yourso***예매자,2022.03.28,조회 8,"공감 0
공감하기",뮤지컬 〈팬레터〉,즐거운 공연이였습니다
103,109,5,jenni7***예매자,2022.03.28,조회 8,"공감 0
공감하기","섬세한 팬레터,,,",윤나무 배우님 꼬옥 돌아와주세요 기다리고 있겠습니다
104,110,5,sunny***예매자,2022.03.28,조회 8,"공감 0
공감하기",잘봤어요,잘봤어요
105,111,5,k9j***예매자,2022.03.28,조회 8,"공감 0
공감하기",슬퍼요,오열극
106,113,5,jyw5***예매자,2022.03.28,조회 8,"공감 0
공감하기",한결같이 너의 편지를 기다리마,3월 17일은 아니지만 18일에 봐서 더 과몰입되는 팬레터였습니다
107,114,5,k9j***예매자,2022.03.28,조회 8,"공감 0
공감하기",대오열,형훈해진 너무 좋아요
108,115,5,naki***예매자,2022.03.28,조회 8,"공감 0
공감하기",나의 봄을 보낸다,해진선생님은 세훈이에게도 제게도 봄같은 분이셨습니다이제 또 언제 만날 수 있을까요선생님의 해사한 미소가 너무 그립네요
109,116,5,k9j***예매자,2022.03.28,조회 9,"공감 0
공감하기",대오열,막공 무사히 해서 다행
110,117,4,nety0***예매자,2022.03.28,조회 11,"공감 0
공감하기",좋았어요.,오랫만에 보니 역시 그래도 팬레터구나 싶더라구요무엇보다 표윤 여전히 너무너무 좋았어요경수해진도 오랫만에 반가웠구요
111,118,5,good1004***예매자,2022.03.28,조회 9,"공감 0
공감하기",여운이 길어요,해진 선생님얼른 다시 만날 날이 오길
112,119,5,zkflsgkdl2***예매자,2022.03.28,조회 8,"공감 0
공감하기",팬레터,마지막 공연을 볼 수 있어 너무 다행이었습니다 그게 누구라도 편지의 주인을 나는 사랑하지 않을 수 없다다음 시즌이 돌아올 때까지 너무 그리울거예요
113,120,5,yoon***예매자,2022.03.28,조회 9,"공감 0
공감하기",팬레터,잘 봤습니다
114,121,5,pasy***예매자,2022.03.28,조회 9,"공감 0
공감하기",넘버 자꾸 생각나요,좋습니다
115,122,5,khy3***예매자,2022.03.28,조회 9,"공감 0
공감하기",5연에서는 더 좋은 모습으로 만나길,한 시즌동안 팬레터 덕에 많이 행복했어요
116,123,5,kjm***예매자,2022.03.28,조회 8,"공감 0
공감하기",대박!!,막공까지 대박이었습니다
117,124,5,hs4***예매자,2022.03.28,조회 8,"공감 0
공감하기",감동적인 무대!!,배우분들이 보여주신 무대가 너무 감동적이고 슬펐어요정말 최고의 공연이었습니다
118,125,5,ljy9***예매자,2022.03.28,조회 8,"공감 0
공감하기",최고입니다,마지막 팬레터 못보내겠어요 양승리 배우님 열연도 넘 좋았고 언제 다시 올까요
119,126,5,pasy***예매자,2022.03.28,조회 8,"공감 0
공감하기",팬레터,추천합니더
120,127,5,jostar0***예매자,2022.03.28,조회 9,"공감 0
공감하기",배우님들 고생많으셨습니다,어려운 시국에 끝까지 최선을 다해주셔서 감동이에요 오연에도 다들 꼭 다시 만날 수 있길
121,131,5,jostar0***예매자,2022.03.28,조회 8,"공감 0
공감하기",그리워요~,정말 너무 재밌게 봐셔 주변에도 추천 정말 많이 했는데 3월 17일 스페셜 낭독커튼콜 찍어온 거 아직도 생각날때마다 돌려봐요
122,132,5,redblue0***예매자,2022.03.28,조회 8,"공감 0
공감하기",재밋어요,팬레터 최고 재밌어요
123,133,4,wittykk0***예매자,2022.03.28,조회 10,"공감 0
공감하기",갓페어,갓페어를 맛보고 왔습니다
124,134,5,jostar0***예매자,2022.03.28,조회 8,"공감 0
공감하기",정말 재밌어요,우여곡절 많았지만 결국 최애뮤지컬이 되어버린 팬레터 오연 금방 왔으면 좋겠습니당 벌써 그리워요
125,135,4,wittykk0***예매자,2022.03.28,조회 9,"공감 0
공감하기",재밌었어요,정말재미있었습니다
126,136,5,rom***예매자,2022.03.28,조회 8,"공감 0
공감하기",너무 좋았어요ㅠ,돌아온 팬레터이번에 막공이 불안했는데이전 시즌의 배우님이 돌아와서 귀하게 지켜진 막공그만큼 좋았습니다 최고였어요 
127,137,5,tkle***예매자,2022.03.28,조회 9,"공감 0
공감하기",팬레터,팬레터하나의 팬레터로 시작디고 팬레터로 끝나는 이야기
128,138,5,pasy***예매자,2022.03.28,조회 9,"공감 0
공감하기",너무좋아요,정말 좋아요
129,140,5,shun***예매자,2022.03.28,조회 8,"공감 0
공감하기",나의 봄을 이제야 보낸다,극 중에서 의미 있는 날들이 있던 3월에 만난 팬레터는 참 소중했어요다음에도 꼭 3월에 공연이 있었으면 합니다함께 봄을 보낼 수 있어서 행복했습니다
130,141,5,jhlove8***예매자,2022.03.28,조회 8,"공감 0
공감하기",잘 봤습니다!,이렇게 많이 볼 계획은 없었는데 어쩌다가오연 때도 배우님들 꼭 돌아와주세요
131,142,5,nondonginsu***예매자,2022.03.28,조회 8,"공감 0
공감하기",팬레터 못 보내 ㅠ,아직 팬레터를 못 보내고 있는 사람입니다 졸업하신다고 주신 분홍색 장미도 막공 날에는 다 피지 않았는데 물에 넣어놨더니 활짝 폈네요 마치 해진선생님이 주려고 준비했던 꽃같았어요 봄을 보낸다며 슬퍼하던 세훈이가 이 장미처럼 지금은 활짝 펴있으면 좋겠네요 팬레터는 정말 저한테 봄 같은 공연이었어요 너무 잘 봤습니다
132,143,5,mjwpsy1***예매자,2022.03.28,조회 8,"공감 0
공감하기",총막이라니 총막이라니!!,넘버 세븐 럭키 세븐 우리에게 특별한 숫자 이 도시에 있는 모더니스트의 수
133,145,5,mjwpsy1***예매자,2022.03.28,조회 9,"공감 0
공감하기",이게 총막이라니,내가 죽었을 때 때는 바야흐로 봄이었다
134,146,5,habbi***예매자,2022.03.28,조회 8,"공감 0
공감하기",애정하는 규형해진선생님의 막공 ㅜㅜ,말해 뭐해요 다시 일주일 전으로 돌아가고싶습니다정말 뀨해진 최고야사연에도 온다고 말해주요
135,147,5,arys***예매자,2022.03.28,조회 8,"공감 0
공감하기",팬레터 총막,하 팬레터 아티움으로 잡은 제작사를 욕하면서도 열심히 봤네요하지만 반드시 다음 시즌엔 아티움 말고 좀 작은 데로 왔으면 좋겠어요차라리 연강홀이 나아요이전 시즌에서 세훈이였던 백형훈 배우님 세훈이의 그림자는 전혀 느껴지지 않고새로운 해진쌤으로 와주셔서 감사했습니다 보는 내내 행복했어요총막 너무 잘 봤고 정세훈 역의 문성일 배우님은 졸업하신다고 하셨는데그 졸업 거부합니다 새 이름으로 새 세훈이로 또 오세요준비해주신 장미꽃 감사했어요그리고 특별출연 해주신 양승리 배우님 감사합니다
136,148,5,mjwpsy1***예매자,2022.03.28,조회 9,"공감 0
공감하기",재밌어요,또 보고싶어요 진짜 봐도봐도 재밌어요 또 예매하러 올게요
137,149,5,nondonginsu***예매자,2022.03.28,조회 10,"공감 0
공감하기",아직 그날에서 벗어나지 못한 사람 나야나..,커튼콜까지 너무 여운 넘치게 봐서 집 오는 길 내내 너무 슬펐어요 그래서 아직도 그 날에서 살고 있는거 같네요 문성일 평생 세훈해 졸업 취소
138,150,5,hansy***예매자,2022.03.28,조회 9,"공감 0
공감하기",뮤즈에게 보내는 마지막 편지,뮤즈에게 보내는 마지막 편지라서 그런지 분위기만으로 눈물 나고 압도당하는 느낌이었습니다 다들 돌아와주시길
139,151,5,hosan***예매자,2022.03.28,조회 10,"공감 0
공감하기",세미막공...,자리는 레전을 가리지 않고너무 잘봤습니다
140,152,5,dlrlwjrdl***예매자,2022.03.28,조회 9,"공감 0
공감하기",그게 누구라도 편지의 주인을 나는 사랑하지 않을 수 없다,너무 슬프고도 아름다운 스토리귓가에 맴도는 멜로디계속해서 기억에 남네요최고의 공연이였어요 공연장만 빼고
141,153,5,sakura***예매자,2022.03.28,조회 9,"공감 0
공감하기",팬레터,백형훈 문성일 소정화 박정표 양승리 김태인 송상훈양승리 태준의 특공이 더해진 팬레터 막공세훈역이었던 형훈해진이 막공 캐슷에 팬레터 전 시즌에 참여한 성일세훈과 쏘카루까지감격하지 아니하지 않을 수가 없었던성일세훈 졸업이라고 마지막이라고 꽃도 준비했지만우준세훈으로 다시 만날 수 있기를
142,154,5,mjwpsy1***예매자,2022.03.28,조회 10,"공감 0
공감하기",드디어 삼월 십칠일,감정선부터 낭독까지 너무 좋았습니다 또 보고 싶어요 왜 더 없죠 라이브는 다음 시즌에도 윤나무를 데려와야해요
143,155,5,yoojin8***예매자,2022.03.28,조회 9,"공감 0
공감하기",뮤지컬 〈팬레터〉,♥ ♥ ♥ ♥ ♥
144,156,5,hosan***예매자,2022.03.28,조회 8,"공감 0
공감하기",봄이었다,오슷딥디 줘야 봄이와요
145,157,5,rkdtntn***예매자,2022.03.28,조회 8,"공감 0
공감하기",오연이 급합니다,오연 빨리 와주길 너무 재밋어서 시간가는 줄 모르겠어요
146,158,5,limhs0720@hanmail.***예매자,2022.03.28,조회 8,"공감 0
공감하기",잘봤어요,좋은 공연 감사합니다
147,161,5,juns***예매자,2022.03.28,조회 8,"공감 0
공감하기",잘 봤습니다,잘 봤습니다
148,163,5,hwna***예매자,2022.03.28,조회 8,"공감 0
공감하기",한결같이 라이브의 딥디공지를 기다리마,3월 28일 관객으로부터
