Unnamed: 0.1,Unnamed: 0,index,Rating,Id,Date,views,like,Title,Text
14,14,14,5,chjki***예매자,2022.06.27,조회 10,공감 0공감하기,렛미플라이,이렇게 웃기고 따뜻한 뮤지컬을 보게 되서 정말 행복합니다배우분들 너무 잘하셔서 더욱 좋았어요
15,15,15,5,wendy2***예매자,2022.06.27,조회 10,공감 0공감하기,안녕 렛미플라이 ,돌멩이가 된 기분이에요 꼭 다시 돌아오길 너무 좋은 극 렛미플라이
16,16,16,5,wendy2***예매자,2022.06.27,조회 9,공감 0공감하기,렛미플라이,렛미플라이 정말 좋은 공연  꼭 다시 보고 싶어요
17,17,17,5,persi***예매자,2022.06.27,조회 8,공감 0공감하기,뮤지컬 렛미플라이,사랑한다면 내게 날개를 줘요 넘버도 좋게 재밌게 잘 봤어요
18,18,18,5,persi***예매자,2022.06.27,조회 10,공감 0공감하기,예쁜 뮤지컬 렛미플라이,위 츄즈 투 고우 투더 문그들만의 달기지 예쁜 뮤지컬 잘 봤습니다
19,19,19,5,persi***예매자,2022.06.27,조회 6,공감 0공감하기,뮤지컬 렛미플라이,예쁜 공연 뮤지컬 렛미플라이 잘 봤습니다
20,20,20,5,jeei***예매자,2022.06.27,조회 6,공감 0공감하기,꼭 다시 돌아왔으면 좋겠어요,너무 좋았던 극 
21,21,21,5,sbk9***예매자,2022.06.27,조회 7,공감 0공감하기,너무나도 따뜻하고 감동적인 이야기,정말 이렇게 사랑스럽고 예쁘고 귀엽고 아름다우면서 감동적인 극은 처음이에요  비록 끝났지만 다음에 온다면 꼭 보세요 
22,22,22,5,eine0***예매자,2022.06.27,조회 3,공감 0공감하기,너무 좋았어요,너무 좋았어요
23,23,23,5,yoonhj***예매자,2022.06.27,조회 6,공감 0공감하기,남원할아버지 ,너무너무 따뜻하게 보고왔어요 
24,24,24,5,vpoo***예매자,2022.06.27,조회 5,공감 0공감하기,최고었어요,전캐전넘버가 최고다만 컴퍼니의 운영방식은 평균이하
25,25,25,5,ishim***예매자,2022.06.27,조회 1,공감 0공감하기,플라이플라이 렛미플라이,가족끼리 같이봐도 너무 좋은 극 또 볼 수 있을까요
26,26,26,5,920hyun***예매자,2022.06.27,조회 2,공감 0공감하기,재밌어요,재밌어요
27,27,27,5,***예매자,2022.06.27,조회 4,공감 0공감하기,막공,볼 때마다 마음 따뜻하고 뭉클하게 잘 보고왔습니다0
28,28,28,5,elka5***예매자,2022.06.27,조회 2,공감 0공감하기,잊히지가 않아요,보면서 너무 크게 위로받았습니다 계속 생각나고 다시 보고싶은 극이에요
29,29,29,4,breeze1***예매자,2022.06.27,조회 5,공감 0공감하기,감동적인 어른의 동화,어른의 동화 같은 아름답고 감동적인 뮤지컬이었어요
30,30,30,5,pasy***예매자,2022.06.27,조회 4,공감 0공감하기,마음 따듯한 뮤지컬,마음 뭉클한 뮤지컬
31,31,31,5,cube***예매자,2022.06.27,조회 7,공감 0공감하기,천문학이 좋아질것 같아요,벌써 보고싶네요 2022호 박정분과 추남원
32,32,32,5,hans***예매자,2022.06.27,조회 5,공감 0공감하기,누리호 발사 성공 기념,앵콜 부탁드립니다정분아 남원아 누리호 발사 성공했대꿈이 있었던 우리 모두에게 위로가 되는 작품
33,33,33,5,jieun9***예매자,2022.06.27,조회 4,공감 0공감하기,너무 슬퍼요,두번째 보는 건데도 너무 슬프네요 재연이 빨리 왔으면 좋겠어요
34,34,34,5,krisle***예매자,2022.06.27,조회 5,공감 0공감하기,렛미플라이 제발 다시 돌아와,이렇게 빕니다 재연 올려주세여
35,35,35,5,brendal***예매자,2022.06.27,조회 4,공감 0공감하기,막공 잘 보내줬어요,위로되고 따뜻하고 예쁜 극 다음에 또 만나요
36,36,36,5,wltjs6***예매자,2022.06.27,조회 3,공감 0공감하기,늦지않게,다시 와쥬세요
37,37,37,5,arys***예매자,2022.06.27,조회 1,공감 0공감하기,렛미플라이,못 보게 될까봐 아쉬웠는데 다행히 금요일 낮공이 생겨서 잘 보고 왔습니다무대도 예쁘고 배우들도 잘하고 넘버도 좋았어요다음 시즌이 얼른 돌아오면 좋겠네요
38,38,38,5,khmin0***예매자,2022.06.27,조회 1,공감 0공감하기,막공,막공을 보고 왔네요 좋은 작품 빨리 재연이 오기를 바랍니다
39,39,39,5,Whispering***예매자,2022.06.27,조회 1,공감 0공감하기,렛미플라이,추천합니다
40,40,40,5,aptx6***예매자,2022.06.26,조회 6,공감 0공감하기,재관필수,헤어나올수 없어요 그 감동에
41,41,41,5,maxia***예매자,2022.06.26,조회 3,공감 0공감하기,최고의 뮤지컬,눈물과 웃응 공논하는 최고의 뮤지컬입니닾
42,42,42,5,cheuro***예매자,2022.06.25,조회 7,공감 0공감하기,아니,이 갓극을 막공 이틀 남겨두고 봐서 너무 눈물나요
43,43,43,5,CanStaI***예매자,2022.06.24,조회 11,공감 0공감하기,최고의 뮤지컬,배우들의 연기력도 너무나 좋았고 노래도 조명도 연출도 정말 아름다웠습니다 가슴 따듯한 메시지를 전해주는 이 공연이 어서 앵콜이나 재연으로 돌아왔으면 합니다
44,44,44,5,jhisto***예매자,2022.06.23,조회 11,공감 0공감하기,잘가 내사랑,사랑한다면 내게 날개를 줘요정분이는 남원이를 사랑해서 날개를 줬고그 날개 달고 돌아온 남원이는정분이에게 날개옷을 선물했으니누군가를 이렇게 사랑하는 일이 가능한걸까 다시생각하게 되빈다
45,45,45,5,jhisto***예매자,2022.06.23,조회 4,공감 0공감하기,이 시대 최고의 사랑,어떤 모양으로든 사랑은 존재하고그 다양한 사랑에대해 다시 한번 생각하게 하는 그런 극꿈과 사랑 사이에서 어떤 결정을 해야할까를고민할때 정답을 줄 그런 극
46,46,46,5,injec***예매자,2022.06.23,조회 9,공감 0공감하기,꼭 다시 올라왔으면,따뜻하고 감동적인 렛미플라이 재연도 꼭 오길
47,47,47,5,djm06***예매자,2022.06.22,조회 9,공감 0공감하기,갓극,펑펑 울다나왔네요 이렇게 절 울려도 되나요너무너무 재밌게 보았습니다
48,48,48,5,lawyer***예매자,2022.06.22,조회 9,공감 0공감하기,너무 좋았습니다,막공 이틀전 첫 관람하고 막공도 결제해서 관람했습니다  극이 너무 좋네요 눈물 엄청 흘리고 왔습니다
49,49,49,5,mnbv***예매자,2022.06.21,조회 5,공감 0공감하기,재연 꼭,앵콜 공연이라도 와쥬세요마음이 따뜻해지는 극
50,50,50,5,msu1***예매자,2022.06.21,조회 9,공감 0공감하기,정말 정말 좋은공연,정말 자극적인요소 하나 없이 정말 정말 좋은 공연이었습니다배우님들의 연기는 당연히 너무 좋았구요 벌써 공연이 막을 내렸다는 것이 너무 아쉬울 따름이네요정말 좋은 공연이었고 하루에 두번씩 보고 했음에도 불구하고 또 보고싶은 공연입니다공연 보면서 감동은 자주 받아도 눈물이 나온적은 없는데 이 공연은 다르네요처음입니다 공연을 보며 눈물이 났던 적은정말 잘 봤습니다 다음 시즌이 빨리 오기를 간절히 소망합니다좋은 공연 만들어주셔서 감사합니다
51,51,51,5,wkddbsk0***예매자,2022.06.21,조회 11,공감 0공감하기,최근 본 극 중에 제일 좋았어요,지방에서 올라가는데만 왕복 6시간이 걸리는데 이거 보려고 벌써 세 번째 왔네요 너무 재밌어요 남원이랑 선희 정분이 보면서 고민을 털어내기도 하고 옆에 있는 사람의 소중함도 느끼고 많은 감정들이 오가요 재연이 또 오면 보러 갈 의향도 있어요 왕복 6시간의 피로를 이겨내는 극이랍니다
52,52,52,5,travi***예매자,2022.06.20,조회 10,공감 0공감하기,잘 봤습니다,사랑해요 렛미플라이가까운 시일내에 또 만나요
53,53,53,5,travi***예매자,2022.06.20,조회 9,공감 0공감하기,안지환 남원 막공,3달동안 제 삶을 꽉 채워주었던 렛미플라이곁에 있는 사람의 소중함과 내가 바라는 미래를 위한 선택들의 소중함을 깨닫는 행복한 달탐사였습니다 내주셔서 감사해요
54,54,54,5,wpsl1***예매자,2022.06.20,조회 3,공감 0공감하기,안녕,70살까지 할 수 있는 늙은남원나중에 또 만나요
55,55,55,4,wpsl1***예매자,2022.06.20,조회 14,공감 0공감하기,공연은 5점 제작사는 3점,극이 참 좋았는데 제작사 때문에 힘들었던 공연이네요음향사고 대처도 메일보내야 겨우겨우 사과받을 수 있고럭드에 프로그램북 천원 할인권 잔뜩 나오고
56,56,56,5,ato***예매자,2022.06.20,조회 4,공감 0공감하기,좁았던 내 방이 우주가 되는 마법,막막하고 팍팍해도 당신과 함께 걷는 삶이 그 어떤 꿈보다 빛난다는 걸 일깨워주는 작품
57,57,57,5,ato***예매자,2022.06.20,조회 3,공감 0공감하기,나하나 안지환 백은혜 오의식,렛미플라이 종신계약 바랍니다
58,58,58,5,ekgp***예매자,2022.06.20,조회 4,공감 0공감하기,0618,시간이 맞지 않아 신혜원 배우님은 막공으로 만나네요너무 아쉬워요 제일 순수하고 씩씩한 정분이 더 보고싶어요지현 배우님 사랑합니다
59,59,59,5,ekgp***예매자,2022.06.20,조회 5,공감 0공감하기,0617 마티네,방진의 배우님이 연기하는 선희는 또 다른 매력이었습니다형훈 배우님이랑 합도 너무 좋았어요제일 애정하는 지희재범 패어 덕분에 더욱 행복한 금요일이 되었습니다
60,60,60,5,starryh***예매자,2022.06.20,조회 3,공감 0공감하기,따뜻한 극,제가 좋아하는 작곡가님과 함께 한 이 따뜻한 극 정말 잘 보았습니다
61,61,61,5,lengis***예매자,2022.06.20,조회 8,공감 0공감하기,사랑한다면,내게 날개를 줘요
62,62,62,5,goatha***예매자,2022.06.20,조회 4,공감 0공감하기,렛미플,마음이 몽글몽글 따듯해지고 정말 좋은 극
63,63,63,5,hyoni***예매자,2022.06.20,조회 5,공감 0공감하기,봐도 봐도 또 보고 싶은 극,마음에 울림을 남기는 극이라자꾸 보고 싶어집니다
64,64,64,5,hyoni***예매자,2022.06.20,조회 6,공감 0공감하기,감동이 뭉클,무대도 예쁘고 넘버도 좋고정말 너무 예쁜 극이라 힐링했어요웃다 울다 오래 여운이 남네요
65,65,65,5,soo2***예매자,2022.06.20,조회 1,공감 0공감하기,갓극,진짜 꼭 다시 돌아와줘요
66,66,66,5,tyvld5***예매자,2022.06.20,조회 3,공감 0공감하기,막공 ,잘가 선희야
67,67,67,5,greenm***예매자,2022.06.20,조회 3,공감 0공감하기,주변에서 워낙 좋은 작품이라길래 관극,스토리의 흐름이 약간 손발 오글거리는 느낌도 있었지만넘버도 너무 좋고 배우님들 연기도 너무 좋았어요 그래서 도 사왔습니다 막판에 한참 울었네요 넘 사랑스러운 작품이었어요
68,68,68,5,0429***예매자,2022.06.20,조회 2,공감 0공감하기,쿠라잉쿠라잉,진짜 내내 울었습니다 왜 오열극이라고 안하셨나요 진짜 연기최고 넘버 최고
69,69,69,5,jwlove0***예매자,2022.06.20,조회 2,공감 0공감하기,아름답고 따뜻했던 두 시간의 우주여행,마지막 공연날에 와서야 이 공연을 본 점을 정말정말 후회하고 있습니다렛미플라이와 함께한 이 우주여행은 너무나도 황홀했고 따뜻했고 아름다웠어요얼른 또 다시 만나고 싶습니다
70,70,70,5,sdr05***예매자,2022.06.20,조회 4,공감 0공감하기,늦었지만 좋은일이 찾아올거야 그때 그 합격통지서처럼,나의 인생작이다 다른 사람에게도 추천을 많이 하고 다녔지만 이 좋은 작품을 나 혼자서만 즐긴것에 아쉬움이 있다빨래처럼 대학로의 단골극이 될거라 확신한다 그 정도로 좋은 내용 연기 노래 연출을 갖춘 작품이었으니까 어서 빨리 돌아와서 다시 미래탐사를 떠나고 싶다
71,71,71,5,maika***예매자,2022.06.20,조회 2,공감 0공감하기,좋은 여행이었습니다,따뜻하고 행복했어요
72,72,72,5,yxl5***예매자,2022.06.20,조회 2,공감 0공감하기,이 시대 최고의 뮤지컬,감동적이고 재미있고 넘버 좋고 최고입니다
73,73,73,5,iambest0***예매자,2022.06.20,조회 1,공감 0공감하기,너무너무 좋은 극이예요,재연으로 또 와주길
74,74,74,5,maj***예매자,2022.06.20,조회 2,공감 0공감하기,좋은 공연 감사합니다,어제가 막공 이라서 아쉬워요다음에 기회가 된다면 이번에 출연했던 모든 배우님들과 같이 하고싶네요차관람이었는데 다시봐도 배우님들의 열연에 감사함을 느낍니다
75,75,75,5,tabbykil***예매자,2022.06.20,조회 2,공감 0공감하기,마지막까지 행복했던 여행,공연을 볼때마다 정말 행복했습니다따듯하고 웃기면서 감동을 주는 너무나도 고맙던 공연입니다 곧 다시 만나길 기다리고 있겠어요
76,76,76,5,jang***예매자,2022.06.20,조회 1,공감 0공감하기,좋아요,좋은 공연 올려주셔서 감사합니다
77,77,77,5,jang***예매자,2022.06.20,조회 2,공감 0공감하기,좋아요,아름다운 공연이에요
78,78,78,5,nis***예매자,2022.06.20,조회 1,공감 0공감하기,아름다운 극,아름다운 극
79,79,79,5,dlsrn0***예매자,2022.06.20,조회 21,공감 0공감하기,하도 재미있는 공연이라 지인 영업했는데 성공입니다,하도 재미있는 공연이라 지인 영업했는데 성공입니다 너무 재밌게 봤고 뒤로 갈 수록 슬퍼서 엉엉 울다가 나왔다고 하네욬 다음에도 또 보고싶다고 하니 영업한 입장으로써 너무 기쁘고 뿌듯해요 역시 남녀노소 누구에게 보여줘도 다 성공할 수 있는 그런 갓극입니다 막공까지 얼마 안남았으니 많관부
80,80,80,5,bluemari***예매자,2022.06.20,조회 2,공감 0공감하기,렛미플라이,잘봤어요
81,81,81,5,lovspi***예매자,2022.06.20,조회 8,공감 0공감하기,좋아요,재연이 올라왔으면 좋겠어요
82,82,82,5,limeligh***예매자,2022.06.20,조회 1,공감 0공감하기,렛미플라이,마무리까지 최고의 공연이었습니다
83,83,83,5,tkfkd5***예매자,2022.06.20,조회 2,공감 0공감하기,우리들의 달에 가자,사랑을 위해 포기한 것들이 있지만 결국 그때가 다시 되어도 사랑을 선택할 그들이 너무 멋있었고 응원해주고싶다
84,84,84,5,limeligh***예매자,2022.06.20,조회 1,공감 0공감하기,렛미플라이,볼때마다몽글몽글해지는좋은공연이었어요
85,85,85,5,limeligh***예매자,2022.06.20,조회 1,공감 0공감하기,렛미플라이,빠른 시일 내로 재연이 왔으면 좋겠어요
86,86,86,5,Rha***예매자,2022.06.20,조회 4,공감 0공감하기,하 오의식 김지현 ,대 천재 배우들 
87,87,87,5,kga***예매자,2022.06.20,조회 5,공감 0공감하기,식젼 최고다 최고,정분남원 선희영감될때까지 그리도 행복하게 살았으니 되었습니다 아니아니 더 오래오래 백살까징 살아보자아 했으니까 꼬옥 그렇게 하세요 따수운 달나라 여행 시간 여행 했습니다 너무너무 행복했어요 그리고 지현배우님이랑 의식 뱌우님의 너무도 안정감있는 따수운 노부부 연기에 행복했습니다 그리고 처음봤던 혜원배우님 너무도 사랑스러운 정분이가 탐험대장 정분이 오열하는 정분이 흐앙 너무 귀여워요 재범남원은 진짜 다정 당신은 정분 양을 데려갈 자격이 있습니다 네네 그럼요 빨리 재연왔으면 좋겠어요 이왕이면 배우분들도 함께요
88,88,88,5,ohw2***예매자,2022.06.20,조회 10,공감 0공감하기,5번의 관극까지하고 끝,늦게 보기시작했는데 5번을 봤네요 전캐스트를 다 보지못해서 아쉬워요
89,89,89,5,ohw2***예매자,2022.06.20,조회 2,공감 0공감하기,엄마랑 여동생과 함께 관극한 날,저만 펑펑 울었어요 
90,90,90,5,Fly***예매자,2022.06.20,조회 6,공감 0공감하기,오의식 김지현 배우님,내공이 어마어마했습니다마지막 공연까지 수고하셨습니다
91,91,91,5,seung2***예매자,2022.06.20,조회 4,공감 0공감하기,따뜻한 공연입니다,공연을 여러 번 봐서 그런지 첫 장면부터 눈물이 나더라구요인생을 여행하던 중 렛미플라이라는 공연과 함께 한 지난 3개월이정말 행복했고 저의 내면도 많이 변화되었답니다다시 공연이 올려지는 날 선희와 남원이 보러 갈게요
92,92,92,5,legnatet***예매자,2022.06.20,조회 6,공감 0공감하기,무난,무난하게 잘봤습니다
93,93,93,5,mandari***예매자,2022.06.20,조회 4,공감 0공감하기,보는 내내 울었습니다,쌈디마냥 울었어요요즘 본 극들 중에서 가장 마음 따뜻하면서 기억에 남는 극입니다너무 소중한 극이라고 생각해요
94,94,94,5,comic***예매자,2022.06.20,조회 10,공감 0공감하기,예쁜극이네요,재미와 감동 모두 느낄수있었어요
95,95,95,5,2ndd***예매자,2022.06.20,조회 2,공감 0공감하기,행복했어요,남원 선희와 함께 시간여행 행복했어요
96,96,96,5,aside1***예매자,2022.06.20,조회 1,공감 0공감하기,렛미플라이,빠른시일내에 재연시급합니다
97,97,97,5,nam***예매자,2022.06.20,조회 2,공감 0공감하기,너무 늦게 봐서 슬퍼요,더 일찍 많이 볼껄  전배우 다 챙겨서 볼껄 빨리 다시 돌아와주세요
98,98,98,5,codus***예매자,2022.06.20,조회 2,공감 0공감하기,정말 재밌었어요,감동적입니더
99,99,99,5,jkl44***예매자,2022.06.20,조회 1,공감 0공감하기,감동적이고 따뜻한 뮤지컬,배우분들의 열연이 돋보입니다스케일이 크진 않지만 연출도 좋구요억지로 웃음을 유발하는 포인트도 없고스토리가 너무 좋습니다
100,100,100,5,cji***예매자,2022.06.20,조회 4,공감 0공감하기,이렇게 따수운 극은 무슨무슨 법으로 금방 재연 와야함,이렇게 따수운 극은 무슨무슨 법으로 금방 재연 와야함
101,101,101,5,psybu***예매자,2022.06.20,조회 3,공감 0공감하기,강추합니다,재밌었어요우리만의 달에서 살자렛미플라이투더문
102,102,102,5,Rbd***예매자,2022.06.20,조회 2,공감 0공감하기,가슴 떨리고 따뜻한 뮤지컬,보는 내내 훌쩍거리고 울었네요꼭 재연 돌아왔으면 좋겠어요
103,103,103,5,cyxl55***예매자,2022.06.20,조회 2,공감 0공감하기,렛미플,재연와야합니다또 볼거니까요얼른 돌아와야함
104,104,104,5,cree***예매자,2022.06.20,조회 2,공감 0공감하기,휴지 없이 보기에는 너무나도 극악무도한 뮤지컬,마스크 다 젖어서 호흡곤란 옴휴지와 여분 마스크 꼭 챙겨 입장하시길 바랍니다
105,105,105,5,akam***예매자,2022.06.20,조회 1,공감 0공감하기,넘 좋았어요,넘 좋았어요
106,106,106,5,kies0***예매자,2022.06.20,조회 1,공감 0공감하기,막공한게 아쉽네요,하루빨리 재연으로 돌아오면좋겠어요
107,107,107,5,dlrlwjrdl***예매자,2022.06.20,조회 2,공감 0공감하기,너무 좋은 공연입니다,가슴 따듯한 이야기결말이 예상가능했지만그래도 너무 재밌게 잘봤어요넘버들도 너무 좋고배우님들의 열연 최고였습니다
108,108,108,5,jieun030***예매자,2022.06.20,조회 2,공감 0공감하기,최고의 갓극,넘버 서사 연출 배우 뭐 하나 빠지는 게 없는 갓극그저 갓극회전 돌면서 눈물콧물 엄청 빼고 나왔구요보면 볼수록 감정선 더 깊어져서 미칩니다이 공연의 초연을 봤다는 게 뿌듯할 정도제발 재연 돌아오기를재연 오면 다시 회전문 빙글뱅글 돌아줄게요제발 와줘요부모님이랑 같이 보기에도 진짜 좋고 머글 데려오기에도 좋은 극막공이라 그런지 배우님들 감정도 미쳤는데 사건이 너무 많았음회전러에게는 그저 재밌었지만암튼 진짜진짜진짜 갓극모두 렛미플하세요
109,109,109,5,nao***예매자,2022.06.20,조회 1,공감 0공감하기,따듯한 극이에요,참 좋았어요
110,110,110,5,silver***예매자,2022.06.20,조회 2,공감 0공감하기,렛미플라이,신재범 잘생겼다
111,111,111,5,igreatv***예매자,2022.06.20,조회 1,공감 0공감하기,진짜 재밌었습니다,부모님이랑 같이 봤는데 엄청 우셨어요  너무 좋은극
112,112,112,5,igreatv***예매자,2022.06.20,조회 1,공감 0공감하기,정분아,정분아  남워아  행복해  진짜로 
113,114,114,5,igreatv***예매자,2022.06.20,조회 1,공감 0공감하기,꼭 보세요 꼭,이거 못 본 사람하고 친구 안하기로 함
114,115,115,5,dnd***예매자,2022.06.20,조회 3,공감 0공감하기,이형훈의 노년 연기,연기력이라는 말을 실체감으로 깨닫게 해주는 배우 역시 이형훈입니다 배우의 원 나이를 알고 있는데 시간을 뛰어 넘어 신체 나이 60대 후반의 노년을 위화감없이 그려 주는 걸 보니 시간 여행을 이 분이 하셨더라고요 과해지지 않으면서도 사랑이라는 게 뭔지 그 자체로 일려주는 힘 잘 만났습니다 형훈 남원이 그려주는 50년 가는 사랑 보기 좋았어요
115,116,116,5,naonot***예매자,2022.06.20,조회 1,공감 0공감하기,넘버 최고,갓극이에요 다시 볼 수 있겠죠
116,117,117,5,vldmlgi***예매자,2022.06.20,조회 1,공감 0공감하기,재미있어요,연기 스토리 넘버 너무 좋았던 작품이었습니다 다음에 또 만나고 싶어요
117,118,118,5,dngus1***예매자,2022.06.20,조회 3,공감 0공감하기,삶의 소중함,어떤 선택을 하든 내 삶은 계속해서 이어지고 있고 그 삶은 항상 소중하다는 것
118,119,119,5,dada1***예매자,2022.06.20,조회 1,공감 0공감하기,렛미플라이,눈물줄줄극
119,120,120,5,dnswl1***예매자,2022.06.20,조회 1,공감 0공감하기,함께해서 행복했던 달여행,정분이와 남원이를 만날 수 있어서 그들의 달 탐사 여행에 함께 할 수 있어서 행복했습니다
120,121,121,5,kimjm7***예매자,2022.06.20,조회 1,공감 0공감하기,재연 제발,재연 삼연으로 꼭 만나요
121,122,122,5,adnh***예매자,2022.06.20,조회 2,공감 0공감하기,아름답고 행복한 여행,3월부터 지금까지 돌아보니참 아름답고 행복한 여행이었던 것 같아요군더더기 없이 깔끔하고빈틈 없이 촘촘하게 잘 짜인 연출 조명 음악 안무 연기 등등뭐하나 빼놓을 거 없이 완벽했던 것 같아서보는 내내 즐겁고 행복했습니다웃고 울고 행복한 3개월이었어요정말 고맙습니다조만간 다시 볼 수 있기를 바라요
122,123,123,5,mermaid7***예매자,2022.06.20,조회 1,공감 0공감하기,,아 렛미플라이 가지마  진짜 완벽한 극이였는데  마지막이라니 믿기지가 않아요  이 배우들 그대로 재연 돌아와
123,124,124,5,lucienne7***예매자,2022.06.20,조회 1,공감 0공감하기,너무 슬프고 재밌었어요,너무 재밌었어요 꼭 다시 돌아오길
124,125,125,5,adnh***예매자,2022.06.20,조회 1,공감 0공감하기,부모님과 함께 보고싶은 뮤지컬,중년의 모습을 한 우리 부모님에게도정분이와 청년남원처럼 저렇게 꿈을 꾸고 반짝이던 시절이 있었을텐데너무 당연해서 잊고 있었던 사실을 일깨워준 뮤지컬인 것 같아요그래서 보는 내내 부모님과 꼭 다시 보고싶다고 생각했어요차갑고 잔인한 현실을 살아내느라 고생하신 두 분께두 분의 삶이 그 자체로 얼마나 가치있고 소중하고 반짝반짝 찬란하게 빛나는 삶이었는지이 뮤지컬을 핑계삼아 말씀드리고 싶은 그런 뮤지컬이었어요재연 꼭 기다릴게요
125,126,126,5,eunja***예매자,2022.06.20,조회 1,공감 0공감하기,시간여행,따뜻하고 아름다운 공연이네요
126,127,127,5,hans***예매자,2022.06.20,조회 1,공감 0공감하기,렛미플라이와 함께 행복했어요,세달 동안 너무 행복했습니다
127,128,128,5,adnh***예매자,2022.06.20,조회 1,공감 0공감하기,사랑한다면 이들처럼,오로지 정분이만 찾는 로맨티스트 추남원진짜 너무 매력적인 것 같아요기억을 잃어서도 오로지 정분이 생각만 하고로또 번호 알아내서 과거로 돌아가면정분이 공부시켜줄거라고 하고자신이 처음으로 만들어보는 옷도 정분이 날개옷이고평생 한 사람만을 사랑한다는 것너무 로맨틱하잖아요그래서 웃긴 장면도 많고 일부러 눈물뽑아내는 장면도 없는데후반부에 자꾸 울컥하고 눈물이 흐르는 건너무나 아름다운 사랑이야기이며험난한 현실과 세월 속에서도 꿋꿋이 사랑을 지켜낸 이야기라서 그런 것 같아요
128,129,129,5,gyu0***예매자,2022.06.20,조회 2,공감 0공감하기,너무 예뻐요,디비디 내주세요
129,130,130,5,wleod***예매자,2022.06.20,조회 2,공감 0공감하기,재연 빨리와주세요,진짜 감동눈물에 재미까지 선사하고 조명도 예쁘고 완벽한 뮤지컬
