,index,Rating,Id,Date,views,like,Title,Text
2525,2525,5,sange***예매자,2020.06.20,조회 39,"공감 0
공감하기","전쟁의 반대말은 평화가 아니야, 창조지”",넌 일 속에 숨었어넌 실패가 무서워 고독이 무서워거짓 인생 살고 있어
2526,2526,5,jaykey0***예매자,2020.06.20,조회 87,"공감 0
공감하기",이번 시즌 세번째 관람하는데 갈수록 좋아지네요,지난 주 프리뷰 첫공을 보고 뮤지컬 <렌트>에 대한 선입관이 조금 사라졌는데 지난 수요일과 어제 공연을 보고 나니 이 공연도 회전문을 도는 공연이 될 것 같다는 생각이 드네요불과 일주일만에 이렇게 더욱 감정이 깊게 스며드는 공연은 오랜만인 듯 합니다1막도 좋았지만 조금은 생소하게 느껴졌던 2막에서의 엔젤의 죽음 이후 배우분들의 감정이 제게 이입되는 듯해서 너무 좋았어요배우분들의 눈가에 그렁그렁 맺힌 눈물을 보다보니 어느새 제 눈에도너무 멋진 공연 감사합니다
2527,2527,3,jyoonsp***예매자,2020.06.20,조회 248,"공감 3
공감하기",이정도면 보상해줘야하는거아닌가요,뮤지컬 거의다챙겨보는 편인데요십년통틀어 본 뮤지컬들중 음향최악이정도면 보상해줘야하는거 아닌가요인터미션때 화장실줄서있는데다른사람들도 하나같이 무슨말인지모르겟어나만안들려이러고있던데요배우들 그렇게 열심히 하고 목소리진짜좋은데배우들목소리딕션 다 뭉개는 스피커에뭉개진목소리마져 잡아먹는 악기소리에인터미션때 집에가시는분들도많던데음향그대로두실겁니까진짜돈아까워요 보상문의해야겠어요 작은뮤지컬들도 이거보단 나아요
2528,2528,3,jyoonsp***예매자,2020.06.20,조회 152,"공감 1
공감하기",음향...,세션 꼭무대위에있어야합니까배우들목소리 다잡아먹고진짜 1막은 들리지도않았어요 무슨말인지 무슨흐름인지 모르겠어서 인터미션때 집에갈까하나 참았네요음향손보세요
2529,2529,3,sodami3***예매자,2020.06.20,조회 170,"공감 4
공감하기",그냥....,음향이 참 많이 아쉽네초반 몰입도도 떨어지고
2530,2530,3,sodami3***예매자,2020.06.20,조회 130,"공감 1
공감하기",그냥....,많은 아쉬움이 있는 공연
2531,2531,3,jhy***예매자,2020.06.20,조회 114,"공감 0
공감하기",잘 봤어요,잘 봤습니다
2532,2532,5,kanet***예매자,2020.06.20,조회 143,"공감 0
공감하기",2층 참...,2층 커플관크 엄청나고 음향 똥망에 그냥 저냥 아 그렇구나 하고 나왔네요
2533,2533,3,hyou***예매자,2020.06.20,조회 143,"공감 1
공감하기",세월이 느껴지는 내용,초연 시기를 감안하고 보면 좋을듯
2534,2534,5,shy961***예매자,2020.06.20,조회 94,"공감 0
공감하기",주 8회 보아야 하는 극,너무 좋습니다 사랑을 노래하고 오늘을 노래하는 극 갈 때마다 진한 여운을 남기고 오네요 배우분들 연기 노래 너무 잘하십니다 꼭 많이 보러 가셨으면 좋겠어요 
2535,2535,5,kinki5***예매자,2020.06.19,조회 55,"공감 0
공감하기",재미있어요~,또가서 볼거예요
2536,2536,5,stpr***예매자,2020.06.19,조회 66,"공감 0
공감하기",10년 기다린 보람이 있네요,워낙 유명하고 노래들도 다 좋은 뮤지컬이라서10년전 고등학생때 보고싶었는데 못봤었어요그런데 최근에 다시 돌아왔다는 소식 접하고 바로 예매해서 보고왔는데감동 그 자체였어요 [    ] 이 한줄의 가사가마음에 너무 와닿았고 삶의 가치에 대해 다시 생각해볼수있는 좋은 의미였어요배우님들의 연기력가창력 정말 완벽해서 이번에 본 멤버들로 한번 더 보고싶은 마음도있습니다아직 렌트에 대해 잘 모르신분들 한번도 보지못했던 분들 꼭 추천드립니다
2537,2537,5,gusal2***예매자,2020.06.19,조회 41,"공감 0
공감하기",최고에요,오직 오늘 뿐무대 위에서 보여주는 많은 메세지가 늘 감동을 줘요
2538,2538,5,kcge***예매자,2020.06.19,조회 46,"공감 0
공감하기",No day but today,오늘을 소중히 여기며마음껏 사랑하며 살아야지내 삶이 언제 끝날지 모르니기회를 놓치지 말아야지렌트 고마웠어요
2539,2539,5,doou***예매자,2020.06.19,조회 45,"공감 0
공감하기",생애 첫 렌트!,다시 청춘의 그 열정을나에게 청춘과 사랑의 열정이 가득했던 시절이 있었던 시절이 있었던 그 시절을 떠올리게 해주어서 좋았고지금도 이 순간 순간이 소중하다는걸 깨닫게 해주어서 감사했습니다콜린최재림 배우님 최고
2540,2540,5,rhdwn***예매자,2020.06.19,조회 39,"공감 0
공감하기",모두가 주인공,등장인물 모두가 주인공이 되어 신나게 즐기는 모습이 너무 좋아요
2541,2541,4,faith***예매자,2020.06.19,조회 77,"공감 0
공감하기",시즌즈오브럽 들었어요!,그 유명한 넘버를 현장에서 듣다니 영광입니다주연도 주연이지만 앙상블 되게 좋았어요박수 보내고 싶어요
2542,2542,5,jinwo***예매자,2020.06.19,조회 62,"공감 0
공감하기","렌트, 좋다!",역시 음악이 너무 좋다그리고 내용도 한참 전 작품인데 희한하게 요즘이랑 통하는 부분이 있는 것 같다불확실한 미래 알 수 없는 코로나 바이러스로부터의 두려움 그럼에도 우리에게 필요한 건 희망과 사랑또 보고 싶다
2543,2543,5,jungwoo***예매자,2020.06.19,조회 63,"공감 1
공감하기",간만에 감동이 밀려오네요,진짜 오랜만에 공연을 보니 감동이네요 코로나로 인해 공연도 못보고황폐해진 마음이 조금은 위안이 되는듯혹시나 하는마음에 두려우면서도 설레는 맘으로 공연장에 들어가서 공연을 관람하고배우들의 시원시원한 목소리가 저를 행복하게 하네요 재림배우 멋져용  너무 좋은 공연 이었습니다
2544,2544,4,bebop3***예매자,2020.06.19,조회 92,"공감 0
공감하기",첫 번째 렌트,매력적인 극이었어요 배우들 연기도 좋았고요다만 처음 보시는 분이라면 가시기 전에 영화를 보시거나 관련 정보를 확인하고 가시기를 권합니다시간이 없으시다면 영화 줄거리만이라도 보고 가시면 극을 이해하는데 도움이 될 것 같아요
2545,2545,5,822517***예매자,2020.06.19,조회 54,"공감 0
공감하기",울고 웃고 즐거웠던 시간!,렌트는 무조건 공연으로 봐야한다는 사실 격하게 느꼈습니다공연 보는 내내 즐겁게 울고 뜨겁게 감동 받았습니다열연해주신 모든 배우들에게 감사드리고 모든 배우들이 이렇게 조화로울 수 있는지 감동받았습니다공연 끝나는 그 날까지 화이팅입니다
2546,2546,4,redn***예매자,2020.06.19,조회 66,"공감 0
공감하기",렌트 시나는 뮤지컬,내용은 좀 파격적이긴하는데노래와 흥이 너무 좋네요 배우분들 너무 좋아요
2547,2547,2,yso1***예매자,2020.06.19,조회 180,"공감 0
공감하기",배우들간의 친함이 눈에 보여 좋았다,배우들간 눈빛 교환하면서 합을 맞추는 그런 친함이 좋았고 즐겁게 일을 하는 느낌은 들었습니다하지만 근데 몇몇 배우 목소리는 음악소리보다 목소리가 작아서 웅얼웅얼하는 느낌이 들어요또 각각의 이야기를 두시간반정도 풀어내려고 하니 약간 어수선했구요너무 야한 농담도 좀 허접했구요 우리가 알던 일반적인 커플이 아닌 소수점에 있는 그들의 이야기네요뚝뚝 끊어지는 느낌이고 많은 기대를 했지만 기대하고 볼정돈 아닌거 같아요
2548,2548,5,scully7***예매자,2020.06.19,조회 112,"공감 0
공감하기","렌트문외한이지만 ^^
라이브 후기",극의 흐름에 함께 올라타는데 시간이 조금 걸렸지만 결국 또 보게될거 같아요한번으로는 아쉬운 부분이 많아서그리고 모든배우님들 좋았지만 배두훈배우님사랑합니다 귀엽고 따스한 마크 감사해요재림콜린은 두말하면 입아프고요렌트 최고
2549,2549,5,lapa0***예매자,2020.06.19,조회 64,"공감 1
공감하기","역시는 역시다
라이브 후기",배우님들의 연기는 최고였어요그 캐릭터가 살아 숨쉬는 느낌소중한 시간 보내고 갑니다
2550,2550,5,juhak***예매자,2020.06.19,조회 88,"공감 0
공감하기","예상보다 더더더 좋았던 렌트
라이브 후기",명작으로 유명하니까  기대만큼은 하겠지 하며 보러갔어요 근데 너무 기대 이상이네요  캐스팅 한분한분 다 실력이 너무 뛰어나고 스토리까지 의미있으니  내용은 슬프면서도 이 극을 본다는사실에 기뻤네요 또 보러갈거에요 수하미미지후로저두훈마크재림콜린나영모린다희조앤지휘앤젤 걍 다 잘한다
2551,2551,5,dlfwn1***예매자,2020.06.19,조회 57,"공감 0
공감하기",렌트,으아렌트 쇼케랑은 또 다른역시 본공 프리뷰지만 너무 좋아수하미미 와 너무잘해서 눈에 하트뜸
2552,2552,4,ju37***예매자,2020.06.19,조회 51,"공감 0
공감하기","너무너무 좋아요
라이브 후기",또보고싶어요 대사 제대로 못알아들은 부분 있어서 또보고싶네요
2553,2553,5,silverm***예매자,2020.06.19,조회 86,"공감 0
공감하기",4번째만에 재림 콜린을 봤네요.,질리지가 않네요 정말 볼 때마다 새롭고 재밌어요 수하 배우님은 미미 그 자체 같아요 모린은 나영 배우님 경아 배우님 둘 다 너무 멋져요 앙상블도 모두 잘 합니다 대신 김지휘 배우님만 조금 더 분발하시면 좋을 것 같아요
2554,2554,4,525***예매자,2020.06.19,조회 89,"공감 0
공감하기",오프닝,잘 봤어요자리는 멀었지만 배우님들의 뜨거운 영혼은 잔 전해줬어요이제 보고 싶은 배우님이 결정됐어요’
2555,2555,5,525***예매자,2020.06.19,조회 60,"공감 0
공감하기",최고!!,17일날 캐스팅이 저한텐 최고였어요렌트는 엔젤이 중요하다고 생각해요김지휘배우님의 엔젤이 장말로 분위기도 좋고 다뜻한 마음도 잘 전해주고 정말 최고였어요
2556,2556,5,jesaran***예매자,2020.06.18,조회 76,"공감 0
공감하기",이런 극이 많아졌으면,자유로운 표현들이 나오는 극이 많아졌으면
2557,2557,5,keith2***예매자,2020.06.18,조회 141,"공감 0
공감하기","낡았지만, 렌트는 렌트!",한참 전에 만들어진 뮤지컬이라서 낡은 부분이 없다고는 할 수 없지만그래도 렌트는 렌트다 라는 생각이 들어요    하루하루 오늘만을 생각하며 사랑하고싶어지는 극입니다
2558,2558,5,unvme1***예매자,2020.06.18,조회 101,"공감 1
공감하기",강추!!,브로드웨이에서 오랜기간 인기 있는 뮤지컬이였기에 기대하면서 보았습니다배우 한명 한명 실력이 엄척났어요 지금까지 본 뮤지컬 중에는 원탑이지 않았나 생각합니다폭발적인 가창력과 뜨거운 무대 열기에 나중에는 감동까지생소할 수 있는 소재이기에 망설였었는데 잘 풀어 냈습니다다양한 공연을 많이 보는편인데 그 중에 꼭 봐야할 뮤지컬 중 하나입니다
2559,2559,5,lovspi***예매자,2020.06.18,조회 81,"공감 0
공감하기",좋네요,네 좋네요
2560,2560,5,easyminc***예매자,2020.06.18,조회 106,"공감 0
공감하기",렌트 관람후기,평소에 일반적으로 보던 뮤지컬이랑 다른 장르 다른 느낌의 음악을 들을 수 있어서 좋았어요 커튼콜 찍을 때 망할 아이폰 설정이 로 돼서 4로 못찍은게 한이고 다시 가서 보고 찍어올겁니다 처음에는 이게 무슨 내용이지 싶었는데 볼수록 중간중간 계속 웃기면서도 속으로 생각하게 하는 포인트가 많았어요 경아모린 진짜 경아엠마로만 기억하다가 너무 이미지변신인데 잘해서 좋았고 장지후배우님 진짜 정말 정말 너무 멋있더라구요 몰랐는데 꽃보다남자랑 킹아더때도 봤는데 이번에 딱 기억에 남았어요 진짜 멋있음제일 대박이 김수하 배우님 진짜 무슨 목소리 사람이 아니에요 제가 제일 좋아하는 톤사실 팬텀싱어2 보고 배두훈님 임정모님 보려고 예매한거였는데 나오는 모든 배우분들이 다 개인파트 할 때 너무 진짜 진짜 너무 잘해서 한명한명 다 보느라 너무 힘들었어요 진짜 다들 너무 잘하세요
2561,2561,4,saelly***예매자,2020.06.18,조회 64,"공감 0
공감하기",좋아요,좋아요
2562,2562,5,oms7***예매자,2020.06.18,조회 84,"공감 0
공감하기",롱런하는 작품에는 이유가 있는것 같아요,렌트는 처음 보는 극이었는데 여운이 가시질 않습니다영화도 못보고 줄거리만 보고 갔는데 미리 알고가는게 극 이해하는데 더 도움이 됐어요사운드트랙만 돌려듣다가 친구들 꼬셔서 다음달에 한 번 더 보러갑니닷 렌트는 렌트란 말이 맞네요 
2563,2563,1,loveyh0***,2020.06.18,조회 1314,"공감 25
공감하기",1막만보고 나왔습니다,6월 17일 관람자 입니다모든 배우분들 딕션이 하나도 안들렸어요뭔가 사랑하는거 같고 뭔가 싸우고 있는건 알겠는데대사가 안들리니 줄거리도 따라가기 힘들고장면으로 상황을 이해해야하는 정도였습니다다같이 노래부르는 장면이 많아서 전체적으로 극이 산만한데그 안에서 주연 조연 구분도 안보이고아 무엇보다 대사가 안들리고 노래 가사가 안들리니너무 산만한 느낌만 가득하고 재미와 감동이 전혀 오지 않았습니다 앞쪽에 계신 관객분들은 반응 좋던데이 작품을 여러번 보셔서 대사 안들려도 다 이해해서 그런건지뮤지컬 렌트를 처음본 저와 일행들은 줄거리 제대로 이해하기도 힘들었어요정말 뭐라는건지 1도 모르겠어서 1막만 보고 나왔어요저희 일행들 나갈때 퇴장하는 관객들 정말 많이봤습니다신시에서 만든 뮤지컬이 이정도라고 경악하면서 나왔는데이게 그날 캐스팅 문제인지이렇게 다들 안들리는거면 공연장 음향의 문제인지 의문입니다코로나 뚫고 극장까지 와서문진표 작성하고 체온재고체력과 돈과 시간을 써서 온 극장인데정말 허무한 날이었습니다지금 예매내역 없다고 나오는데단체관람이라 한 사람이 한꺼번에 결재해서 내역이 안나오는거지유료관객입니다
2564,2564,5,gusal2***예매자,2020.06.18,조회 79,"공감 0
공감하기",눈 귀가 즐거운!,장지후 배우님 목소리가 로저 넘버들이랑 어우러져서 좋네요 김수하 배우님은 표정이 풍부해서 라비보엠 너무 귀여웠어요 벌써 여러번 봤는데 질리지도않고 메세지도 너무 좋아요남은 회차도 화이팅해서 달려주세요
2565,2565,4,sam***예매자,2020.06.18,조회 200,"공감 0
공감하기",아쉽지만 감동적인 메시지는 여전한...,렌트를 매우 좋아하는 사람으로 기대반 걱정반이었습니다일단 아쉬운 부분은배우들 몇몇이 조금은 버거운 옷을 입은 느낌이 있고몇몇 장면에서 각자의 소리가 다 뒤엉켜 소음처럼 들려 음향조절이 좀 필요한 듯해요무대위 오케스트라가 올라간 건 좋은데 왼쪽 한편을 크게 차지하고 있어서왼쪽 사이드 앞열 관객들에겐 정말 답답한 작품이 되어버렸습니다그럼에도이 작품이 가진 메시지는 여전하기에 중간중간 많은 감동이 있었습니다오랜만에 봐서 그런가 중간중간 눈물이 많이 터졌어요공연을 거듭할수록 더 안정적인 작품이 될 거라 믿습니다전체적으로 아쉬움도 많았긴하지만 이 작품이 왜 좋은 지 다시 느끼기엔 충분한 공연이었어요
2566,2566,5,hse09***예매자,2020.06.18,조회 57,"공감 0
공감하기",재밌어요,추천합니다
2567,2567,5,llmihyu***예매자,2020.06.18,조회 54,"공감 0
공감하기",렌트는 역시!,이미 오래된 극 이라는 생각에 과연 이게 지금도 감동을 줄 수 있을까 라고 생각했는데그건 다 기우였고 섣부른 판단이었습니다극에 몰입해 보다보니 160분이 눈 깜짝할 사이에 지나가 있었습니다 배우님들도 다들 너무 잘하셔서 앞으로가 더 기대됩니다
2568,2568,4,ho***예매자,2020.06.18,조회 58,"공감 0
공감하기",렌트는 역시 렌트다,음악만으로도 최고의 뮤지컬
2569,2569,5,upsilon***예매자,2020.06.18,조회 54,"공감 0
공감하기",강추 또 강추~,생애 첫 렌트 자첫이었는데경아모린이랑 수하미미 다 너무 이미지 대 반전이였네요특히 경아모린 어제 너무 재밌었어요 넘버들 다 너무 좋아요
2570,2570,3,***예매자,2020.06.18,조회 160,"공감 0
공감하기",좋은 노래 어려운 내용,노래 좋아요내용을 미리 보고가야 무슨 내용인지 따라갈 수 있을 것 같습니다 저는 약간 뭐지뭐지 어리둥절 했어요+자리를 잘못 찾아가는 사람들이 많아서 티켓을 항상 소지하고 있어야 할 것 같습니다
2571,2571,4,jina9***예매자,2020.06.18,조회 96,"공감 0
공감하기",오직 오늘뿐,극이 전달하는 많은 의미 생각해 볼 거리가 많아서 좋았고 이야기와 노래 모두 풍성해서 좋았습니다
2572,2572,3,gkdussn***예매자,2020.06.17,조회 133,"공감 0
공감하기","뉴욕의 끈기
라이브 후기",사랑안에서 펼쳐지는 엔젤의 깊음민경아 배우님의 불독  음메
2573,2573,5,jml0***예매자,2020.06.17,조회 90,"공감 0
공감하기",사랑에 대한 의미에 대해 다시 생각해보는 시간,오페라 라보엠의 현대화 뮤지컬화라는 소개를 듣고 보게 된 작품락 베이스의 뮤지컬을 좋게 본 적이 없었는데대부분 밴드 사운드와 배우의 사운드가 겹쳐서가사 전달이 안되는 케이스가 많았는데그런 경우가 없어서 좋았습니다내용으로 가서는 여러 출연진들의 인간관계를 통해서 사랑이라는 것에 대해 다시 생각해보는 계기가되었습니다이런 저런 일로 어려운 지금 뮤지컬을 보면서 그리고 뮤지컬 넘버를 들으면서따뜻해지는 좋은 경험이었습니다
2574,2574,1,bjkk***,2020.06.17,조회 338,"공감 2
공감하기",안타깝네요..,렌트를 처음 접하는 사람이 과연 이 공연을 보고 스토리를 이해할 수 있을까절대 아닐 것 같네요렌트 고유의 작품이 가지고 있는 이야기가 버려진 것 같아 너무나도 안타깝습니다마치 역할이 아닌 배우를 돋보이게 만드는 그런 공연그리고 스토리를 이미 잘 알고 있는 듯한 관객들을 겨냥한 느낌이 너무 강하게 들었습니다그럼에도 역시 배우들의 연기와 노래는 너무 멋집니다 또한 렌트의 넘버들은 역시나 최고입니다
2575,2575,5,potatoo1***예매자,2020.06.17,조회 81,"공감 2
공감하기",정원영 배우님 성대 짱짱,짱짱짱
2576,2576,5,luvya***예매자,2020.06.17,조회 65,"공감 1
공감하기",너무 재밌어요~,최재림님  김채은님 노래 인상적이였어요 엔젤 김호영님은말할것도 없이 최고였구요렌트는 특히 넘버들이 다 좋아요
2577,2577,3,kyungta***예매자,2020.06.17,조회 583,"공감 9
공감하기",잘 봤습니다,최재림 배우 전나영 배우 등 배우들의 역량이 너무 좋아서 즐겁게 잘봤습니다다만 중간 간혹 음향때문인지 몇몇 배우들의 발성때문인지 알아듣지 못하는 부분이 다소 있어서 내가 무슨 공연을 보는 건가 하는 생각이 문득 들 때가 있었습니다좀 명확하게 전달이 되었으면 더 좋았을텐데하는 아쉬움이 있기는 하네요그래도 이끌어가는 배우들 너무 대단했고 잘 보았습니다
2578,2578,5,pby03***예매자,2020.06.17,조회 155,"공감 1
공감하기",첫공이라 음향이 별로였지만 배우들은 최고,특히 김호영배우 너무 잘해요  엔젤 그 자체부모님이랑 같이 보기엔 좀 민망할 수 있으니 꼭 연인이나 친구와 보시길 바랍니다 
2579,2579,4,qhrguscj***예매자,2020.06.17,조회 164,"공감 0
공감하기",정신없고 산만한데 재밌어요!,다양한 캐릭터들이 등장해서 자신들의 이야기를 풀어나가다보니 되게 정신없고 산만하다 싶으면서도그 현장에 빠져들게 되더라고요 넘버도 락 기반이라 정말 신나고요 재미있었습니다 
2580,2580,5,ann***예매자,2020.06.17,조회 161,"공감 2
공감하기",인생 뮤지컬이 바뀐날,제 인생의 첫 렌트를 영접한 날이었는데 인터미션 때 바로 또 예매했습니다 웃음눈물즐거움 너무나 매력적인 극과 멋진 라이브 밴드와 함께하는 음악 그리고 이를 멋지게 연기해주는 배우님들의 열연 꼭 보세요 두 번 보세요 아니 한 보면 빠져나오지 못할거에요 뮤지컬 렌트 파이팅   힘든시기 렌트 보고 힘 얻어갑니다
2581,2581,5,kjo0***예매자,2020.06.17,조회 73,"공감 0
공감하기",9년만에 돌아온 뮤지컬!!,배우분들 열연너무 좋아요락 뮤지컬이라 신납니다
2582,2582,5,ahnjj***예매자,2020.06.17,조회 65,"공감 0
공감하기",9년만에 돌아온 렌트!!!,프리뷰가 끝나고 본공연이 시작되었네요무대위 각각의 캐릭터들이 너무나 사랑스러운그리고 또 맘아픈사실 너무 올드하지 않을까 걱정했는데 걱정은 저 멀리로날아가 버렸어요이제 시작이니 마지막까지 배우분들 부상없이 화이팅입니다
2583,2583,5,ahnjj***예매자,2020.06.17,조회 79,"공감 0
공감하기",525600분의 귀한 시간들~~,렌트는 역시 렌트다모든배우분들이 어찌나 찰떡같으신지
2584,2584,5,sera6***예매자,2020.06.17,조회 62,"공감 1
공감하기",노래가 너무 좋아요 ㅜㅜ,넘버가 너무 좋습니다특히 2막에     에서는 눈물을 쏙 뺐네요 
2585,2585,5,***예매자,2020.06.17,조회 142,"공감 0
공감하기",막공 엔젤만큼은,14일 14시 관람했고요 막공 볼 예정인데 그 때 엔젤 캐스팅은 김지휘님이 아니었으면 좋겠어요 이런 말 해서 죄송해요 근데 꼭 아니었으면 좋겠어요
2586,2586,3,haven***예매자,2020.06.17,조회 221,"공감 1
공감하기",내용전달은 아쉽지만 귀와 눈이 호강한.. 뮤지컬,보조역이던 주인공이던 다들 음색이나 리듬감이나너무 좋아서 귀가 호강했다특히 어려운 퍼포먼스와 함께 하는 모습이나듀엣 곡을 할때는 정말 멋있다하지만 초반 가사전달이 잘 안되고뮤지컬 내용 자체가 어떤 의미를 전달하는지는 잘 모르겠다다들 열심히 공연 준비한것 같고 열심히 퍼포먼스를 보여주어서아내와 즐겁게 보았다
2587,2587,5,youc***예매자,2020.06.17,조회 73,"공감 0
공감하기",ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ,
2588,2588,5,wlghddl***예매자,2020.06.17,조회 45,"공감 0
공감하기",너무너무너무 재밌게 봤어요!!,뮤지컬을 처음 접한게 2013년도인데 그 후로 렌트공연을 보고 싶었지만 기회가 없다가 드디어 오픈을 해서 너무 기뻤네요 초반이라 그런지 음향이 좋지않아 대사전달럭이 떨어졌지만 회차가 거듭될수록 좋아지겠죠 한번 더 보러갑니다
2589,2589,5,jeehy***예매자,2020.06.17,조회 39,"공감 0
공감하기",역시 렌트,배우분들 연기와 노래 모두 좋았습니다
2590,2590,5,bluerntmf***예매자,2020.06.17,조회 29,"공감 0
공감하기",좋아요,잘봤어요
2591,2591,5,west9***예매자,2020.06.17,조회 34,"공감 0
공감하기",그것은 사랑!,전 캐슷이 사랑이고 넘버도 너무 좋아요
2592,2592,4,wlsdud***예매자,2020.06.17,조회 75,"공감 2
공감하기",나영모린 연기는 미친맛,나영모린 연기는 미친맛
2593,2593,3,f***예매자,2020.06.17,조회 95,"공감 0
공감하기",다양한 사람들,렌트는 우리가 그냥 지나칠수 있는 사회적 소수와 약자들의 이야기이다 1막은 다소 이게 뭔가 했는데 2막은 좀 낫더라구녀
2594,2594,1,ee3***예매자,2020.06.17,조회 1013,"공감 10
공감하기","다 좋은데 마지막 영상 좀 바꿔주세요
라이브 후기",극 중 내용에 몰입하고 싶은데그 부분만 나오면 확 깨요대체 극중에서 왜 배우들이 연습하는연습 영상을 봐야 하죠그리고 왜 당일 캐스트가 아닌 배우들의얼굴까지 다 나오는 영상을 틀어주는거죠두번째 관람이고어제가 오프닝데이임에도앙상블 배우분들까지 연기 성대 다들 너무 좋은데그 마지막 영상 때문에몰입을 너무 심하게 방해 받아요다른 점만 봐서는 별 다섯개주고 싶은데일부러 누구라도 좀 보시라고 한개만 드립니다다른 영상으로 대체하는 방안진지하게 고려 좀 해주셨으면 좋겠습니다
2595,2595,4,ymir***예매자,2020.06.17,조회 308,"공감 9
공감하기","좋았어요
라이브 후기",신나고 멋지고  최재림님 특히 좋았구요 전체적으로 단체곡이 백미인데 가사 전달이 좀 아쉬웠던거 같긴 해요
2596,2596,4,bluec***예매자,2020.06.16,조회 157,"공감 2
공감하기","제발
라이브 후기",관극 시에도 마스크를 
2597,2597,4,djdrl***예매자,2020.06.16,조회 106,"공감 0
공감하기",완전 재미있어요~,최고입니다
2598,2598,5,dda***예매자,2020.06.16,조회 104,"공감 0
공감하기",역시!!) 렌트,첫공연이라 그런지 음향이 좀  잘안들리다가 너무 크다가공연은 너무 좋았슴다특히 콜린 음색 
2599,2599,4,***예매자,2020.06.16,조회 249,"공감 1
공감하기",다 좋았는데...,번안이 좀 많이 아쉬운 건 저뿐인가요 한국 초연때도 같은 가사대사였는지는 모르겠지만 원작의 주옥같은 부분들을 한국 정서와 한국어 어감에 맞게 잘 살리지 못한 것 같아 너무 아쉽네요
2600,2600,3,gmldo2***예매자,2020.06.16,조회 225,"공감 0
공감하기",첫공이라 그런지,어수선 음향도 귀 찢어질것같구그래도 넘버들 다 주옥같고 즐거웠습니다
2601,2601,5,aro***예매자,2020.06.16,조회 110,"공감 0
공감하기",렌트는 렌트다,너무 좋다 다시 볼수 있어서 더 좋았던 렌트렌트는 렌트다
2602,2602,4,scapu***예매자,2020.06.16,조회 251,"공감 1
공감하기",다리 좀 제발 꼬지 말자,다리 좀 제발 꼬지 말자 더러운 발바닥이 내 무릎 옆까지 와서 덜덜 떨면내 의자까지 덜덜거리고 힘들어 2시간동안 바른 자세 못하니제발 다른 사람들 배려하면서 살자 다리 꼬지 말고 정 자세로 관람하자렌트 극 좋고 노래 좋고 배우들 좋은데 초대가 많아서 관크가 너무 많다
2603,2603,5,scol***예매자,2020.06.16,조회 89,"공감 0
공감하기",믿고 보는 렌트,믿고 보는 렌트믿고 보는 렌트
2604,2604,4,yui***예매자,2020.06.16,조회 148,"공감 0
공감하기",비참하지만 괜찮아 친구들이 있으니까!,예술을 사랑하는 젊은이들이 비참한 환경속에서도 서로 의지하며 역경을 헤쳐나가는 모습이 뭉클했습니다감정선 따라가기가 살짝 버거운 부분들이 있어 아쉬움도 약간 있는데배우들의 연기와 앙상블이 너무 좋아서 다시 한 번 보고 싶은 마음이 있네요마크 콜린 엔젤 조앤의 연기가 인상적이었어요
2605,2605,4,hanbi9***예매자,2020.06.16,조회 101,"공감 0
공감하기",신나는 공연!!,기대한 만큼 만족해요 배우님들 연기 노래 너무 좋았고 신났어요 무대연출도 극의 느낌에 맞게 잘 어울려서 좋았어요 다만 초반 음향이 아쉽네요
2606,2606,4,ellenore***예매자,2020.06.16,조회 147,"공감 0
공감하기",재미있게는 봤습니다.,워낙 원작을 재미있게 본 뮤지컬이라 한국에서 초연할 때부터 걱정을 많이하면서 본 작품이네요 유명한 넘버들이 많아서 처음보는 사람도 익숙하게 볼 수 있다는 장점이 있지만 내용이 한국정서엔 많이 파격적이라서 호불호가 많이 갈리는 작품이죠 하모니가 중요한 곡이 많다보니 중조연분들 노래 실력이나 목소리가 다들 정말 좋으시더라구요 다만 극전개상 필요하다고는 해도 암전이 너무 잦아요;; 굳이 이렇게 연출을 하셨어야 했나;;; 연습들 많이 하신 거 같긴한데 어딘가 아직 합이 안 맞아보이는 부분들은 회차가 거듭되면서 나아지리라 기대합니다
2607,2607,4,jeong***예매자,2020.06.16,조회 169,"공감 0
공감하기",음,몇번 더 보고 자세한 후기 남길께요역활은 잘 어울렸어요
2608,2608,4,cocu***예매자,2020.06.15,조회 144,"공감 0
공감하기",재밌었는데 음향은 별로,배우들도 잘하고 모두 좋았지만음향이 별로여서 가끔 뭐라고 하는지 알아들을 수 없을 때가 있었어요
2609,2609,5,jmccj2***예매자,2020.06.15,조회 128,"공감 0
공감하기",너무나 자극적!! 꼭보세요!!,파격적이고 굉장히 자극적입니다넘버야 말할 것도 없이 정말 좋고최고입니다 다들 보세요
2610,2610,4,me201***예매자,2020.06.15,조회 114,"공감 0
공감하기",렌트 첫관극,처음 보는 렌트였는데 신선하고 재미있었어요 민경아 배우님 매력에 반해버림 근데 대사가 잘 안들려서 음향이 좀 아쉬웠네요
