index,Rating,Id,Date,views,like,title,text
20,5,kmr***예매자,2018.04.18,조회 55,"공감 0
공감하기",아이비는 역시,역시는 역시였어요 진짜 지루할 틈이 없는 멋진 공연이었어요 아이비는 더욱 더 크게 성장할 것 같아 요성량이 전보다 더 늘은거 같아서 팬으로써 뿌듯합니다
21,5,jud***예매자,2018.04.17,조회 40,"공감 1
공감하기",최고의 뮤지컬,희곡 연기 노래 무대연출 연주 등 뭐 하나 빠질 것 없는 최고의 창작 뮤지컬 창작을 이렇게 훌륭하게 해낼 수 있다니 전 출연진이 1인 다 역을 정확한 발성으로 발음으로 본인이 조명받는 위치가 아님에도 섬세하게 연기하는 모습에 감탄했습니다 극의 분위기를 제대로 살려주신 8인조 밴드 여러분 넘고 맙구요 이렇게 감동적인 메세지를 전달하는 희곡 만들어 주신 작가 진 비롯한 제작진 여러분 감사합니 다 이번 공연 열심히 영업했고 다음 시즌도 기대합니다 창작 뮤지컬 화이팅
22,5,wonmich***예매자,2018.04.16,조회 37,"공감 0
공감하기",상이 브라운 보고 싶다,멋있다
23,5,angelin***예매자,2018.04.15,조회 30,"공감 0
공감하기",최고였습니다,정말 추천해요
24,5,midlui***,2018.04.13,조회 42,"공감 0
공감하기",레드북,스토리가 크게 취향은 아니었음에도 정말 좋았어요 올해의 그 어떤 극도 레드북보다 큰 의미를 주지는 못할 것 같아요 내가 나라는 이유로 지워지고 나라는 이유로 사라지는 모든 여성들이 언젠가 자신의 이야기를 할 수 있게 되길 바랍니다
25,4,chanso***예매자,2018.04.12,조회 54,"공감 0
공감하기",난 뭐지?,레드북을 너무 늦게 알게 된 것이 아쉽다 마지막 공연을 1주일 앞두고 네이버 메인에서 문화 소개를 보고 알았다-전 세계적으로 미투운동이 확산되고 있는 요즘 이런 뮤지컬이 국내 창작 뮤지컬이라는 사실을 알고 놀랐다 주말에 시간이 맞지 않아 결국 평일 공연을 예매하게 되었지만 그게 또 마지막 공연이라서 신의 한 수 인기가 정말 좋아서 프로그램 북도 사려고 했는데 이미 목요일에 매진되었다는 사실이 안타까웠다 ; 창작 뮤지컬이라는 얘기를 듣지 못했으면 라이센스라고 생각했을 것 이었다 여성도 하고 싶은 것을 하며 살 수 있다는 의미를 담은 뮤지컬 넘버난 뭐지가 인상적이었다 특히나야 한 소설을 쓰면서 자신의 재능을 펼치지만 사람들의 편견에 부딪히며 좋아하는 사람에게서도 외면을 당하는 주인공의 모습은 남일 같지 않았다 마지막 공연이라서 커튼콜 후에 배우들이 한 명 한 명 진심을 담은 소감을 얘기하는 것도 인상적이었다 여성들의 사회 진출이 억압되었던 저빅토리아 시대로부터 수백 년이 지났는데도 이 나라 이사회는 어째서 아직도 여성이 남성과 대등한관 계가 되지 못하고 사회적 약자에 머무르는지-청소년 대학생들 단체관람이 많아져서 인식을 바꿀 수 있었으면 좋겠고 외국에까지 특히 이 뮤지컬의 실제 배경인 영국에까지 수출되기를 바란다 그리고 여성뿐만 아니라 사회적 약자인 아동노인장애인 동성애자크로스드레서 모두 화이팅이 뮤지컬로 인해 모든 사람이 평등하고 누구에게나 편견이 없는 사회로 한 걸음 다가서기를 바라본다
26,5,koornd***예매자,2018.04.12,조회 22,"공감 0
공감하기",재밌어요,재밌어요
27,5,tnals1***예매자,2018.04.11,조회 38,"공감 0
공감하기",레드북은 짱입니다,레드북은 제 인생 뮤지컬이 됬습니다 레드북 사랑해요
28,5,jinjin7***예매자,2018.04.11,조회 37,"공감 0
공감하기",최고의 뮤지컬,사랑은 마치 마치
29,5,ynpark***예매자,2018.04.09,조회 38,"공감 0
공감하기",레드북을 보고 난 후,재연 없으면 죽는 몸이 됐어요
30,5,touyaz***예매자,2018.04.09,조회 21,"공감 0
공감하기",재밌었어요,두 번째 봤는데 아이비박은 석홍우 진 배우님 너무 좋네요
31,3,jasmine***예매자,2018.04.09,조회 53,"공감 0
공감하기",다시 올 꺼죠?,캐스팅 잘해서 다시 왔으면 좋겠어요 공연장도 바꾸고
32,5,skf***예매자,2018.04.09,조회 24,"공감 0
공감하기",너무 좋았어요,정말 다시 보고 싶은 극입니다
33,5,melong1***예매자,2018.04.09,조회 32,"공감 0
공감하기",당연한 것이 당연해질 때까지,세상을 시끄럽게 만들어 요레드북을 읽게 해주셔서 감사합니다
34,5,hyesun0***예매자,2018.04.09,조회 15,"공감 0
공감하기",최고,한번밖에 못 봐서 아쉬워용
35,5,ksh100***예매자,2018.04.09,조회 25,"공감 0
공감하기",레드북,지금까지 본 공연 중 탑에 든다 모든 넘버가 마음에 들지 않은 게 없었고 웃고 울며 공감할 수 있는 훌륭한 소재의 이야기였다
36,5,mina***예매자,2018.04.09,조회 27,"공감 0
공감하기",로렐라이 보고 싶어,언제와
37,5,mina***예매자,2018.04.09,조회 18,"공감 0
공감하기",안나짱,완벽한 뮤지컬
38,5,prij***예매자,2018.04.09,조회 23,"공감 0
공감하기",진짜 갓띵작,레드북 너무너무 재밌어요 다음에도 꼭 박은 석 유리아 홍우진 배우님 보고 싶어요
39,5,haey***예매자,2018.04.09,조회 17,"공감 0
공감하기",레드북,또 보고 싶어요
40,5,phoo***예매자,2018.04.09,조회 6,"공감 0
공감하기",좋았습니다.,좋았어요
41,5,wntmg***예매자,2018.04.09,조회 20,"공감 0
공감하기",레드북 우리 금방 다시 만나요!!! 최고였어요,정말 최고 안 나는 최고의 여캐 홍우 진 로렐라 이짱
42,5,wntmg***예매자,2018.04.09,조회 25,"공감 0
공감하기",레드북이 시대 꼭 필요한 최고의 뮤지컬,웃음감동 메시지 모두 갖추었다 이상 이 유리아 김국희 허순미짱
43,5,orangel***예매자,2018.04.09,조회 14,"공감 0
공감하기",우리 소중한 추억을,빛나는 마음을 간직하도록
44,5,orangel***예매자,2018.04.09,조회 12,"공감 0
공감하기",ㅠㅠ,가지마다 시와
45,5,jjk9***예매자,2018.04.09,조회 10,"공감 0
공감하기",정말 좋았어요,최고
46,5,alsl231***예매자,2018.04.09,조회 12,"공감 0
공감하기",.,내용
48,5,***예매자,2018.04.09,조회 10,"공감 0
공감하기",.,내용
49,4,dangh***예매자,2018.04.09,조회 10,"공감 0
공감하기",좋아요,매우 좋아요
50,5,badug***예매자,2018.04.09,조회 11,"공감 0
공감하기",감사합니다,감사합니다
51,5,lkw9***예매자,2018.04.09,조회 19,"공감 0
공감하기",레드북이라는 책을 읽게 해줘서 고마웠어요,마지막 공연의미가 큰 작품이었습니다 배우들이 무대인사 때 했단 얘기처럼 미래엔 이 뮤지컬 이 재미있지만 낡은 이야기가 되었으면 좋겠어요
54,5,lkw9***예매자,2018.04.09,조회 14,"공감 0
공감하기",좋았어요,좋았습니다 유리아 배우님 안 나는 정말 최고였어요 노래도 너무 시원하고 감정도 좋고 거 지역의 허순미 배우 님 책을 읽게 해줘서 고마웠어요라고 살짝 바꿔서 하셨는데 거기에 또 눈물이 날 것 같았습니다
55,5,lkw9***예매자,2018.04.09,조회 11,"공감 0
공감하기",좋았습니다,좋았어요
56,5,fing***예매자,2018.04.09,조회 7,"공감 0
공감하기",좋아요,좋아요
57,5,hyy***예매자,2018.04.09,조회 10,"공감 0
공감하기",의미 있고 좋은 극이에요,또 올라왔으면 좋겠고 다음번엔 극장이 좀 좋은 곳으로 왔으면 좋겠네요
58,5,hiv***예매자,2018.04.09,조회 17,"공감 0
공감하기",아직도 안 보셨습니까? 창작 뮤지컬의 새로운 패러다임,창작 뮤지컬의 희망입니다 한국에선 100년 해도 더해야 할 듯
59,5,badug***예매자,2018.04.09,조회 8,"공감 0
공감하기",감사합니다,감동적이에요
60,4,4555m***예매자,2018.04.09,조회 9,"공감 0
공감하기",그리운레드북,벌써보고 싶어요
61,4,jhl0***예매자,2018.04.08,조회 14,"공감 0
공감하기",아이비스럽다,아이비가 연기하는 여주인공은 발랄하고 귀엽지만 자기 주장 또렷한 멋진 여성이네요
62,5,svnat***예매자,2018.04.08,조회 12,"공감 0
공감하기",언제나 유쾌한 극,볼 때마다 느끼지만 유쾌한 느낌이 있는 극이 다 뜻하지 않게 페어막 공연을 보게 되었는데 벌써 끝난다고 생각하니 아쉬움이 크다 꼭 다시 돌아오길 바란다
63,5,tears***예매자,2018.04.08,조회 11,"공감 0
공감하기",꼭 다시 만나요,너무나 완벽했던 작품 레드북이 있어서 행복했습니다 배우 연출 작가 스탭 여러분들다고 생 하셨어요 우리 꼭 다시 만나요
64,5,fairev***예매자,2018.04.08,조회 8,"공감 0
공감하기",레드북,이 시대에 못 사가 없어서는 안 될 갓극재연에선 세종 엠 잃고 오슷 내자
65,5,beb***예매자,2018.04.08,조회 6,"공감 0
공감하기",정말 최고입니다,극작과 작곡가님 정말 대단하세요 볼 때마다 극이 주는 메시지가 너무 좋습니다
66,5,skyblue***예매자,2018.04.07,조회 11,"공감 0
공감하기","희망을 주는, 심각하지만 즐겁게, 웃음과 감동을 선사하는 창작뮤",주변에서 재밌단 추천만 믿고 보러 갔다가 여자들도 뭐든 할 수 있다는 노래를 들으면서 웃음이 나와야 할 부분에서나도 모르게 눈물 흘리고 글으쓴 단 이유만으로 이상한 사람 취급받는 곳에서 당당하게 자신의 의견을 이야기하고 실행하는 당당한 주인공의 모습에서 힘을 얻을 수 있는 극입니다 초연이라엉성한 부분도 있고 짜임새가 탄탄한 건 아니지만 그 극을 이끌어가는 배우들의 합도 좋고 연기도 기대 이상입니다 재연이 올라온다면 꼭 다시 한 번 보러 갈 극이 틀림없습니다
67,5,loveeb2***예매자,2018.04.07,조회 11,"공감 0
공감하기",당연한 것들이 당연해질 때까지 세상을 시끄럽게 만들어요,고흐흑바흐흑
68,5,amy7***예매자,2018.04.07,조회 4,"공감 0
공감하기",좋아요,레드북을 읽고 난 후♪
69,5,popi1***예매자,2018.04.06,조회 8,"공감 0
공감하기",뒤늦은 후기,앞으로 계속 이런 공연 많이 했으면 합니다 더불어 레드북 다시 돌아오기를
70,5,paranm***예매자,2018.04.06,조회 460,"공감 1
공감하기",곧 돌아오길 바라며..,아쉽지만 마지막 공연이예요마지막이라 자잘한 것들이 후해졌어요 빵집 주인이 거지에게 빵을 준다거나 하는 그리고 날이 너무 풀려서 더우셨나 봐요 땀이 떨어지는 것이 너무 너무 좋은 공연이라 보는 내내 행복했어요 감사합니다
71,5,siari***예매자,2018.04.06,조회 32,"공감 0
공감하기",좋아요.,음악도 배우도 좋았습니다 앞쪽에 앉았는데 허리가 아파서 기립박수를 못 쳐드린 게 아쉽네요
72,5,chocon***예매자,2018.04.06,조회 9,"공감 0
공감하기",사랑은 마치 오늘의 날씨처럼,경쾌하고 발랄하면서도 머리를 쾅치고 가는 뮤지컬
73,3,ssoo***예매자,2018.04.04,조회 793,"공감 0
공감하기",평이 엄청 좋아서..,평이 엄청 좋아서 기대를 많이 했었습니다 주제를 다룬 내용이나 배우들 연기는 참 좋았습니다 유쾌하기도 하고 사랑스럽기도 하고 그렇지만 넘버가 잘 기억될 만큼 중독성이 있는 것은 아니어서 조금 아쉬웠습니다 그럼에도 전체적으로는 즐겁고 예쁜 극이었습니다
74,5,bluedi***예매자,2018.04.04,조회 17,"공감 0
공감하기","좋은 대본, 감칠나는 연기, 훌륭한 음악",좋은 창작 뮤지컬 한 편을 보았습니다 앞으로 창작산 실 뮤지컬 계속 찾아보고 싶을 정도로 좋았어요 아이비님은 몇 년 전 다른 뮤지컬에서 봤던 연기보다 연기가 훨씬 좋아지셨어요 다시 돌아오면 한 번 더 관람하고 싶어요
75,4,wldud2***예매자,2018.04.04,조회 17,"공감 0
공감하기",가지마ㅠ,다시 올 거디 믿어요
76,3,jins***예매자,2018.04.04,조회 22,"공감 0
공감하기",레드북ㅠㅠㅠㅠㅠㅠ,내용
77,4,sangeui1***예매자,2018.04.04,조회 20,"공감 0
공감하기",레드북굿!~,아이비안 나로 보았습니다 연기하는 거 처음 보는데 목소리가 너무 좋더라 구염 내용도 괜찮구요 보는 시각 생각이 좀 바뀌었어요 너무 재미있게 잘 봤습니다
78,5,tl***예매자,2018.04.04,조회 23,"공감 0
공감하기",이 극이 더 이상 특별하게 회자되지 않는 세상,레드북이 특별하거나 울컥하게 한다거나 감동적인 스토리라거나 하는 말들이 나오지 않는 세상이 오기를 바라게 되네요 넘버가 하나씩 끝날 때마다 울려 퍼지던 환호와 박수가 잊혀지지 않습니다 안 나와 로렐라이 언덕의 여인들에게 감사를
79,5,alsl231***예매자,2018.04.04,조회 11,"공감 0
공감하기",.,내용
83,5,sumini0***예매자,2018.04.03,조회 11,"공감 0
공감하기",다시와주세여,너무 좋았고 다음엔와 함께 와주세여
84,5,kkl6***예매자,2018.04.03,조회 19,"공감 0
공감하기",막공을 앞두고... 당신을 기대해요,빠른 시기 안에 더 많은 사람들이 볼 수 있도록 작품이 올라오길 바란다 담고 있는 이야기 연출 넘버 어느 것 하나 빠지지 않고 소중했던 레드북 처음에 올라왔을 때보다 훨씬 다듬어져서 너무 좋았고 언젠가 레드북의 주옥같은 넘버들을 엮은 도내 줄 수 있길 기대해 본다
85,5,ahqjadm***예매자,2018.04.03,조회 19,"공감 0
공감하기","ㄹㅔ드북 총막까지,, 앙영",드북 총막까지 앙영
86,5,ishim***예매자,2018.04.03,조회 21,"공감 0
공감하기",레드북을 읽고.. 아니보고 난 후,진짜 너무 최고의 뮤지컬이네요 2018년 들어서 가장 좋은 뮤지컬을 본 것 같은 두근거림이 있습니다 넘버가 자꾸 흥얼거려지는데 오슷이 없어서 슬퍼요
87,4,bb061***예매자,2018.04.03,조회 16,"공감 0
공감하기",유쾌하고 기분 좋은 뮤지컬,별 기대는 안 하고 간 만에 보러 간 뮤지컬 연인끼리 친구끼리 보기 좋은 유쾌하고 발랄한 뮤지컬이네요 아이비씨가 나온 뮤지컬 많이 보지는 못했지만 예쁘고 사랑스러운 이번 역할에 딱이었던 것 같아 요 중간 중간 코믹한 부분이 있어 웃음 포인트도 있고 전반적으로 너무 좋았습니다
88,5,mikalee***예매자,2018.04.03,조회 11,"공감 0
공감하기",다음에 또 만날 수 있길 바랍니다,당찬 주인공 덕분에 반했습니다다음엔도 같이 만나요
89,5,dream0***예매자,2018.04.03,조회 19,"공감 0
공감하기",내년에 또 봐요!,최고였습니다 창작 뮤지컬의 가능성을 봤네요 제2의 내가 되기를 마지막 공연은 처음 관람해봤는데 커튼콜 때 모든 배우 분들의 소감을 각각 들어볼 수 있어서 뜻 깊었어요 미투운동 관련해서 연기 때문에 힘드셨던 점도 있었고 첫 작품이셨다고 눈물 흘린 배우님도 계셨습니다 정말 잘 봤습니다 이번엔 혼자 관람했었는데 다음에는 지인에게 강력 추천해서 데려가려고요 모든 배우 분들 스텝 분들 수고하셨습니다
90,5,996***예매자,2018.04.03,조회 10,"공감 0
공감하기",재밌고 좋은 작품입니다,다음에 올라오면 또 보러 갈게요
91,5,vpoo***예매자,2018.04.02,조회 16,"공감 0
공감하기",이 좋은 극에 병크좀 그만,다른 제작사가 다른 극장에서 올려주길 극배우 넘버 연출 모두 정말 최고입니다
92,5,dltmda***예매자,2018.04.02,조회 8,"공감 0
공감하기",최고의 뮤지컬,너무나도 좋은 뮤지컬 꼭 돌아오길
93,5,puregir***예매자,2018.04.02,조회 18,"공감 1
공감하기",하루에도 몇 번이나 울컥하고 차올랐다,끝내 삼켜버린 말들 거기 그 자리에서 지금 그 모습으로 당신의 이야기를 들려줘 요 거기 그 자리에서 지금 그 모습으로 당신의 이야기를 들려줘요
94,5,puregir***예매자,2018.04.02,조회 21,"공감 1
공감하기",레드북을 읽고 난 후,그동안 내가 한 잘못을 알게 됐어요 이해할 수 없다고 차라리 오해하고 남들과 다르다고 함부러 바꾸려 했죠 당신이 아닌 나를 위해서 당신을 바꾸려 했죠
95,5,jiny0***예매자,2018.04.02,조회 12,"공감 1
공감하기",얼른 다시 돌아와 주세요!!,오랫만에 명작 중의 명작을 만나 너무 행복했습니다 얼른 다시 돌아오길 바라며 모든 배우 및 스탭들 수고 많으셨습니다
96,5,carolin***예매자,2018.04.02,조회 15,"공감 1
공감하기",역시 재미있는 극 너무 좋습니다!,거기에 너무 좋은 메시지까지 어쩜 끝날 수가 있죠 레드북어서 빨리 돌아와 주세요 그때까지도지현준 씨가 지금과 같은 태도시라면 꼭 빼고 오셨으면 좋겠네요
97,5,dailyp***예매자,2018.04.02,조회 14,"공감 0
공감하기",안나 덕분에 행복했어요.,공연이 끝나고 집으로 돌아가는 길 많은 사람들이 안 나와 로렐라이의 여인들과 브라운을 생각하면서 행복해하는 모습을 보았아요 좋은 공연을 향한 마음은 사람들 사이에서 크게 다르지 않구나라는 걸 실감한 순간이였습니다 멋지고 아름다운 안나 덕분에 러닝타임 내내 그리고 집으로 돌아오는 길까지도 저 또한 행복했습니다 극장이 어느 자리에 앉아 도시야 방해가 발생하더군 요 그런 점만 제외하면 레드북참 좋았습니다
98,5,ksr***예매자,2018.04.02,조회 10,"공감 0
공감하기",레드북 빨리 돌아와요,그동안 레드북을 읽을 수 있어서 넘 좋았어요 삼연 빨리 돌아와 주세요
99,5,sorid***예매자,2018.04.02,조회 11,"공감 0
공감하기",진짜 모두 꼭 봤으면 하는 뮤지컬,모두에게 누구에게나 추천해주고 싶습니다 당연한 것들이 당연해질 때까지
100,5,sorid***예매자,2018.04.02,조회 10,"공감 0
공감하기",인생 최고 국내 창작극,빨리 다시 돌아와요
101,5,azarr***예매자,2018.04.02,조회 7,"공감 0
공감하기",당첨되라 얍얍얍,잘 보고 왔어요
102,4,heali***예매자,2018.04.02,조회 10,"공감 0
공감하기",극은 너무 좋았다,세종자리는 너무 안 좋았지만
103,5,dkrlehowl***예매자,2018.04.02,조회 11,"공감 0
공감하기",정말 좋은 뮤지컬~~강 추 강추,넘버와 내용의 구성도 너무 좋고 특히 아이비님의 노래와 목소리에 반한 공연이었어요
104,4,seonurye***예매자,2018.04.02,조회 12,"공감 0
공감하기",재밌었어요,직설적이고 매력적이네요 안나가 멋졌습니다
105,5,ppong***예매자,2018.04.02,조회 13,"공감 0
공감하기",정말 고마웠습니다 레드북,정말 정말 잊지 못할 공연이었어요 얼른 또 만났으면
106,5,ppong***예매자,2018.04.02,조회 11,"공감 0
공감하기",레드북,도 사고 싶어요
107,5,ppong***예매자,2018.04.02,조회 10,"공감 0
공감하기",레드북,오픈런도 좋아요
108,5,ppong***예매자,2018.04.02,조회 18,"공감 0
공감하기",레드북,내년 초 돌아오면 좋을 것 같아요
109,5,chaem***예매자,2018.04.02,조회 11,"공감 0
공감하기",너무나 멋진 공연감사합니다!!!!,2018329 세 미막유리아 박은석지현준 김국희 김승용 원종환 안창용 윤정열 외 배우님들 진짜 너무나 멋진 공연 만들어주시고 열연해주셔서 모든 스텝 분들 배우님들께 감사드려요보는 내내 너무 행복했습니다 어떻게 모든 넘버와 모든 대사가 그리 완소인 건지 이날 세미막답게 관객들 반응도 넘나 좋았고 커튼콜 때 무대인사도 감사했습니다 내년에도 내후년에도 만날 수 있길 바라봅니다
110,4,kciamr***예매자,2018.04.02,조회 13,"공감 0
공감하기",레드북가지마,세미막으로 자첫했는데 너무 후회 왜 진작 보지 않았을까 너무 비싸서 고민하다가 한번은 봐야지 하고 봤는데 너무 좋음 그래도 그 극장에서 그 가격이면 너무 비쌈극도 넘버도 배우들도 다 좋지만 극장이랑 가격이
111,5,dmsrud***예매자,2018.04.02,조회 9,"공감 0
공감하기",최고! 또 보고 싶어요 ㅜㅠ,레드북을 보면서 생각을 참 많이 했어요 꼭 다시 돌아왔으면 좋겠네요 김국희 배우님의 도로 시도 유리아 배우님의 안나도 너무 사랑하게 되었어요
112,5,ththf***예매자,2018.04.02,조회 8,"공감 1
공감하기",너무 너 무너무 좋았어요,정말 이 작품을 보는 동안 모두 너무 행복하고 이런 작품을 또 볼 수 있을까 싶었는데 벌써 끝나버렸네요 다음에도 꼭 돌아와 주세요 넘버들도 너무 좋지만 이야기가 너무 좋았어요 오랜만에 정말 공연을 보며 행복했습니다
113,5,yoojin0***예매자,2018.04.02,조회 7,"공감 0
공감하기",진짜 최고!!!,앞으로도 이렇게 여성이 주체적인 주인공으로 나오는 연극 뮤지컬이 많이 나오길
114,4,kai9***예매자,2018.04.02,조회 10,"공감 0
공감하기",최고 최고!!!!,짱짱짱 정말 정말 정말 좋아요
115,4,zpzp***예매자,2018.04.02,조회 12,"공감 0
공감하기",좋은 공연 후,공연 자체는 소음을 신경 쓰지 않고 볼 수 있을 정도로 너무 좋았고 완벽했습니다 하지만 인터미션 때 자리번호까지 함께 컴플레인을 걸었음에도 안내 한번 하지 않는 어셔님들 덕분에 1막보다 시끄러운 2막과 직접 말씀드리자 무대인사 때에는 등 뒤를 발로 차는 행위까지 겪었네요
116,5,luieih***예매자,2018.04.02,조회 9,"공감 0
공감하기",왜 없조,돌아와조
117,5,luieih***예매자,2018.04.02,조회 6,"공감 0
공감하기",로렐라 이 문학회,가입할래요
118,5,jinv***예매자,2018.04.02,조회 7,"공감 0
공감하기",빠른 시일 내로 꼭 돌아와주길 ㅠㅠ,이 시대에 가장 필요한 뮤지컬이예요꼭 빨리 돌아와 주세요 갓상블들도 모두
119,5,luieih***예매자,2018.04.02,조회 6,"공감 0
공감하기",레드북 사랑해요,오픈런각
120,5,persi***예매자,2018.04.02,조회 6,"공감 0
공감하기",레드북,로렐라 이 문학회 짱짱감동
121,5,skyoymh***예매자,2018.04.02,조회 6,"공감 0
공감하기",레드북,배우님들 많이 행복했습니다 그동안 수고 많이 하셨습니다
122,5,lajun***예매자,2018.04.02,조회 5,"공감 0
공감하기",레드북,레브북을 보면서 용기와 힘을 얻었습니다 수고 많이 하셨습니다 감사합니다
123,5,orangel***예매자,2018.04.02,조회 4,"공감 0
공감하기",가지 마라,레드북아
124,5,skyoymh***예매자,2018.04.02,조회 5,"공감 0
공감하기",레드북,용기를 주는 공연감사합니다
125,5,kiss2***예매자,2018.04.02,조회 5,"공감 0
공감하기",정말 사랑하는 공연,빨리 돌아오길 바라면서 기다리고 있겠습니다
126,5,kwi***예매자,2018.04.02,조회 11,"공감 0
공감하기",총막 공연을 챙겨본 것도 참으로 오랜만이네요,2월 6일 첫 공연부터 3월 30일 마지막 공연까지 함께 웃고 울며 서로가 서로에게 위로가 되어줬던 너무 소중했던 시간들이었습니다 커튼콜에서 배우 한 분 한 분의 긴 듯 짧은 듯한 소감들이 관객들의 마음을 마지막으로 일렁이게 만들었던 것 같아요 뮤지컬을 사랑하는 매니아 관객들이 궁극적으로 가장 바라는 것은 관객이 공연을 보며 즐겁고 위로를 받듯이 배우들 역시 관객들에게 위로를 받고 에너지를 받으며 그 모든 시간 동안 모두가 행복했으면 하는 것이 아닐까 문득 그런 생각이 들었 습니다이다 정배우의 마지막 소감을 그대로 돌려드리고 싶어요 관객들에게 이렇게 사랑스러운 선물을 주어서 너무 고맙다구요 레드북의 빠른 재연을 기다리며 오늘도 저만의 이야기를 써내려 가 보렵니다
127,5,kwi***예매자,2018.04.02,조회 8,"공감 0
공감하기",만우절은 어제 끝났는데,왜 아직도 예매 가능 일자가 안 보이죠 레드북 빨리 돌아와요
128,5,kwi***예매자,2018.04.02,조회 6,"공감 0
공감하기",사랑은 마치,우리의 만남처럼 예상할 수 없지만 기대하게 만들죠
129,5,kwi***예매자,2018.04.02,조회 6,"공감 0
공감하기",그대를 기대해요,레드북이 다시 돌아오는 그날을
130,5,kwi***예매자,2018.04.02,조회 7,"공감 0
공감하기",우리는 우리를 위로하는 방법을 아는 거에요,관객에게 위로가 되었던 시간
131,5,kwi***예매자,2018.04.02,조회 8,"공감 0
공감하기",우리는 로렐라이,언덕의 여인들 너와 나 우리 모두가 로렐라이 언덕의 여인들이었던 행복했던 그 시간
132,5,zayusy***예매자,2018.04.02,조회 7,"공감 0
공감하기",나는 나를 말하는 사람,제2의 누구가 아니라 나 자신이 되는 내가 되자
133,5,whoauh***예매자,2018.04.02,조회 6,"공감 0
공감하기",정말 너무 좋은 공연이였어요,공연 너무 좋아서 행복한 시간이였습니다 안나도 브라운도 행복하게 살았으면 좋겠네요
