index,Rating,Id,Date,views,like,title,text
10,5,lov2n***예매자,2018.01.09,조회 36,"공감 1
공감하기",굿,굿
11,5,***,2018.01.09,조회 87,"공감 2
공감하기",명작벤허를 뮤지컬로.,다른 원작을 기반으로 뮤지컬을 만들었다고 하면 큰 기대를 하지 않는 편이 다 하지만 벤허를 보면서 여러 세트 스크린 등을 활용해서 영화의 느낌을 영화와는 또 다르게 보여준 것이 인상적이었다
12,5,tdndka***예매자,2018.01.06,조회 77,"공감 1
공감하기",벤 허짱♥,내용을 알고서 관람했는데도 불구하고 무대를 다양하게 활용하여 표현하는 모습을 보며 정말 감탄했습니다 배우 한 사람 한 사람의 뛰어난 역량과 표현들로 소름돋는 일도 많구 카이씨 안시 하씨 완전 팬됐어요
13,5,auswl***,2018.01.03,조회 89,"공감 1
공감하기",뮤지컬 <벤허>,너무 재밌게 잘 봤던 기억이나 요궁금했던 전차씬 등 무대가 너무 멋졌고 박진감 넘치고 배우 분들의 열연으로 감동까지 최고였습니다
14,5,kanoz***예매자,2018.01.01,조회 73,"공감 1
공감하기",추석 날 본 공연,무대장치 좋고 음악도 좋아 힐링되었습니다 추천해요
15,4,kanoz***예매자,2018.01.01,조회 79,"공감 0
공감하기",좋은 공연,연기자 공연 좋았고 힐링의 시간이였습니다 추천합니다
16,4,true8***,2017.12.28,조회 103,"공감 1
공감하기",뮤지컬 벤허 관람 후기,1벤허는 어릴 적 오래된 영화로도 많이 접했던 스토리인 데 스케일이 큰 뮤지컬로 만나니 또 새롭고 짜릿한 스릴감이 있었다 특히 전차씬은 무대에서 어떻게 표현해낼까 궁금했는데 기대 이상으로 너무 멋지고 웅장했다 2다양한 시각적 변화와 공간 창출로 볼거리가 확실했던 뮤지컬이었다 세계적인 명화를 창작 뮤지컬로 재연해내기 위해 제작진은 얼마나 큰 부담을 느꼈을지 그것을 또 그만큼 잘 해내었는지 박수를 보내주고 싶다 3벤허역으로 박은태 카이유준상 배우가 열연했는데 기회 가 된다면 주연 배우가 다른 공연을 즐기면 같은 스토리지만 다른 매력으로 즐길 수 있었을 것 같다
17,4,calci***예매자,2017.12.27,조회 63,"공감 1
공감하기",잘 만든 작품입니다,마차 경주 장면도 잘 구현했고 내용도 잘 짜여진 재밋는 작품이네요
18,5,kdhbm***예매자,2017.12.25,조회 61,"공감 2
공감하기",박은태 배우님!,너무 잘 봣습니다가 창력이 너무 대단하셔요
19,5,changhee1***예매자,2017.12.24,조회 39,"공감 0
공감하기",정말 재밌었어요,영화 벤허를 재밌게 봐서 더욱 재밌게 봤었어요 박은태 배우님의 벤허도 정말 최고였습니다
20,4,yedori***예매자,2017.12.24,조회 48,"공감 1
공감하기",뮤지컬 젠허,또 보고 싶은 공연
27,4,yedori***예매자,2017.12.24,조회 27,"공감 0
공감하기",뮤지컬 벤허,다 좋음 넘버도 연출도 연기도 다 좋음 또 봐도 또 보고 싶은 공연
28,4,m45***예매자,2017.12.23,조회 38,"공감 0
공감하기",막공 너무 좋았음,영화에서 보던 것을 너무 아이디어 좋게 무대에서 연출해서 놀랐어요 프랑켄슈타인처럼 창작에 힘을 보여줬음
29,4,dodoji***예매자,2017.12.17,조회 47,"공감 0
공감하기",벤 허후기,이전에 유준상님 주연 뮤지컬을 재밌게 본 기억이 나서 벤허를 선택가창력은 조금 떨어지지만 연기력은 역시 좋았습니다 전차씬도 인상적이었어요
30,5,bigeye***예매자,2017.12.13,조회 16,"공감 1
공감하기",대박!!!,말이 필요 없음 최고의 뮤지컬임
31,4,phm9***예매자,2017.12.13,조회 21,"공감 0
공감하기",벤허,음조금 어렵다거나 생각이 드는 작품이지만 퍼포먼스가 훌륭해서 눈과 귀가 즐거운 공연이었던 것 같습니다
32,5,raye1***예매자,2017.12.07,조회 17,"공감 0
공감하기",감동그 자체,외국서만 보다 한국서 첨본 뮤지컬 감동그 자체였어요 연기도 잘 하시고 내용도 너무 좋구 모든 게 다 좋았습니다
33,5,goldsil***예매자,2017.12.06,조회 9,"공감 0
공감하기",벤허,멋진 공연 잘 봤어요
34,3,nid***예매자,2017.12.05,조회 51,"공감 0
공감하기",모든 게 평타,스토리 및 무대 연출 배우 연기력까지 튀지 않고 무난한 듯 보이지만 최선의 노력이 있음을 알 수 있다
35,5,bbong***예매자,2017.12.03,조회 10,"공감 0
공감하기",벤허,무대장치랑 최고였음
36,5,tndlsl0***예매자,2017.12.01,조회 33,"공감 0
공감하기",????,내용
37,5,ucla1***예매자,2017.11.30,조회 12,"공감 0
공감하기",뮤지컬 벤허,용서가 답이다
38,4,ucla1***예매자,2017.11.30,조회 16,"공감 0
공감하기",뮤지컬 벤허,언제나 옳은
39,5,sul9***예매자,2017.11.28,조회 9,"공감 0
공감하기",벤허,굿굿굿
40,4,wooang7***예매자,2017.11.27,조회 24,"공감 0
공감하기",배우 분들 너무 잘하시네요.,무대나 서사다 좋고 무엇보다 배우 분들 노래 너무 잘 하세요
41,5,sul9***예매자,2017.11.26,조회 9,"공감 0
공감하기",밴허,또 봐도 돈 아깝지 않은 무대네요
48,5,cocoti***예매자,2017.11.26,조회 12,"공감 0
공감하기",뮤지컬 벤허,뮤지컬 벤허 끝나서 너무 아쉽다지금도 사진 보며 그때의 벤허를 추억한 다 너무 잘했던 카이벤허그립다
49,5,***예매자,2017.11.24,조회 6,"공감 0
공감하기",Good,감동이에요
50,4,praisig***예매자,2017.11.23,조회 14,"공감 0
공감하기",최고의 선물,예비 장모님과 이모님께서 너무 재밌게 관람하셨다고 합니다 벤허의 명장면 전차씬도 훌륭했다고 합니다 감사합니다
51,5,hsy0***예매자,2017.11.20,조회 7,"공감 0
공감하기",벤허,완전 좋았음 박은 태짱
52,5,xldhv***예매자,2017.11.20,조회 11,"공감 0
공감하기",벤 허짱,더 보고 싶다
53,5,plaudi***예매자,2017.11.19,조회 12,"공감 0
공감하기",기대 이상의 감동,완전 감동 그 자체 배우들 연기도 몰입도 최고
54,5,redss***예매자,2017.11.17,조회 14,"공감 0
공감하기",너무 너무 재밌었어요!,무대 연출도 좋고 넘버가 너무 좋네요 카이 배우 님 목소리 너무 좋아요
55,5,matiz2***예매자,2017.11.17,조회 13,"공감 0
공감하기",역시 벤허,고등학교 때 아주 감동적인 영화였는데 다시 뮤지컬로 보니 환상적이고 카이의 목소리 또한 아주 좋았다 원형 경기장의 무대시설도 인상 깊었다 한 작품을 위해 정말 곳곳에서 숨은 준비가 얼마나 중요한지 다시 한번 깨닫게 된 종합예술이었다
56,2,rnrnjsah***예매자,2017.11.16,조회 71,"공감 0
공감하기",그냥,저냥
57,5,bu***예매자,2017.11.15,조회 9,"공감 0
공감하기",다시 보고 싶은 공연,연기력도 무대 구성력도 노래 실력도 모두 훌륭
58,5,bu***예매자,2017.11.15,조회 6,"공감 0
공감하기",다시 보고 싶은 뮤지컬,연기력도 무대 구성력도 노래 실력도 모두 훌륭
59,5,bu***예매자,2017.11.15,조회 10,"공감 0
공감하기",다시 보고 싶은 뮤지컬,무대 구성이나 스토리가 스피드하게 전환되는 것도 좋았고 배우들의 연기가 탄탄해서 여러모로 감동
60,5,prai***예매자,2017.11.15,조회 10,"공감 0
공감하기",단연 최고,빨리 다시 재공연했으면 좋겠다
61,5,prai***예매자,2017.11.15,조회 11,"공감 0
공감하기",최고의 작품,무슨 말이 더 필요한가요
62,5,hdpri***예매자,2017.11.14,조회 10,"공감 0
공감하기",영화 이상의 재미. 감동,영화의 스케일을 재미를 어쩌면 능가하는 감동을 선사한 뮤지컬 벤허입니다
69,5,mjy99***예매자,2017.11.14,조회 13,"공감 0
공감하기",ㅠ,또 보고 싶어요 카벤허재연 기다립니다
70,5,eybel***예매자,2017.11.14,조회 13,"공감 0
공감하기",최고의 막공!,마지막 공연이라 아쉬움에 감동은 더 컸습니다 배우님들도 열정과 마음을 담아 보여주셔서 몰입도는 더 컸습니다 유벤 허님과 박메셀라님 안에 스더님도 최고였지요 앙상블 깃발씬에서 가운데 분은 부러진 깃대를 들고도 열심히 마무리까지 해주시공막공이 라 마지막에 모든 배우 분들이 다 오셔서 인사해주시는데 정말 아쉽고 행복한 모습이었습니다다음 벤허공연도 기다려집니다
71,5,yuriann***예매자,2017.11.14,조회 10,"공감 0
공감하기",멋진 공연,배우들 노래 연기 춤 모두 완벽했다
72,5,guej***예매자,2017.11.13,조회 13,"공감 0
공감하기",뮤지컬 벤허,박은태 배우의 목소리에 감동받았어요
73,4,ded***예매자,2017.11.13,조회 13,"공감 0
공감하기",너무 좋았습니다.,배너보고 클릭하는 벤허
74,5,se1***예매자,2017.11.13,조회 8,"공감 0
공감하기",감동의 시간,벤허를 통해 보여주는 삶의 정수
75,5,cks1***예매자,2017.11.13,조회 8,"공감 0
공감하기",멋진 공연,잘 봤어요
77,5,cks1***예매자,2017.11.13,조회 7,"공감 0
공감하기",재연 올려주세요,기다립니다
78,5,kkatek***예매자,2017.11.12,조회 4,"공감 0
공감하기",벤허강추,재연언제 하나요 벤허 빨리 보고 싶어요
79,5,poli0***예매자,2017.11.12,조회 5,"공감 1
공감하기",너무 멋진 공연이였습니다!,카이님이 하신 공연이 넘멋졌어요 벤허와 나머지 등장인물들의 마음이 잘 전해진 것 같아 요 공연 본 후에 그 감동이 잊혀지지가 않네요 다음에도 또하게 되면 보고 싶어요
80,5,masil***예매자,2017.11.12,조회 11,"공감 0
공감하기",엄마랑 또 보고 싶은 뮤지컬이에요,박은태 배우님 다정한 벤허 너무 멋졌어요무대도 정말 화려하고 볼거리 많은 공연이었어 요 배우님들이랑 앙상블 분들 몸 만 드시느라 고생하셨겠어요 보는 저는 감사했습니다 엄마 모시고 보고 싶어요 꼭 빨리 와주세요
81,5,clayc***예매자,2017.11.11,조회 12,"공감 0
공감하기",공연이 끝나도 감동은 계속되고 있어요ㅠ,믿고 보는 박은태 배우와 갓앙상블 그리고 좋은 연출과 음감님까지 프랑켄슈타인에 이어 다시 한 번 자랑스러운 창작극을 만났습니다
